   0.20395,  -0.22894,   0.66492,   0.81445,  -0.40710,  -0.46611,   0.93750,   0.67050,   0.93635,  -0.92793
  -0.81936,  -0.37300,   0.53755,  -0.23637,   0.72102,  -0.43900,   0.39699,  -0.81117,   0.93750,  -0.64976
   0.68104,   0.33477,   0.24173,  -0.39167,  -0.55715,  -0.68115,   0.87176,   0.65385,   0.19126,  -0.10116
  -0.11405,  -0.11927,   0.81784,  -0.93750,  -0.93750,   0.93750,   0.60329,   0.51379,   0.22420,  -0.29186
   0.52328,   0.50394,  -0.52272,  -0.49023,   0.69210,  -0.56643,   0.68510,   0.68640,   0.55949,  -0.15862
  -0.43808,  -0.16155,   0.90507,   0.02957,   0.93750,   0.93750,  -0.93750,  -0.51689,  -0.61008,   0.47677
   0.12931,   0.48694,  -0.61724,   0.27460,   0.07948,  -0.83499,  -0.31892,   0.92141,   0.32386,  -0.87884
   0.71131,  -0.26389,   0.93750,  -0.85937,   0.88991,   0.93750,  -0.18503,  -0.60058,  -0.11259,  -0.44712
  -0.57575,  -0.35930,   0.69986,  -0.80569,   0.87392,  -0.71922,  -0.36266,  -0.41599,  -0.42646,   0.64457
  -0.40329,   0.93750,  -0.85607,   0.36446,   0.93750,  -0.69267,  -0.20653,  -0.74966,  -0.87962,  -0.67991
  -0.62055,  -0.69952,   0.87740,   0.93750,  -0.57209,   0.93750,  -0.35348,  -0.61437,   0.03150,  -0.59864
  -0.07324,   0.21538,  -0.40068,   0.80536,   0.70793,  -0.22202,  -0.58337,  -0.48545,   0.19629,   0.06392
  -0.56062,   0.40700,  -0.93750,   0.27873,   0.93750,  -0.86562,   0.68690,   0.93750,  -0.19132,  -0.69634
   0.93750,   0.73971,  -0.81322,   0.71874,   0.59285,   0.26615,   0.09312,  -0.37807,   0.38385,  -0.37527
   0.93750,   0.62247,   0.64108,  -0.06800,   0.93750,   0.47070,  -0.50812,  -0.90441,   0.87450,   0.87926
   0.08573,   0.16774,  -0.76463,  -0.80633,   0.93750,   0.85126,   0.93750,   0.93750,  -0.86370,  -0.07428
  -0.93750,  -0.19615,  -0.71786,   0.75490,  -0.93750,   0.87820,   0.74712,  -0.87848,   0.43548,  -0.30859
  -0.38974,   0.93750,  -0.54941,  -0.66094,  -0.93750,   0.35502,  -0.86720,  -0.85884,   0.23177,  -0.63057
  -0.01332,   0.93750,   0.09528,   0.66819,  -0.00453,  -0.91662,  -0.43471,  -0.08367,  -0.38106,   0.81459
   0.72386,   0.34895,  -0.53561,   0.04960,   0.76635,   0.45783,  -0.51500,   0.38778,  -0.61866,  -0.27399
  -0.31509,  -0.93750,   0.73415,  -0.77234,   0.93750,  -0.22279,   0.18786,  -0.93750,   0.48922,   0.80443
   0.07704,  -0.31245,  -0.55631,   0.93750,  -0.12342,  -0.61579,  -0.31391,   0.56638,   0.52668,  -0.17539
   0.60668,  -0.87722,   0.87488,  -0.49077,   0.93750,   0.89254,  -0.80329,  -0.51268,   0.93750,  -0.16527
  -0.55069,   0.93750,  -0.66730,  -0.01867,   0.04765,  -0.38132,   0.88170,   0.68345,   0.51156,  -0.68235
  -0.28535,   0.30912,   0.63266,  -0.57155,   0.87760,   0.93750,  -0.46768,  -0.93750,   0.52202,  -0.55011
  -0.58163,   0.12438,  -0.67930,   0.85407,   0.09848,  -0.69784,  -0.41792,  -0.46125,  -0.10143,   0.33815
   0.11850,  -0.43052,  -0.75565,  -0.26750,   0.86567,  -0.84928,  -0.53217,   0.93750,   0.48633,  -0.37626
  -0.87617,  -0.93050,  -0.62971,  -0.45828,   0.19343,   0.84122,  -0.49165,  -0.00262,  -0.38137,   0.93750
  -0.67250,  -0.31619,  -0.68755,   0.22147,  -0.77474,   0.05289,  -0.55298,   0.93750,  -0.02795,   0.24539
  -0.80883,   0.93750,   0.03584,  -0.82090,  -0.12051,  -0.41565,  -0.18538,  -0.35871,  -0.32952,   0.93750
   0.93750,  -0.02294,  -0.45841,  -0.77550,  -0.34238,   0.34952,   0.48272,  -0.79674,   0.00958,   0.01827
   0.00301,   0.30797,   0.05525,  -0.04405,  -0.50939,   0.34842,   0.93750,  -0.59063,  -0.25135,  -0.28631
   0.88016,  -0.03898,   0.27174,  -0.00523,   0.32619,   0.60584,   0.50062,   0.00550,   0.11795,  -0.28033
   0.47394,  -0.09498,   0.16498,   0.07290,   0.49799,   0.52226,  -0.74450,  -0.29976,  -0.25298,  -0.09603
   0.19818,  -0.17105,  -0.01405,  -0.21880,   0.87049,   0.13599,   0.93750,   0.93750,   0.93750,  -0.06747
  -0.65036,   0.29535,  -0.81372,   0.05343,   0.13949,   0.93750,   0.93750,  -0.93750,  -0.21943,   0.93750
   0.62186,   0.82072,   0.87831,  -0.81155,  -0.50871,  -0.08061,   0.29621,  -0.23717,   0.02012,   0.93750
   0.18598,   0.93750,  -0.66450,  -0.93750,  -0.86400,  -0.25085,   0.70375,   0.63761,   0.86107,   0.77814
   0.12127,   0.68324,   0.93748,   0.32476,   0.38555,  -0.43245,  -0.88217,  -0.14110,  -0.05055,   0.81594
   0.76951,   0.39826,   0.93687,  -0.27738,   0.29281,  -0.93750,   0.26083,  -0.23388,   0.93750,  -0.19432
   0.42293,   0.06694,  -0.47992,  -0.49522,  -0.20699,   0.26217,   0.79426,   0.86683,   0.02959,  -0.31570
   0.01361,  -0.24218,   0.55778,  -0.15433,   0.87872,  -0.36773,  -0.10364,  -0.65952,   0.03467,   0.75714
   0.39269,  -0.41990,  -0.81810,   0.34953,   0.71828,   0.05955,   0.73851,   0.08278,  -0.43161,   0.93750
   0.93750,   0.82951,   0.67799,   0.27623,   0.93750,  -0.93750,   0.93750,   0.93750,   0.27578,   0.93750
  -0.18755,   0.01029,  -0.68223,  -0.57880,   0.53571,   0.76662,  -0.61969,   0.93750,   0.69278,  -0.34521
  -0.86494,  -0.52932,   0.93434,  -0.69836,   0.88423,  -0.76115,  -0.29539,   0.06250,   0.01545,   0.45514
   0.66642,   0.87365,  -0.81391,  -0.93750,   0.87516,   0.93750,   0.03773,  -0.80344,   0.10000,   0.93316
   0.93750,   0.70500,   0.93192,   0.75358,   0.90646,   0.73215,   0.67908,   0.87037,  -0.93210,   0.40087
   0.22344,   0.73440,  -0.78339,  -0.93750,   0.93750,  -0.52145,   0.75079,   0.93750,  -0.82560,  -0.02515
  -0.09905,   0.56270,  -0.48605,  -0.20153,  -0.23808,  -0.16843,  -0.03858,  -0.11852,   0.52526,  -0.10910
   0.54975,   0.19092,  -0.67894,  -0.39044,   0.93750,  -0.80064,  -0.66922,  -0.93750,   0.33617,   0.07430
   0.06658,   0.56793,  -0.75641,  -0.05327,  -0.22724,  -0.72018,  -0.17488,   0.85703,  -0.10711,   0.82907
   0.63143,   0.87411,  -0.67698,   0.01446,  -0.62116,   0.84723,   0.58649,   0.06462,  -0.08208,   0.80225
  -0.64220,   0.82947,  -0.93750,   0.35427,  -0.05597,  -0.44827,  -0.10171,  -0.80006,  -0.04647,  -0.47534
  -0.13690,   0.29273,  -0.52337,   0.73338,   0.93750,  -0.92734,  -0.23675,   0.07675,   0.49902,   0.23480
   0.03445,   0.93750,  -0.00579,  -0.68274,   0.86655,   0.93750,  -0.73974,   0.93750,   0.08433,  -0.08589
  -0.83414,   0.08367,  -0.93750,  -0.28745,   0.67655,   0.06840,  -0.61593,  -0.74748,   0.93750,  -0.06082
  -0.23285,  -0.80312,  -0.93302,  -0.55769,   0.28166,  -0.74901,   0.93750,  -0.68431,   0.93750,  -0.93750
  -0.93750,  -0.05943,   0.03429,  -0.70309,  -0.93750,  -0.43527,  -0.93750,  -0.88148,   0.33034,  -0.93750
  -0.50383,  -0.89023,  -0.93750,  -0.93750,  -0.84723,   0.93750,  -0.78839,  -0.81735,  -0.90707,   0.09078
  -0.46984,   0.37766,   0.86116,   0.93750,   0.40149,   0.93750,   0.73677,   0.86498,  -0.75241,  -0.14161
  -0.48595,   0.28608,  -0.88007,   0.86633,   0.85424,  -0.48369,   0.74924,  -0.23061,   0.19153,  -0.39869
  -0.62620,  -0.11603,  -0.53745,  -0.66498,   0.93750,   0.05583,  -0.73593,   0.93578,  -0.67288,  -0.93750
   0.93750,  -0.27130,   0.86814,  -0.64527,   0.80717,   0.20166,   0.56015,  -0.81518,   0.05102,  -0.93750
   0.42096,   0.07214,   0.87947,  -0.75400,   0.93750,   0.01597,  -0.93750,  -0.66233,   0.04085,  -0.15765
  -0.43778,  -0.37520,  -0.34336,  -0.25881,   0.18654,   0.86064,  -0.67248,   0.48307,   0.74600,   0.08798
   0.15699,   0.34770,   0.21343,  -0.93750,  -0.45574,   0.93750,   0.08750,   0.93750,   0.44564,   0.50888
   0.72375,   0.26289,   0.93750,  -0.87065,  -0.27651,   0.68818,   0.54756,  -0.80929,   0.72143,   0.21344
  -0.10308,   0.93750,  -0.68943,  -0.47127,   0.09431,  -0.87559,   0.08616,   0.89797,  -0.93750,   0.16451
  -0.15616,   0.24089,   0.93121,  -0.01594,  -0.22440,  -0.42112,  -0.08417,  -0.43034,   0.36971,   0.09825
   0.93750,   0.86314,  -0.74577,  -0.34075,  -0.66453,   0.28923,  -0.17747,  -0.93750,  -0.86903,  -0.18002
  -0.38747,  -0.36860,   0.93750,  -0.88241,   0.60388,  -0.44368,  -0.41906,  -0.00639,  -0.39623,  -0.79814
   0.22626,  -0.93750,  -0.50594,  -0.30342,  -0.93750,  -0.83542,   0.33777,  -0.41369,  -0.93189,   0.93750
  -0.93750,  -0.86478,  -0.93750,   0.93750,  -0.87473,   0.56355,  -0.87614,   0.80698,   0.55334,  -0.93750
  -0.02670,   0.00002,   0.49057,   0.26675,   0.12069,  -0.00520,   0.25465,  -0.57242,   0.07275,   0.21783
  -0.17316,   0.50664,   0.02729,  -0.71020,  -0.37670,  -0.68736,   0.53458,   0.92603,   0.24047,  -0.37572
  -0.87698,   0.87411,  -0.64017,  -0.78511,  -0.87101,  -0.87680,   0.82107,   0.60716,   0.25191,   0.14610
  -0.77038,   0.67680,   0.78826,  -0.76509,   0.93328,   0.93750,  -0.33445,   0.67511,   0.02740,  -0.70171
  -0.57303,  -0.65812,   0.40640,   0.93750,  -0.30709,  -0.62184,   0.50674,   0.72910,  -0.14964,   0.40940
   0.73881,  -0.54626,  -0.53772,  -0.75725,  -0.87487,   0.93750,  -0.76725,   0.65345,   0.73966,   0.86716
   0.93750,  -0.93750,  -0.86502,  -0.20572,   0.48914,  -0.30621,   0.36790,  -0.63800,   0.92863,  -0.59865
   0.23324,  -0.30355,  -0.83931,   0.93750,   0.03039,  -0.93750,  -0.15632,  -0.36124,  -0.69721,   0.19143
  -0.04707,  -0.28379,  -0.62286,  -0.51136,  -0.35411,   0.68112,   0.32798,  -0.53605,  -0.41920,   0.28985
  -0.41330,  -0.44605,   0.56916,  -0.68991,   0.92964,   0.12989,  -0.42279,  -0.40130,   0.53660,   0.14218
  -0.39263,   0.12455,  -0.87575,   0.93750,   0.93262,  -0.56941,   0.86860,  -0.71005,   0.23505,   0.42305
   0.53615,  -0.88254,  -0.83680,   0.93750,   0.80422,   0.93750,  -0.75673,   0.68785,  -0.87733,  -0.93750
