Total Area(m^2), Total CIM (FW+AG) Area (m^2), Routing Area(m^2), ADC Area(m^2), Accumulation Area(m^2), Other Logic&Storage Area(m^2), Weight Gradient Area(m^2),
9.52136e-05,3.65072e-07,1.19663e-05,5.4022e-05,9.68277e-06,9.56223e-06,9.61522e-06


layer_number, latency_FW(s), latency_AG(s), latency_WG(s), latency_WU(s), energy_FW(J), energy_AG(J), energy_WG(J), energy_WU(J),Peak_latency_FW(s), Peak_latency_AG(s), Peak_latency_WG(s), Peak_latency_WU(s), Peak_energy_FW(J), Peak_energy_AG(J), Peak_energy_WG(J), Peak_energy_WU(J),, , ADC_latency(s), Accumulation_latency(s), Synaptic Array w/o ADC_latency(s), Buffer_latency(s), IC_latency(s), Weight_gradient_latency(s), Weight_update(s), DRAM_latency(s), ADC_energy(J), Accumulation_energy(J), Synaptic Array w/o ADC_energy(J), Buffer_energy(J), IC_energy(J), Weight_gradient_energy(J), Weight_update_energy(J), DRAM_energy(J)
1,7.96159,0,1.81752,0.000669769,0.0728134,0,0.111504,3.85791e-06,0.116137,0,1.23285,0.00066273,0.0183674,0,0.0876581,3.76842e-06,, , 0.0680348,0.00733546,0.0407669,6.87397,1.56697,1.23285,0.00066273,0.000987789,0.0135347,0.00348139,0.00135132,0.00162304,0.0500789,0.0876581,3.76842e-06,0.0585562
2,15.1252,15.1827,11.3423,0.00241191,0.502686,0.506307,3.50292,1.1017e-05,3.68447,3.74198,9.61582,0.00209839,0.17686,0.180482,2.63447,2.26885e-07,, , 0.533826,6.59864,0.293982,15.1163,9.97854,9.61582,0.00209839,0.0155217,0.209212,0.129148,0.0189818,0.00853657,0.640836,2.63447,2.26885e-07,0.920125
3,4.20456,4.22967,7.27778,0.00476141,0.174501,0.175411,2.95081,1.81961e-05,0.890376,0.915481,6.41961,0.00413438,0.0708581,0.0717686,1.22128,4.27809e-07,, , 0.228052,1.44982,0.127988,5.23262,3.22802,6.41961,0.00413438,0.0293457,0.0924508,0.0417726,0.00840328,0.00755516,0.204585,1.22128,4.27809e-07,1.73961
4,6.17926,6.23593,7.76734,0.00854075,0.280401,0.283934,5.63444,3.25196e-05,1.10527,1.16194,6.41652,0.0072867,0.137891,0.141424,2.17642,7.43095e-07,, , 0.469471,1.54823,0.249511,8.74862,4.69842,6.41652,0.0072867,0.0584488,0.186704,0.0761984,0.0164119,0.0118465,0.284231,2.17642,7.43095e-07,3.46485
5,1.53116,1.55202,7.0371,0.0264173,0.0882279,0.0896934,7.66537,6.43469e-05,0.275461,0.296318,5.50128,0.0239092,0.048672,0.0501374,0.751533,2.62622e-06,, , 0.173021,0.307138,0.0916197,6.2831,1.66068,5.50128,0.0239092,0.116473,0.0687943,0.024022,0.0059931,0.017688,0.0855392,0.751533,2.62622e-06,6.90454
6,2.44598,2.49001,8.43941,0.0306547,0.151183,0.154351,15.3127,0.000120831,0.449249,0.493276,5.50204,0.0256385,0.0971743,0.100342,1.4853,2.6422e-06,, , 0.352006,0.409594,0.180924,11.9572,2.76674,5.50204,0.0256385,0.232886,0.138816,0.0467762,0.011924,0.0313899,0.125166,1.4853,2.6422e-06,13.8055
7,0.470084,0.471226,9.57565,0.0179292,0.0297571,0.0300512,49.3697,0.000217782,0.385846,0.386988,0.0131545,0.000844662,0.0164313,0.0167255,0.206948,5.5781e-07,, , 0.0100517,0.757676,0.00510665,12.0326,0.287429,0.0131545,0.000844662,0.827824,0.0136405,0.0183357,0.0011807,0.107445,0.0520212,0.206948,5.5781e-07,49.0734
8,0.0286248,0.0287613,0.0180754,7.79959e-05,0.000539383,0.000545351,0.0602488,2.81445e-07,0.00198877,0.00212527,0.00210456,5.71408e-05,8.75295e-05,9.34974e-05,0.000229628,1.62788e-08,, , 0.00128033,0.00218914,0.000644581,0.0803593,0.0212412,0.00210456,5.71408e-05,0.00101147,7.37865e-05,8.89254e-05,1.83151e-05,0.000321226,0.00074128,0.000229628,1.62788e-08,0.0599602
Total,37.9464,30.1903,53.2752,0.091463,1.30011,1.24029,84.6077,0.000468832,6.90879,6.99811,34.7034,0.0646316,0.566342,0.560973,8.56384,1.10087e-05,, , 1.83574,11.0806,0.990543,66.3248,24.208,34.7034,0.0646316,1.2825,0.723227,0.339823,0.0642645,0.186405,1.4432,8.56384,1.10087e-05,76.0265


TOPS/W,FPS,TOPS,Peak TOPS/W,Peak FPS,Peak TOPS,
2.11577,0.00823022,1.51783,19.0298,0.0205445,3.78884
