Total Area(m^2), Total CIM (FW+AG) Area (m^2), Routing Area(m^2), ADC Area(m^2), Accumulation Area(m^2), Other Logic&Storage Area(m^2), Weight Gradient Area(m^2),
9.52136e-05,3.65072e-07,1.19663e-05,5.4022e-05,9.68277e-06,9.56223e-06,9.61522e-06


layer_number, latency_FW(s), latency_AG(s), latency_WG(s), latency_WU(s), energy_FW(J), energy_AG(J), energy_WG(J), energy_WU(J),Peak_latency_FW(s), Peak_latency_AG(s), Peak_latency_WG(s), Peak_latency_WU(s), Peak_energy_FW(J), Peak_energy_AG(J), Peak_energy_WG(J), Peak_energy_WU(J),, , ADC_latency(s), Accumulation_latency(s), Synaptic Array w/o ADC_latency(s), Buffer_latency(s), IC_latency(s), Weight_gradient_latency(s), Weight_update(s), DRAM_latency(s), ADC_energy(J), Accumulation_energy(J), Synaptic Array w/o ADC_energy(J), Buffer_energy(J), IC_energy(J), Weight_gradient_energy(J), Weight_update_energy(J), DRAM_energy(J)
1,7.96142,0,1.81752,0.00102654,0.0727788,0,0.111504,4.74895e-06,0.115969,0,1.23285,0.0010195,0.0183329,0,0.0876581,4.65946e-06,, , 0.0678665,0.00733546,0.0407669,6.87397,1.56697,1.23285,0.0010195,0.000987789,0.0135002,0.00348139,0.00135132,0.00162304,0.0500789,0.0876581,4.65946e-06,0.0585562
2,15.1252,15.1827,11.3424,0.0110519,0.501782,0.505391,3.50292,0.000538141,3.68447,3.74197,9.61585,0.0107384,0.175956,0.179565,2.63448,3.31722e-05,, , 0.53382,6.59864,0.293982,15.1163,9.97854,9.61585,0.0107384,0.0155217,0.207389,0.129148,0.0189845,0.00853657,0.640836,2.63448,3.31722e-05,0.920125
3,4.20576,4.23086,7.27576,0.0219439,0.174069,0.17548,2.87844,0.00130705,0.891572,0.916677,6.41759,0.0213169,0.0704268,0.071837,1.14891,0.000161534,, , 0.230445,1.44982,0.127988,5.23262,3.22802,6.41759,0.0213169,0.0293457,0.0921913,0.0417726,0.00829991,0.00755516,0.204585,1.14891,0.000161534,1.73961
4,6.18288,6.23956,7.76637,0.0420685,0.280718,0.284731,5.56199,0.00114699,1.10889,1.16557,6.41555,0.0408145,0.138208,0.142221,2.10397,0.00027936,, , 0.476723,1.54823,0.249511,8.74862,4.69842,6.41555,0.0408145,0.0584488,0.187918,0.0761984,0.0163125,0.0118465,0.284231,2.10397,0.00027936,3.46485
5,1.53308,1.55393,7.03633,0.0858204,0.0886832,0.0903384,7.6476,0.00107587,0.277373,0.298229,5.50051,0.0833123,0.0491273,0.0507824,0.733767,0.000508388,, , 0.176844,0.307138,0.0916197,6.2831,1.66068,5.50051,0.0833123,0.116473,0.0699338,0.024022,0.00595386,0.017688,0.0855392,0.733767,0.000508388,6.90454
6,2.44902,2.49304,8.43893,0.154855,0.151306,0.154713,15.2772,0.000360793,0.452288,0.496316,5.50156,0.149839,0.0972969,0.100704,1.44977,0.000242604,, , 0.358085,0.409594,0.180924,11.9572,2.76674,5.50156,0.149839,0.232886,0.13935,0.0467762,0.0118746,0.0313899,0.125166,1.44977,0.000242604,13.8055
7,0.470113,0.471255,9.57557,0.163529,0.0296744,0.0299876,49.3662,0.000232499,0.385875,0.387017,0.0130777,0.146444,0.0163487,0.0166618,0.203444,1.52747e-05,, , 0.0101099,0.757676,0.00510665,12.0326,0.287429,0.0130777,0.146444,0.827824,0.0134981,0.0183357,0.00117677,0.107445,0.0520212,0.203444,1.52747e-05,49.0734
8,0.0286135,0.02875,0.0180925,0.000749386,0.000539336,0.000545239,0.0602488,3.45362e-07,0.00197751,0.00211401,0.00212158,0.000728531,8.74833e-05,9.33855e-05,0.000229629,8.0195e-08,, , 0.0012578,0.00218914,0.000644581,0.0803593,0.0212412,0.00212158,0.000728531,0.00101147,7.36147e-05,8.89254e-05,1.83286e-05,0.000321226,0.00074128,0.000229629,8.0195e-08,0.0599602
Total,37.9561,30.2001,53.271,0.481045,1.29955,1.24119,84.406,0.00466643,6.91841,7.00789,34.6991,0.454213,0.565784,0.561865,8.36223,0.00124507,, , 1.85515,11.0806,0.990543,66.3248,24.208,34.6991,0.454213,1.2825,0.723854,0.339823,0.0639718,0.186405,1.4432,8.36223,0.00124507,76.0265


TOPS/W,FPS,TOPS,Peak TOPS/W,Peak FPS,Peak TOPS,
2.12056,0.0082029,1.51279,19.4309,0.0203751,3.75759
