Total Area(m^2), Total CIM (FW+AG) Area (m^2), Routing Area(m^2), ADC Area(m^2), Accumulation Area(m^2), Other Logic&Storage Area(m^2), Weight Gradient Area(m^2),
9.52136e-05,3.65072e-07,1.19663e-05,5.4022e-05,9.68277e-06,9.56223e-06,9.61522e-06


layer_number, latency_FW(s), latency_AG(s), latency_WG(s), latency_WU(s), energy_FW(J), energy_AG(J), energy_WG(J), energy_WU(J),Peak_latency_FW(s), Peak_latency_AG(s), Peak_latency_WG(s), Peak_latency_WU(s), Peak_energy_FW(J), Peak_energy_AG(J), Peak_energy_WG(J), Peak_energy_WU(J),, , ADC_latency(s), Accumulation_latency(s), Synaptic Array w/o ADC_latency(s), Buffer_latency(s), IC_latency(s), Weight_gradient_latency(s), Weight_update(s), DRAM_latency(s), ADC_energy(J), Accumulation_energy(J), Synaptic Array w/o ADC_energy(J), Buffer_energy(J), IC_energy(J), Weight_gradient_energy(J), Weight_update_energy(J), DRAM_energy(J)
1,7.96136,0,1.81752,0.00107654,0.0727685,0,0.111504,8.40809e-06,0.115916,0,1.23285,0.0010695,0.0183226,0,0.0876581,8.31859e-06,, , 0.0678137,0.00733546,0.0407669,6.87397,1.56697,1.23285,0.0010695,0.000987789,0.0134899,0.00348139,0.00135132,0.00162304,0.0500789,0.0876581,8.31859e-06,0.0585562
2,15.1235,15.181,11.3423,0.0106826,0.500281,0.503925,3.50292,0.00136885,3.68279,3.74029,9.61578,0.0103691,0.174455,0.178099,2.63447,8.50916e-05,, , 0.530461,6.59864,0.293982,15.1163,9.97854,9.61578,0.0103691,0.0155217,0.204429,0.129148,0.0189772,0.00853657,0.640836,2.63447,8.50916e-05,0.920125
3,4.20619,4.23129,7.2751,0.021787,0.174028,0.175603,2.85431,0.000827286,0.892003,0.917108,6.41693,0.02116,0.0703858,0.0719602,1.12478,0.000101564,, , 0.231307,1.44982,0.127988,5.23262,3.22802,6.41693,0.02116,0.0293457,0.0923075,0.0417726,0.00826595,0.00755516,0.204585,1.12478,0.000101564,1.73961
4,6.18097,6.23765,7.76663,0.0436144,0.278869,0.282752,5.58614,0.000793415,1.10698,1.16366,6.41581,0.0423604,0.136358,0.140242,2.12812,0.000190967,, , 0.472899,1.54823,0.249511,8.74862,4.69842,6.41581,0.0423604,0.0584488,0.184062,0.0761984,0.0163393,0.0118465,0.284231,2.12812,0.000190967,3.46485
5,1.53067,1.55153,7.03771,0.075359,0.0879978,0.0893137,7.68312,0.000232698,0.274965,0.295822,5.50188,0.0728509,0.0484419,0.0497577,0.769287,8.68019e-05,, , 0.172029,0.307138,0.0916197,6.2831,1.66068,5.50188,0.0728509,0.116473,0.0681535,0.024022,0.00602404,0.017688,0.0855392,0.769287,8.68019e-05,6.90454
6,2.44541,2.48943,8.43965,0.144435,0.150891,0.153939,15.3127,0.000251002,0.448678,0.492706,5.50228,0.139418,0.0968819,0.0999298,1.48531,0.000132813,, , 0.350866,0.409594,0.180924,11.9572,2.76674,5.50228,0.139418,0.232886,0.138087,0.0467762,0.0119489,0.0313899,0.125166,1.48531,0.000132813,13.8055
7,0.470055,0.471197,9.5755,0.299745,0.0297327,0.0300629,49.3627,0.00025622,0.385818,0.38696,0.0130087,0.28266,0.016407,0.0167372,0.199939,3.89951e-05,, , 0.00999444,0.757676,0.00510665,12.0326,0.287429,0.0130087,0.28266,0.827824,0.0136353,0.0183357,0.00117324,0.107445,0.0520212,0.199939,3.89951e-05,49.0734
8,0.0286197,0.0287562,0.0180392,0.00104407,0.000539254,0.000545362,0.0602466,3.85446e-07,0.00198363,0.00212014,0.00206832,0.00102321,8.74006e-05,9.35085e-05,0.000227484,1.20279e-07,, , 0.00127005,0.00218914,0.000644581,0.0803593,0.0212412,0.00206832,0.00102321,0.00101147,7.36976e-05,8.89254e-05,1.82861e-05,0.000321226,0.00074128,0.000227484,1.20279e-07,0.0599602
Total,37.9468,30.1909,53.2725,0.597743,1.29511,1.23614,84.4736,0.00373827,6.90913,6.99866,34.7006,0.570912,0.56134,0.55682,8.42979,0.000644672,, , 1.83664,11.0806,0.990543,66.3248,24.208,34.7006,0.570912,1.2825,0.714238,0.339823,0.0640982,0.186405,1.4432,8.42979,0.000644672,76.0265


TOPS/W,FPS,TOPS,Peak TOPS/W,Peak FPS,Peak TOPS,
2.11917,0.00819619,1.51155,19.314,0.0203337,3.74998
