Total Area(m^2), Total CIM (FW+AG) Area (m^2), Routing Area(m^2), ADC Area(m^2), Accumulation Area(m^2), Other Logic&Storage Area(m^2), Weight Gradient Area(m^2),
9.52136e-05,3.65072e-07,1.19663e-05,5.4022e-05,9.68277e-06,9.56223e-06,9.61522e-06


layer_number, latency_FW(s), latency_AG(s), latency_WG(s), latency_WU(s), energy_FW(J), energy_AG(J), energy_WG(J), energy_WU(J),Peak_latency_FW(s), Peak_latency_AG(s), Peak_latency_WG(s), Peak_latency_WU(s), Peak_energy_FW(J), Peak_energy_AG(J), Peak_energy_WG(J), Peak_energy_WU(J),, , ADC_latency(s), Accumulation_latency(s), Synaptic Array w/o ADC_latency(s), Buffer_latency(s), IC_latency(s), Weight_gradient_latency(s), Weight_update(s), DRAM_latency(s), ADC_energy(J), Accumulation_energy(J), Synaptic Array w/o ADC_energy(J), Buffer_energy(J), IC_energy(J), Weight_gradient_energy(J), Weight_update_energy(J), DRAM_energy(J)
1,7.96137,0,1.81752,0.00102654,0.0727708,0,0.111504,5.42784e-06,0.115925,0,1.23285,0.0010195,0.0183249,0,0.0876581,5.33835e-06,, , 0.067823,0.00733546,0.0407669,6.87397,1.56697,1.23285,0.0010195,0.000987789,0.0134922,0.00348139,0.00135132,0.00162304,0.0500789,0.0876581,5.33835e-06,0.0585562
2,15.1245,15.182,11.3422,0.0109418,0.500489,0.504207,3.47523,5.53427e-05,3.68377,3.74128,9.61563,0.0106282,0.174663,0.178381,2.60678,2.99725e-06,, , 0.532434,6.59864,0.293982,15.1163,9.97854,9.61563,0.0106282,0.0155217,0.204934,0.129148,0.0189621,0.00853657,0.640836,2.60678,2.99725e-06,0.920125
3,4.20572,4.23083,7.27568,0.0202371,0.174083,0.175513,2.86639,0.000626849,0.891538,0.916642,6.41751,0.0196101,0.0704401,0.0718707,1.13686,7.65095e-05,, , 0.230376,1.44982,0.127988,5.23262,3.22802,6.41751,0.0196101,0.0293457,0.0922426,0.0417726,0.00829569,0.00755516,0.204585,1.13686,7.65095e-05,1.73961
4,6.18307,6.23974,7.76613,0.0417946,0.280521,0.284652,5.56197,0.00118166,1.10908,1.16575,6.41531,0.0405406,0.138011,0.142142,2.10395,0.000288028,, , 0.477089,1.54823,0.249511,8.74862,4.69842,6.41531,0.0405406,0.0584488,0.187666,0.0761984,0.0162881,0.0118465,0.284231,2.10395,0.000288028,3.46485
5,1.53338,1.55424,7.03651,0.0817947,0.0885491,0.0901613,7.64761,0.000710714,0.277678,0.298534,5.50068,0.0792866,0.0489931,0.0506053,0.733771,0.00032581,, , 0.177454,0.307138,0.0916197,6.2831,1.66068,5.50068,0.0792866,0.116473,0.0696136,0.024022,0.00596274,0.017688,0.0855392,0.733771,0.00032581,6.90454
6,2.4481,2.49213,8.43883,0.155096,0.151617,0.155073,15.2771,0.000361683,0.451376,0.495404,5.50146,0.150079,0.0976079,0.101064,1.44977,0.000243494,, , 0.356262,0.409594,0.180924,11.9572,2.76674,5.50146,0.150079,0.232886,0.140032,0.0467762,0.0118643,0.0313899,0.125166,1.44977,0.000243494,13.8055
7,0.470105,0.471247,9.57557,0.287461,0.0296616,0.0299746,49.3662,0.000252038,0.385867,0.387009,0.0130783,0.270376,0.0163359,0.0166489,0.203444,3.48138e-05,, , 0.0100928,0.757676,0.00510665,12.0326,0.287429,0.0130783,0.270376,0.827824,0.0134723,0.0183357,0.0011768,0.107445,0.0520212,0.203444,3.48138e-05,49.0734
8,0.0286104,0.0287469,0.0180864,0.00088413,0.000539328,0.000545253,0.0602488,3.69088e-07,0.00197435,0.00211085,0.00211554,0.000863275,8.74748e-05,9.34003e-05,0.000229629,1.03921e-07,, , 0.00125148,0.00218914,0.000644581,0.0803593,0.0212412,0.00211554,0.000863275,0.00101147,7.36258e-05,8.89254e-05,1.83238e-05,0.000321226,0.00074128,0.000229629,1.03921e-07,0.0599602
Total,37.9549,30.1989,53.2705,0.599235,1.29823,1.24013,84.3663,0.00319408,6.91721,7.00673,34.6986,0.572404,0.564463,0.560805,8.32246,0.000977095,, , 1.85278,11.0806,0.990543,66.3248,24.208,34.6986,0.572404,1.2825,0.721526,0.339823,0.0639194,0.186405,1.4432,8.32246,0.000977095,76.0265


TOPS/W,FPS,TOPS,Peak TOPS/W,Peak FPS,Peak TOPS,
2.12162,0.00819514,1.51136,19.5182,0.0203273,3.74878
