Total Area(m^2), Total CIM (FW+AG) Area (m^2), Routing Area(m^2), ADC Area(m^2), Accumulation Area(m^2), Other Logic&Storage Area(m^2), Weight Gradient Area(m^2),
9.52136e-05,3.65072e-07,1.19663e-05,5.4022e-05,9.68277e-06,9.56223e-06,9.61522e-06


layer_number, latency_FW(s), latency_AG(s), latency_WG(s), latency_WU(s), energy_FW(J), energy_AG(J), energy_WG(J), energy_WU(J),Peak_latency_FW(s), Peak_latency_AG(s), Peak_latency_WG(s), Peak_latency_WU(s), Peak_energy_FW(J), Peak_energy_AG(J), Peak_energy_WG(J), Peak_energy_WU(J),, , ADC_latency(s), Accumulation_latency(s), Synaptic Array w/o ADC_latency(s), Buffer_latency(s), IC_latency(s), Weight_gradient_latency(s), Weight_update(s), DRAM_latency(s), ADC_energy(J), Accumulation_energy(J), Synaptic Array w/o ADC_energy(J), Buffer_energy(J), IC_energy(J), Weight_gradient_energy(J), Weight_update_energy(J), DRAM_energy(J)
1,7.96136,0,1.81752,0.00103279,0.0727692,0,0.111504,6.80987e-06,0.115916,0,1.23285,0.00102575,0.0183233,0,0.0876581,6.72037e-06,, , 0.0678135,0.00733546,0.0407669,6.87397,1.56697,1.23285,0.00102575,0.000987789,0.0134906,0.00348139,0.00135132,0.00162304,0.0500789,0.0876581,6.72037e-06,0.0585562
2,15.126,15.1835,11.342,0.0110574,0.500968,0.504779,3.47522,5.4505e-05,3.68527,3.74278,9.61544,0.0107439,0.175142,0.178954,2.60677,2.94488e-06,, , 0.535433,6.59864,0.293982,15.1163,9.97854,9.61544,0.0107439,0.0155217,0.206006,0.129148,0.0189427,0.00853657,0.640836,2.60677,2.94488e-06,0.920125
3,4.20548,4.23059,7.27592,0.0221022,0.17417,0.175541,2.87845,0.000505567,0.891298,0.916403,6.41775,0.0214752,0.0705273,0.0718983,1.14892,6.13491e-05,, , 0.229896,1.44982,0.127988,5.23262,3.22802,6.41775,0.0214752,0.0293457,0.0923449,0.0417726,0.00830804,0.00755516,0.204585,1.14892,6.13491e-05,1.73961
4,6.18261,6.23928,7.76648,0.0427195,0.280189,0.284147,5.58612,0.0010867,1.10862,1.16529,6.41566,0.0414654,0.137679,0.141637,2.12811,0.000264289,, , 0.476172,1.54823,0.249511,8.74862,4.69842,6.41566,0.0414654,0.0584488,0.186794,0.0761984,0.0163239,0.0118465,0.284231,2.12811,0.000264289,3.46485
5,1.53331,1.55417,7.03687,0.0859883,0.0883655,0.089887,7.65649,0.00138452,0.277608,0.298464,5.50105,0.0834802,0.0488095,0.0503311,0.742655,0.000662712,, , 0.177314,0.307138,0.0916197,6.2831,1.66068,5.50105,0.0834802,0.116473,0.0691371,0.024022,0.00598149,0.017688,0.0855392,0.742655,0.000662712,6.90454
6,2.44782,2.49184,8.43899,0.141433,0.151367,0.154741,15.2772,0.000219901,0.451087,0.495115,5.50162,0.136417,0.0973578,0.100732,1.44977,0.000101712,, , 0.355684,0.409594,0.180924,11.9572,2.76674,5.50162,0.136417,0.232886,0.139432,0.0467762,0.0118815,0.0313899,0.125166,1.44977,0.000101712,13.8055
7,0.470085,0.471227,9.57552,0.235146,0.0296409,0.0299666,49.3644,0.00024266,0.385847,0.386989,0.0130268,0.218062,0.0163151,0.0166409,0.201691,2.54359e-05,, , 0.010054,0.757676,0.00510665,12.0326,0.287429,0.0130268,0.218062,0.827824,0.0134462,0.0183357,0.00117417,0.107445,0.0520212,0.201691,2.54359e-05,49.0734
8,0.0286173,0.0287538,0.0180507,0.000885747,0.000539266,0.000545329,0.0602466,3.63426e-07,0.00198132,0.00211782,0.00207985,0.000864892,8.74126e-05,9.3476e-05,0.000227484,9.82595e-08,, , 0.00126542,0.00218914,0.000644581,0.0803593,0.0212412,0.00207985,0.000864892,0.00101147,7.36679e-05,8.89254e-05,1.82953e-05,0.000321226,0.00074128,0.000227484,9.82595e-08,0.0599602
Total,37.9553,30.1994,53.2713,0.540365,1.29801,1.23961,84.4096,0.00350103,6.91763,7.00716,34.6995,0.513534,0.564242,0.560286,8.3658,0.00112526,, , 1.85363,11.0806,0.990543,66.3248,24.208,34.6995,0.513534,1.2825,0.720724,0.339823,0.0639814,0.186405,1.4432,8.3658,0.00112526,76.0265


TOPS/W,FPS,TOPS,Peak TOPS/W,Peak FPS,Peak TOPS,
2.12058,0.00819898,1.51207,19.4303,0.0203509,3.75315
