Total Area(m^2), Total CIM (FW+AG) Area (m^2), Routing Area(m^2), ADC Area(m^2), Accumulation Area(m^2), Other Logic&Storage Area(m^2), Weight Gradient Area(m^2),
9.52136e-05,3.65072e-07,1.19663e-05,5.4022e-05,9.68277e-06,9.56223e-06,9.61522e-06


layer_number, latency_FW(s), latency_AG(s), latency_WG(s), latency_WU(s), energy_FW(J), energy_AG(J), energy_WG(J), energy_WU(J),Peak_latency_FW(s), Peak_latency_AG(s), Peak_latency_WG(s), Peak_latency_WU(s), Peak_energy_FW(J), Peak_energy_AG(J), Peak_energy_WG(J), Peak_energy_WU(J),, , ADC_latency(s), Accumulation_latency(s), Synaptic Array w/o ADC_latency(s), Buffer_latency(s), IC_latency(s), Weight_gradient_latency(s), Weight_update(s), DRAM_latency(s), ADC_energy(J), Accumulation_energy(J), Synaptic Array w/o ADC_energy(J), Buffer_energy(J), IC_energy(J), Weight_gradient_energy(J), Weight_update_energy(J), DRAM_energy(J)
1,7.96139,0,1.81752,0.00102654,0.0727739,0,0.111504,6.79848e-06,0.115941,0,1.23285,0.0010195,0.018328,0,0.0876581,6.70899e-06,, , 0.0678382,0.00733546,0.0407669,6.87397,1.56697,1.23285,0.0010195,0.000987789,0.0134953,0.00348139,0.00135132,0.00162304,0.0500789,0.0876581,6.70899e-06,0.0585562
2,15.1259,15.1834,11.3421,0.0106475,0.50108,0.504834,3.47522,0.00105367,3.6852,3.74271,9.61555,0.010334,0.175254,0.179009,2.60678,6.53928e-05,, , 0.535295,6.59864,0.293982,15.1163,9.97854,9.61555,0.010334,0.0155217,0.206161,0.129148,0.0189544,0.00853657,0.640836,2.60678,6.53928e-05,0.920125
3,4.206,4.23111,7.27547,0.0219661,0.174081,0.175562,2.86638,0.000419068,0.891816,0.916921,6.4173,0.0213391,0.0704384,0.0719197,1.13685,5.05368e-05,, , 0.230933,1.44982,0.127988,5.23262,3.22802,6.4173,0.0213391,0.0293457,0.0923003,0.0417726,0.00828521,0.00755516,0.204585,1.13685,5.05368e-05,1.73961
4,6.1826,6.23927,7.76649,0.0421086,0.280212,0.284166,5.58613,0.000937437,1.10861,1.16528,6.41567,0.0408546,0.137702,0.141656,2.12811,0.000226973,, , 0.476152,1.54823,0.249511,8.74862,4.69842,6.41567,0.0408546,0.0584488,0.186835,0.0761984,0.0163248,0.0118465,0.284231,2.12811,0.000226973,3.46485
5,1.5344,1.55525,7.03635,0.0806727,0.0886782,0.0903289,7.6476,0.000540014,0.278695,0.299551,5.50053,0.0781646,0.0491223,0.050773,0.733767,0.00024046,, , 0.179488,0.307138,0.0916197,6.2831,1.66068,5.50053,0.0781646,0.116473,0.0699184,0.024022,0.00595478,0.017688,0.0855392,0.733767,0.00024046,6.90454
6,2.44867,2.4927,8.43871,0.167729,0.151072,0.154586,15.2594,0.00124174,0.451939,0.495967,5.50134,0.162713,0.0970627,0.100577,1.432,0.00112355,, , 0.357388,0.409594,0.180924,11.9572,2.76674,5.50134,0.162713,0.232886,0.139011,0.0467762,0.0118524,0.0313899,0.125166,1.432,0.00112355,13.8055
7,0.470076,0.471218,9.57551,0.233317,0.0295729,0.0299008,49.3627,0.000241988,0.385838,0.38698,0.0130179,0.216233,0.0162472,0.0165751,0.199939,2.47634e-05,, , 0.0100357,0.757676,0.00510665,12.0326,0.287429,0.0130179,0.216233,0.827824,0.0133129,0.0183357,0.00117371,0.107445,0.0520212,0.199939,2.47634e-05,49.0734
8,0.0286151,0.0287516,0.0180661,0.000559886,0.0005393,0.000545304,0.0602466,3.3176e-07,0.00197912,0.00211562,0.00209523,0.000539031,8.74465e-05,9.34505e-05,0.000227485,6.65938e-08,, , 0.00126103,0.00218914,0.000644581,0.0803593,0.0212412,0.00209523,0.000539031,0.00101147,7.3664e-05,8.89254e-05,1.83076e-05,0.000321226,0.00074128,0.000227485,6.65938e-08,0.0599602
Total,37.9577,30.2017,53.2702,0.558028,1.29801,1.23992,84.3691,0.00444105,6.92002,7.00953,34.6984,0.531197,0.564242,0.560603,8.32533,0.00173845,, , 1.85839,11.0806,0.990543,66.3248,24.208,34.6984,0.531197,1.2825,0.721107,0.339823,0.063915,0.186405,1.4432,8.32533,0.00173845,76.0265


TOPS/W,FPS,TOPS,Peak TOPS/W,Peak FPS,Peak TOPS,
2.12153,0.00819755,1.5118,19.5115,0.0203421,3.75152
