Total Area(m^2), Total CIM (FW+AG) Area (m^2), Routing Area(m^2), ADC Area(m^2), Accumulation Area(m^2), Other Logic&Storage Area(m^2), Weight Gradient Area(m^2),
9.52136e-05,3.65072e-07,1.19663e-05,5.4022e-05,9.68277e-06,9.56223e-06,9.61522e-06


layer_number, latency_FW(s), latency_AG(s), latency_WG(s), latency_WU(s), energy_FW(J), energy_AG(J), energy_WG(J), energy_WU(J),Peak_latency_FW(s), Peak_latency_AG(s), Peak_latency_WG(s), Peak_latency_WU(s), Peak_energy_FW(J), Peak_energy_AG(J), Peak_energy_WG(J), Peak_energy_WU(J),, , ADC_latency(s), Accumulation_latency(s), Synaptic Array w/o ADC_latency(s), Buffer_latency(s), IC_latency(s), Weight_gradient_latency(s), Weight_update(s), DRAM_latency(s), ADC_energy(J), Accumulation_energy(J), Synaptic Array w/o ADC_energy(J), Buffer_energy(J), IC_energy(J), Weight_gradient_energy(J), Weight_update_energy(J), DRAM_energy(J)
1,7.96154,0,1.81752,0.000751538,0.0728045,0,0.111504,9.6471e-06,0.116092,0,1.23285,0.000744499,0.0183585,0,0.0876581,9.55761e-06,, , 0.06799,0.00733546,0.0407669,6.87397,1.56697,1.23285,0.000744499,0.000987789,0.0135258,0.00348139,0.00135132,0.00162304,0.0500789,0.0876581,9.55761e-06,0.0585562
2,15.1251,15.1826,11.3423,0.00218779,0.502798,0.506433,3.50292,1.04719e-05,3.68439,3.74189,9.6158,0.00187427,0.176972,0.180608,2.63447,1.9282e-07,, , 0.533662,6.59864,0.293982,15.1163,9.97854,9.6158,0.00187427,0.0155217,0.209453,0.129148,0.0189791,0.00853657,0.640836,2.63447,1.9282e-07,0.920125
3,4.20475,4.22985,7.27737,0.0122314,0.174384,0.175396,2.93875,2.95556e-05,0.890563,0.915667,6.4192,0.0116044,0.0707411,0.0717536,1.20922,1.84774e-06,, , 0.228426,1.44982,0.127988,5.23262,3.22802,6.4192,0.0116044,0.0293457,0.0923399,0.0417726,0.00838218,0.00755516,0.204585,1.20922,1.84774e-06,1.73961
4,6.18,6.23667,7.76705,0.0131612,0.280332,0.284008,5.61029,3.47998e-05,1.10601,1.16268,6.41623,0.0119072,0.137821,0.141498,2.15228,1.31313e-06,, , 0.470948,1.54823,0.249511,8.74862,4.69842,6.41623,0.0119072,0.0584488,0.186739,0.0761984,0.0163822,0.0118465,0.284231,2.15228,1.31313e-06,3.46485
5,1.53149,1.55234,7.03696,0.0404237,0.0882979,0.0897971,7.66537,6.90616e-05,0.275782,0.296638,5.50114,0.0379156,0.048742,0.0502412,0.75153,4.98358e-06,, , 0.173663,0.307138,0.0916197,6.2831,1.66068,5.50114,0.0379156,0.116473,0.068975,0.024022,0.00598612,0.017688,0.0855392,0.75153,4.98358e-06,6.90454
6,2.44738,2.49141,8.4391,0.0286089,0.1515,0.154824,15.2949,0.000120667,0.45065,0.494678,5.50172,0.0235927,0.0974913,0.100815,1.46753,2.47761e-06,, , 0.35481,0.409594,0.180924,11.9572,2.76674,5.50172,0.0235927,0.232886,0.139639,0.0467762,0.0118917,0.0313899,0.125166,1.46753,2.47761e-06,13.8055
7,0.470103,0.471245,9.57555,0.0246827,0.0297592,0.0300782,49.3644,0.000218703,0.385866,0.387008,0.0130543,0.00759814,0.0164335,0.0167525,0.201692,1.47828e-06,, , 0.0100905,0.757676,0.00510665,12.0326,0.287429,0.0130543,0.00759814,0.827824,0.0136747,0.0183357,0.00117557,0.107445,0.0520212,0.201692,1.47828e-06,49.0734
8,0.0286196,0.0287561,0.0180892,6.54938e-05,0.000539381,0.000545296,0.0602488,2.80356e-07,0.0019836,0.0021201,0.00211829,4.46387e-05,8.75282e-05,9.34431e-05,0.000229629,1.51899e-08,, , 0.00126999,0.00218914,0.000644581,0.0803593,0.0212412,0.00211829,4.46387e-05,0.00101147,7.37199e-05,8.89254e-05,1.8326e-05,0.000321226,0.00074128,0.000229629,1.51899e-08,0.0599602
Total,37.949,30.1929,53.274,0.122113,1.30041,1.24108,84.5484,0.000493186,6.91133,7.00069,34.7021,0.0952814,0.566648,0.561762,8.50461,2.1866e-05,, , 1.84086,11.0806,0.990543,66.3248,24.208,34.7021,0.0952814,1.2825,0.72442,0.339823,0.0641665,0.186405,1.4432,8.50461,2.1866e-05,76.0265


TOPS/W,FPS,TOPS,Peak TOPS/W,Peak FPS,Peak TOPS,
2.11718,0.00822788,1.5174,19.1447,0.0205299,3.78615
