Total Area(m^2), Total CIM (FW+AG) Area (m^2), Routing Area(m^2), ADC Area(m^2), Accumulation Area(m^2), Other Logic&Storage Area(m^2), Weight Gradient Area(m^2),
9.52136e-05,3.65072e-07,1.19663e-05,5.4022e-05,9.68277e-06,9.56223e-06,9.61522e-06


layer_number, latency_FW(s), latency_AG(s), latency_WG(s), latency_WU(s), energy_FW(J), energy_AG(J), energy_WG(J), energy_WU(J),Peak_latency_FW(s), Peak_latency_AG(s), Peak_latency_WG(s), Peak_latency_WU(s), Peak_energy_FW(J), Peak_energy_AG(J), Peak_energy_WG(J), Peak_energy_WU(J),, , ADC_latency(s), Accumulation_latency(s), Synaptic Array w/o ADC_latency(s), Buffer_latency(s), IC_latency(s), Weight_gradient_latency(s), Weight_update(s), DRAM_latency(s), ADC_energy(J), Accumulation_energy(J), Synaptic Array w/o ADC_energy(J), Buffer_energy(J), IC_energy(J), Weight_gradient_energy(J), Weight_update_energy(J), DRAM_energy(J)
1,7.96142,0,1.81752,0.00102654,0.0727804,0,0.111504,6.4568e-06,0.115975,0,1.23285,0.0010195,0.0183345,0,0.0876581,6.36731e-06,, , 0.0678725,0.00733546,0.0407669,6.87397,1.56697,1.23285,0.0010195,0.000987789,0.0135018,0.00348139,0.00135132,0.00162304,0.0500789,0.0876581,6.36731e-06,0.0585562
2,15.1253,15.1828,11.3422,0.01068,0.501278,0.504959,3.50291,0.000830351,3.68454,3.74204,9.6157,0.0103665,0.175452,0.179133,2.63446,5.14352e-05,, , 0.533965,6.59864,0.293982,15.1163,9.97854,9.6157,0.0103665,0.0155217,0.206468,0.129148,0.0189695,0.00853657,0.640836,2.63446,5.14352e-05,0.920125
3,4.20544,4.23054,7.27564,0.020879,0.174101,0.175542,2.86639,0.000924565,0.891252,0.916356,6.41747,0.020252,0.0704585,0.0718992,1.13685,0.000113724,, , 0.229803,1.44982,0.127988,5.23262,3.22802,6.41747,0.020252,0.0293457,0.0922915,0.0417726,0.00829363,0.00755516,0.204585,1.13685,0.000113724,1.73961
4,6.18299,6.23966,7.76618,0.0425969,0.280366,0.284474,5.56197,0.00145031,1.10899,1.16567,6.41536,0.0413428,0.137856,0.141964,2.10396,0.00035519,, , 0.476927,1.54823,0.249511,8.74862,4.69842,6.41536,0.0413428,0.0584488,0.187329,0.0761984,0.0162929,0.0118465,0.284231,2.10396,0.00035519,3.46485
5,1.53327,1.55412,7.03645,0.0860271,0.0885626,0.0901896,7.64761,0.00109133,0.277564,0.29842,5.50062,0.083519,0.0490067,0.0506337,0.73377,0.000516119,, , 0.177226,0.307138,0.0916197,6.2831,1.66068,5.50062,0.083519,0.116473,0.0696586,0.024022,0.00595968,0.017688,0.0855392,0.73377,0.000516119,6.90454
6,2.44918,2.49321,8.43878,0.159886,0.15098,0.154461,15.2771,0.000503945,0.452454,0.496482,5.50141,0.15487,0.0969715,0.100452,1.44976,0.000385756,, , 0.358418,0.409594,0.180924,11.9572,2.76674,5.50141,0.15487,0.232886,0.138788,0.0467762,0.0118593,0.0313899,0.125166,1.44976,0.000385756,13.8055
7,0.470106,0.471248,9.57553,0.231751,0.0295869,0.0299102,49.3644,0.000241931,0.385868,0.38701,0.0130366,0.214667,0.0162612,0.0165845,0.201691,2.4707e-05,, , 0.0100955,0.757676,0.00510665,12.0326,0.287429,0.0130366,0.214667,0.827824,0.0133353,0.0183357,0.00117467,0.107445,0.0520212,0.201691,2.4707e-05,49.0734
8,0.0286203,0.0287568,0.0180738,0.000749413,0.000539357,0.000545331,0.0602488,3.48045e-07,0.00198426,0.00212076,0.00210292,0.000728558,8.75039e-05,9.34782e-05,0.000229628,8.28789e-08,, , 0.0012713,0.00218914,0.000644581,0.0803593,0.0212412,0.00210292,0.000728558,0.00101147,7.37429e-05,8.89254e-05,1.83137e-05,0.000321226,0.00074128,0.000229628,8.28789e-08,0.0599602
Total,37.9563,30.2003,53.2704,0.553596,1.29819,1.24008,84.3922,0.00504923,6.91863,7.0081,34.6986,0.526765,0.564428,0.560761,8.34839,0.00145338,, , 1.85558,11.0806,0.990543,66.3248,24.208,34.6986,0.526765,1.2825,0.721447,0.339823,0.0639193,0.186405,1.4432,8.34839,0.00145338,76.0265


TOPS/W,FPS,TOPS,Peak TOPS/W,Peak FPS,Peak TOPS,
2.12095,0.00819803,1.51189,19.4639,0.020345,3.75206
