Total Area(m^2), Total CIM (FW+AG) Area (m^2), Routing Area(m^2), ADC Area(m^2), Accumulation Area(m^2), Other Logic&Storage Area(m^2), Weight Gradient Area(m^2),
9.52136e-05,3.65072e-07,1.19663e-05,5.4022e-05,9.68277e-06,9.56223e-06,9.61522e-06


layer_number, latency_FW(s), latency_AG(s), latency_WG(s), latency_WU(s), energy_FW(J), energy_AG(J), energy_WG(J), energy_WU(J),Peak_latency_FW(s), Peak_latency_AG(s), Peak_latency_WG(s), Peak_latency_WU(s), Peak_energy_FW(J), Peak_energy_AG(J), Peak_energy_WG(J), Peak_energy_WU(J),, , ADC_latency(s), Accumulation_latency(s), Synaptic Array w/o ADC_latency(s), Buffer_latency(s), IC_latency(s), Weight_gradient_latency(s), Weight_update(s), DRAM_latency(s), ADC_energy(J), Accumulation_energy(J), Synaptic Array w/o ADC_energy(J), Buffer_energy(J), IC_energy(J), Weight_gradient_energy(J), Weight_update_energy(J), DRAM_energy(J)
1,7.96139,0,1.81752,0.00102654,0.0727746,0,0.111504,5.43897e-06,0.115946,0,1.23285,0.0010195,0.0183287,0,0.0876581,5.34947e-06,, , 0.0678436,0.00733546,0.0407669,6.87397,1.56697,1.23285,0.0010195,0.000987789,0.0134959,0.00348139,0.00135132,0.00162304,0.0500789,0.0876581,5.34947e-06,0.0585562
2,15.1251,15.1826,11.3423,0.0105979,0.501274,0.504939,3.50291,0.00121241,3.68437,3.74188,9.61573,0.0102844,0.175448,0.179113,2.63447,7.53137e-05,, , 0.533635,6.59864,0.293982,15.1163,9.97854,9.61573,0.0102844,0.0155217,0.206441,0.129148,0.0189729,0.00853657,0.640836,2.63447,7.53137e-05,0.920125
3,4.20599,4.23109,7.27525,0.020967,0.174156,0.175692,2.85432,0.000926509,0.891803,0.916907,6.41708,0.0203399,0.0705133,0.0720499,1.12479,0.000113967,, , 0.230906,1.44982,0.127988,5.23262,3.22802,6.41708,0.0203399,0.0293457,0.0925168,0.0417726,0.00827378,0.00755516,0.204585,1.12479,0.000113967,1.73961
4,6.182,6.23868,7.76655,0.0409919,0.280135,0.284057,5.58613,0.000791161,1.10801,1.16469,6.41574,0.0397379,0.137625,0.141547,2.12811,0.000190404,, , 0.474961,1.54823,0.249511,8.74862,4.69842,6.41574,0.0397379,0.0584488,0.186642,0.0761984,0.0163313,0.0118465,0.284231,2.12811,0.000190404,3.46485
5,1.53213,1.55299,7.03678,0.0787784,0.0883946,0.0899398,7.65649,0.000329507,0.276427,0.297283,5.50096,0.0762703,0.0488387,0.0503839,0.742653,0.000135206,, , 0.174952,0.307138,0.0916197,6.2831,1.66068,5.50096,0.0762703,0.116473,0.0692239,0.024022,0.0059766,0.017688,0.0855392,0.742653,0.000135206,6.90454
6,2.4497,2.49372,8.43896,0.130007,0.15157,0.15496,15.2772,0.000177606,0.452967,0.496995,5.50159,0.124991,0.0975615,0.100952,1.44977,5.94173e-05,, , 0.359444,0.409594,0.180924,11.9572,2.76674,5.50159,0.124991,0.232886,0.139859,0.0467762,0.0118781,0.0313899,0.125166,1.44977,5.94173e-05,13.8055
7,0.470085,0.471227,9.57548,0.218783,0.0296813,0.0300172,49.3609,0.000239982,0.385847,0.386989,0.0129858,0.201698,0.0163556,0.0166915,0.198186,2.27578e-05,, , 0.0100534,0.757676,0.00510665,12.0326,0.287429,0.0129858,0.201698,0.827824,0.0135394,0.0183357,0.00117207,0.107445,0.0520212,0.198186,2.27578e-05,49.0734
8,0.0286146,0.0287511,0.0180848,0.00104076,0.000539329,0.000545261,0.0602488,3.85049e-07,0.00197861,0.00211511,0.0021139,0.00101991,8.74759e-05,9.34077e-05,0.000229628,1.19883e-07,, , 0.00126,0.00218914,0.000644581,0.0803593,0.0212412,0.0021139,0.00101991,0.00101147,7.36357e-05,8.89254e-05,1.83225e-05,0.000321226,0.00074128,0.000229628,1.19883e-07,0.0599602
Total,37.955,30.1991,53.2709,0.502192,1.29852,1.24015,84.4097,0.003683,6.91735,7.00686,34.6991,0.475361,0.564758,0.56083,8.36587,0.000602535,, , 1.85305,11.0806,0.990543,66.3248,24.208,34.6991,0.475361,1.2825,0.721791,0.339823,0.0639744,0.186405,1.4432,8.36587,0.000602535,76.0265


TOPS/W,FPS,TOPS,Peak TOPS/W,Peak FPS,Peak TOPS,
2.12055,0.00820162,1.51255,19.429,0.0203672,3.75614
