Total Area(m^2), Total CIM (FW+AG) Area (m^2), Routing Area(m^2), ADC Area(m^2), Accumulation Area(m^2), Other Logic&Storage Area(m^2), Weight Gradient Area(m^2),
9.52136e-05,3.65072e-07,1.19663e-05,5.4022e-05,9.68277e-06,9.56223e-06,9.61522e-06


layer_number, latency_FW(s), latency_AG(s), latency_WG(s), latency_WU(s), energy_FW(J), energy_AG(J), energy_WG(J), energy_WU(J),Peak_latency_FW(s), Peak_latency_AG(s), Peak_latency_WG(s), Peak_latency_WU(s), Peak_energy_FW(J), Peak_energy_AG(J), Peak_energy_WG(J), Peak_energy_WU(J),, , ADC_latency(s), Accumulation_latency(s), Synaptic Array w/o ADC_latency(s), Buffer_latency(s), IC_latency(s), Weight_gradient_latency(s), Weight_update(s), DRAM_latency(s), ADC_energy(J), Accumulation_energy(J), Synaptic Array w/o ADC_energy(J), Buffer_energy(J), IC_energy(J), Weight_gradient_energy(J), Weight_update_energy(J), DRAM_energy(J)
1,7.96135,0,1.81752,0.00102654,0.0727657,0,0.111504,5.09208e-06,0.115898,0,1.23285,0.0010195,0.0183198,0,0.0876581,5.00259e-06,, , 0.0677959,0.00733546,0.0407669,6.87397,1.56697,1.23285,0.0010195,0.000987789,0.013487,0.00348139,0.00135132,0.00162304,0.0500789,0.0876581,5.00259e-06,0.0585562
2,15.125,15.1825,11.342,0.0103034,0.500708,0.504492,3.47522,0.000714334,3.68431,3.74181,9.61549,0.00998992,0.174882,0.178667,2.60677,4.41842e-05,, , 0.533501,6.59864,0.293982,15.1163,9.97854,9.61549,0.00998992,0.0155217,0.205453,0.129148,0.0189481,0.00853657,0.640836,2.60677,4.41842e-05,0.920125
3,4.20586,4.23096,7.27567,0.0218715,0.174152,0.175585,2.86639,0.000749074,0.891673,0.916778,6.4175,0.0212445,0.0705089,0.0719428,1.13686,9.17876e-05,, , 0.230646,1.44982,0.127988,5.23262,3.22802,6.4175,0.0212445,0.0293457,0.0923841,0.0417726,0.00829503,0.00755516,0.204585,1.13686,9.17876e-05,1.73961
4,6.1826,6.23927,7.76641,0.0431027,0.280312,0.284306,5.56199,0.00107779,1.10861,1.16528,6.41559,0.0418486,0.137802,0.141796,2.10397,0.000262062,, , 0.476148,1.54823,0.249511,8.74862,4.69842,6.41559,0.0418486,0.0584488,0.187083,0.0761984,0.0163163,0.0118465,0.284231,2.10397,0.000262062,3.46485
5,1.53147,1.55233,7.03724,0.082537,0.088159,0.0895895,7.66537,0.000866163,0.275771,0.296628,5.50142,0.0800289,0.0486031,0.0500335,0.751537,0.000403534,, , 0.173641,0.307138,0.0916197,6.2831,1.66068,5.50142,0.0800289,0.116473,0.0686142,0.024022,0.00600033,0.017688,0.0855392,0.751537,0.000403534,6.90454
6,2.44763,2.49166,8.4394,0.166091,0.15125,0.154422,15.3127,0.00106117,0.450903,0.494931,5.50203,0.161074,0.0972414,0.100414,1.4853,0.00094298,, , 0.355316,0.409594,0.180924,11.9572,2.76674,5.50203,0.161074,0.232886,0.138956,0.0467762,0.0119232,0.0313899,0.125166,1.4853,0.00094298,13.8055
7,0.470094,0.471237,9.57553,0.261019,0.0298466,0.0301706,49.3644,0.000247463,0.385857,0.386999,0.0130337,0.243935,0.0165209,0.0168449,0.201691,3.02389e-05,, , 0.0100725,0.757676,0.00510665,12.0326,0.287429,0.0130337,0.243935,0.827824,0.0138556,0.0183357,0.00117452,0.107445,0.0520212,0.201691,3.02389e-05,49.0734
8,0.0286167,0.0287532,0.0180908,0.000976646,0.000539374,0.000545283,0.0602488,3.78142e-07,0.00198072,0.00211722,0.00211994,0.000955791,8.7521e-05,9.34296e-05,0.000229629,1.12976e-07,, , 0.00126422,0.00218914,0.000644581,0.0803593,0.0212412,0.00211994,0.000955791,0.00101147,7.36978e-05,8.89254e-05,1.83273e-05,0.000321226,0.00074128,0.000229629,1.12976e-07,0.0599602
Total,37.9526,30.1967,53.2719,0.586928,1.29773,1.23911,84.4178,0.00472147,6.915,7.00455,34.7,0.560096,0.563965,0.559791,8.37402,0.0017799,, , 1.84838,11.0806,0.990543,66.3248,24.208,34.7,0.560096,1.2825,0.719906,0.339823,0.0640272,0.186405,1.4432,8.37402,0.0017799,76.0265


TOPS/W,FPS,TOPS,Peak TOPS/W,Peak FPS,Peak TOPS,
2.12037,0.00819617,1.51155,19.4137,0.0203336,3.74995
