Total Area(m^2), Total CIM (FW+AG) Area (m^2), Routing Area(m^2), ADC Area(m^2), Accumulation Area(m^2), Other Logic&Storage Area(m^2), Weight Gradient Area(m^2),
9.52136e-05,3.65072e-07,1.19663e-05,5.4022e-05,9.68277e-06,9.56223e-06,9.61522e-06


layer_number, latency_FW(s), latency_AG(s), latency_WG(s), latency_WU(s), energy_FW(J), energy_AG(J), energy_WG(J), energy_WU(J),Peak_latency_FW(s), Peak_latency_AG(s), Peak_latency_WG(s), Peak_latency_WU(s), Peak_energy_FW(J), Peak_energy_AG(J), Peak_energy_WG(J), Peak_energy_WU(J),, , ADC_latency(s), Accumulation_latency(s), Synaptic Array w/o ADC_latency(s), Buffer_latency(s), IC_latency(s), Weight_gradient_latency(s), Weight_update(s), DRAM_latency(s), ADC_energy(J), Accumulation_energy(J), Synaptic Array w/o ADC_energy(J), Buffer_energy(J), IC_energy(J), Weight_gradient_energy(J), Weight_update_energy(J), DRAM_energy(J)
1,7.96137,0,1.81752,0.00102654,0.0727703,0,0.111504,6.78216e-06,0.115921,0,1.23285,0.0010195,0.0183244,0,0.0876581,6.69267e-06,, , 0.0678188,0.00733546,0.0407669,6.87397,1.56697,1.23285,0.0010195,0.000987789,0.0134916,0.00348139,0.00135132,0.00162304,0.0500789,0.0876581,6.69267e-06,0.0585562
2,15.1251,15.1826,11.342,0.0109518,0.500657,0.504453,3.47522,0.00133395,3.68439,3.74189,9.61547,0.0106383,0.174831,0.178628,2.60677,8.29102e-05,, , 0.533663,6.59864,0.293982,15.1163,9.97854,9.61547,0.0106383,0.0155217,0.205365,0.129148,0.0189456,0.00853657,0.640836,2.60677,8.29102e-05,0.920125
3,4.20584,4.23095,7.2756,0.019752,0.174125,0.175574,2.86638,0.000312879,0.891656,0.916761,6.41743,0.019125,0.0704824,0.0719318,1.13685,3.72632e-05,, , 0.230613,1.44982,0.127988,5.23262,3.22802,6.41743,0.019125,0.0293457,0.0923498,0.0417726,0.00829182,0.00755516,0.204585,1.13685,3.72632e-05,1.73961
4,6.18341,6.24009,7.76627,0.0361622,0.280168,0.284231,5.56198,0.000148147,1.10942,1.16609,6.41545,0.0349081,0.137658,0.141721,2.10396,2.96499e-05,, , 0.477777,1.54823,0.249511,8.74862,4.69842,6.41545,0.0349081,0.0584488,0.186878,0.0761984,0.0163021,0.0118465,0.284231,2.10396,2.96499e-05,3.46485
5,1.53403,1.55489,7.03632,0.0743766,0.0886485,0.0903074,7.6476,0.00021714,0.278327,0.299183,5.5005,0.0718685,0.0490925,0.0507514,0.733766,7.90229e-05,, , 0.178752,0.307138,0.0916197,6.2831,1.66068,5.5005,0.0718685,0.116473,0.0698689,0.024022,0.00595308,0.017688,0.0855392,0.733766,7.90229e-05,6.90454
6,2.44848,2.49251,8.43872,0.132096,0.150778,0.15429,15.2594,0.000175484,0.451754,0.495782,5.50134,0.12708,0.0967694,0.100281,1.432,5.72955e-05,, , 0.357017,0.409594,0.180924,11.9572,2.76674,5.50134,0.12708,0.232886,0.138421,0.0467762,0.011853,0.0313899,0.125166,1.432,5.72955e-05,13.8055
7,0.470112,0.471254,9.57552,0.194706,0.0295139,0.0298391,49.3644,0.00023637,0.385874,0.387016,0.0130291,0.177622,0.0161882,0.0165133,0.201691,1.9146e-05,, , 0.0101078,0.757676,0.00510665,12.0326,0.287429,0.0130291,0.177622,0.827824,0.0131915,0.0183357,0.00117429,0.107445,0.0520212,0.201691,1.9146e-05,49.0734
8,0.0286173,0.0287538,0.0180579,0.00105792,0.000539298,0.000545334,0.0602466,3.99371e-07,0.00198133,0.00211783,0.00208699,0.00103707,8.74453e-05,9.34811e-05,0.000227485,1.34204e-07,, , 0.00126544,0.00218914,0.000644581,0.0803593,0.0212412,0.00208699,0.00103707,0.00101147,7.36999e-05,8.89254e-05,1.8301e-05,0.000321226,0.00074128,0.000227485,1.34204e-07,0.0599602
Total,37.957,30.201,53.27,0.47013,1.2972,1.23924,84.3467,0.00243115,6.91932,7.00885,34.6982,0.443298,0.563433,0.55992,8.30293,0.000312115,, , 1.85701,11.0806,0.990543,66.3248,24.208,34.6982,0.443298,1.2825,0.71964,0.339823,0.0638896,0.186405,1.4432,8.30293,0.000312115,76.0265


TOPS/W,FPS,TOPS,Peak TOPS/W,Peak FPS,Peak TOPS,
2.12217,0.00820357,1.51291,19.5639,0.0203792,3.75836
