Total Area(m^2), Total CIM (FW+AG) Area (m^2), Routing Area(m^2), ADC Area(m^2), Accumulation Area(m^2), Other Logic&Storage Area(m^2), Weight Gradient Area(m^2),
9.52136e-05,3.65072e-07,1.19663e-05,5.4022e-05,9.68277e-06,9.56223e-06,9.61522e-06


layer_number, latency_FW(s), latency_AG(s), latency_WG(s), latency_WU(s), energy_FW(J), energy_AG(J), energy_WG(J), energy_WU(J),Peak_latency_FW(s), Peak_latency_AG(s), Peak_latency_WG(s), Peak_latency_WU(s), Peak_energy_FW(J), Peak_energy_AG(J), Peak_energy_WG(J), Peak_energy_WU(J),, , ADC_latency(s), Accumulation_latency(s), Synaptic Array w/o ADC_latency(s), Buffer_latency(s), IC_latency(s), Weight_gradient_latency(s), Weight_update(s), DRAM_latency(s), ADC_energy(J), Accumulation_energy(J), Synaptic Array w/o ADC_energy(J), Buffer_energy(J), IC_energy(J), Weight_gradient_energy(J), Weight_update_energy(J), DRAM_energy(J)
1,7.9614,0,1.81752,0.00101404,0.0727749,0,0.111504,5.34592e-06,0.115949,0,1.23285,0.001007,0.018329,0,0.0876581,5.25642e-06,, , 0.0678467,0.00733546,0.0407669,6.87397,1.56697,1.23285,0.001007,0.000987789,0.0134963,0.00348139,0.00135132,0.00162304,0.0500789,0.0876581,5.25642e-06,0.0585562
2,15.1246,15.1821,11.3423,0.0110448,0.500809,0.50444,3.50292,0.000979463,3.68389,3.74139,9.6158,0.0107313,0.174983,0.178614,2.63447,6.07548e-05,, , 0.53266,6.59864,0.293982,15.1163,9.97854,9.6158,0.0107313,0.0155217,0.205469,0.129148,0.0189799,0.00853657,0.640836,2.63447,6.07548e-05,0.920125
3,4.206,4.2311,7.27572,0.0204563,0.174114,0.175535,2.86639,0.000634348,0.891811,0.916916,6.41755,0.0198293,0.0704719,0.0718924,1.13686,7.74468e-05,, , 0.230923,1.44982,0.127988,5.23262,3.22802,6.41755,0.0198293,0.0293457,0.0922939,0.0417726,0.00829779,0.00755516,0.204585,1.13686,7.74468e-05,1.73961
4,6.18247,6.23915,7.76633,0.0422782,0.280097,0.284129,5.56198,0.00126143,1.10848,1.16516,6.41551,0.0410242,0.137587,0.141619,2.10397,0.00030797,, , 0.475904,1.54823,0.249511,8.74862,4.69842,6.41551,0.0410242,0.0584488,0.186699,0.0761984,0.0163086,0.0118465,0.284231,2.10397,0.00030797,3.46485
5,1.53321,1.55407,7.03645,0.08436,0.0885965,0.0902228,7.64761,0.00123121,0.277511,0.298368,5.50063,0.0818519,0.0490405,0.0506668,0.73377,0.000586057,, , 0.177121,0.307138,0.0916197,6.2831,1.66068,5.50063,0.0818519,0.116473,0.0697255,0.024022,0.00595982,0.017688,0.0855392,0.73377,0.000586057,6.90454
6,2.44909,2.49312,8.43872,0.129978,0.151069,0.154579,15.2594,0.00016796,0.452366,0.496394,5.50135,0.124962,0.0970599,0.10057,1.432,4.97707e-05,, , 0.358242,0.409594,0.180924,11.9572,2.76674,5.50135,0.124962,0.232886,0.139,0.0467762,0.0118533,0.0313899,0.125166,1.432,4.97707e-05,13.8055
7,0.470082,0.471224,9.57552,0.170657,0.0294856,0.0298111,49.3644,0.000233461,0.385844,0.386986,0.0130279,0.153573,0.0161599,0.0164853,0.201691,1.62364e-05,, , 0.0100476,0.757676,0.00510665,12.0326,0.287429,0.0130279,0.153573,0.827824,0.0131353,0.0183357,0.00117422,0.107445,0.0520212,0.201691,1.62364e-05,49.0734
8,0.0286173,0.0287538,0.018082,0.000660091,0.000539319,0.000545262,0.0602488,3.4114e-07,0.00198132,0.00211782,0.00211115,0.000639236,8.74661e-05,9.34086e-05,0.000229628,7.59737e-08,, , 0.00126542,0.00218914,0.000644581,0.0803593,0.0212412,0.00211115,0.000639236,0.00101147,7.36289e-05,8.89254e-05,1.83203e-05,0.000321226,0.00074128,0.000229628,7.59737e-08,0.0599602
Total,37.9555,30.1995,53.2707,0.460449,1.29748,1.23926,84.3745,0.00451356,6.91783,7.00733,34.6988,0.433617,0.563718,0.559941,8.33064,0.00110357,, , 1.85401,11.0806,0.990543,66.3248,24.208,34.6988,0.433617,1.2825,0.719893,0.339823,0.0639432,0.186405,1.4432,8.33064,0.00110357,76.0265


TOPS/W,FPS,TOPS,Peak TOPS/W,Peak FPS,Peak TOPS,
2.12143,0.00820438,1.51306,19.5043,0.0203842,3.75928
