Total Area(m^2), Total CIM (FW+AG) Area (m^2), Routing Area(m^2), ADC Area(m^2), Accumulation Area(m^2), Other Logic&Storage Area(m^2), Weight Gradient Area(m^2),
9.52136e-05,3.65072e-07,1.19663e-05,5.4022e-05,9.68277e-06,9.56223e-06,9.61522e-06


layer_number, latency_FW(s), latency_AG(s), latency_WG(s), latency_WU(s), energy_FW(J), energy_AG(J), energy_WG(J), energy_WU(J),Peak_latency_FW(s), Peak_latency_AG(s), Peak_latency_WG(s), Peak_latency_WU(s), Peak_energy_FW(J), Peak_energy_AG(J), Peak_energy_WG(J), Peak_energy_WU(J),, , ADC_latency(s), Accumulation_latency(s), Synaptic Array w/o ADC_latency(s), Buffer_latency(s), IC_latency(s), Weight_gradient_latency(s), Weight_update(s), DRAM_latency(s), ADC_energy(J), Accumulation_energy(J), Synaptic Array w/o ADC_energy(J), Buffer_energy(J), IC_energy(J), Weight_gradient_energy(J), Weight_update_energy(J), DRAM_energy(J)
1,7.96137,0,1.81752,0.00102654,0.0727698,0,0.111504,6.79857e-06,0.11592,0,1.23285,0.0010195,0.0183238,0,0.0876581,6.70908e-06,, , 0.0678173,0.00733546,0.0407669,6.87397,1.56697,1.23285,0.0010195,0.000987789,0.0134911,0.00348139,0.00135132,0.00162304,0.0500789,0.0876581,6.70908e-06,0.0585562
2,15.1249,15.1824,11.3421,0.0110324,0.50081,0.504545,3.47523,4.97924e-05,3.68416,3.74166,9.61559,0.0107189,0.174984,0.178719,2.60678,2.65035e-06,, , 0.533198,6.59864,0.293982,15.1163,9.97854,9.61559,0.0107189,0.0155217,0.205597,0.129148,0.0189584,0.00853657,0.640836,2.60678,2.65035e-06,0.920125
3,4.2058,4.23091,7.27576,0.021475,0.174122,0.175534,2.87844,0.00133064,0.891615,0.916719,6.41759,0.0208479,0.0704799,0.0718912,1.14891,0.000164483,, , 0.230529,1.44982,0.127988,5.23262,3.22802,6.41759,0.0208479,0.0293457,0.0922988,0.0417726,0.00829969,0.00755516,0.204585,1.14891,0.000164483,1.73961
4,6.18195,6.23862,7.76648,0.042272,0.280551,0.284509,5.58612,0.00124818,1.10795,1.16463,6.41566,0.0410179,0.138041,0.141999,2.12811,0.000304658,, , 0.474846,1.54823,0.249511,8.74862,4.69842,6.41566,0.0410179,0.0584488,0.187518,0.0761984,0.0163239,0.0118465,0.284231,2.12811,0.000304658,3.46485
5,1.53379,1.55464,7.03633,0.0865085,0.0886907,0.0903466,7.6476,0.00109478,0.278084,0.298941,5.50051,0.0840004,0.0491347,0.0507906,0.733767,0.000517843,, , 0.178267,0.307138,0.0916197,6.2831,1.66068,5.50051,0.0840004,0.116473,0.0699496,0.024022,0.0059537,0.017688,0.0855392,0.733767,0.000517843,6.90454
6,2.44916,2.49318,8.43884,0.170639,0.151022,0.154472,15.2771,0.00136431,0.452427,0.496455,5.50147,0.165623,0.0970127,0.100463,1.44977,0.00124612,, , 0.358364,0.409594,0.180924,11.9572,2.76674,5.50147,0.165623,0.232886,0.138834,0.0467762,0.0118656,0.0313899,0.125166,1.44977,0.00124612,13.8055
7,0.470096,0.471238,9.57551,0.188503,0.0296001,0.0299298,49.3627,0.000235408,0.385858,0.387,0.0130109,0.171418,0.0162744,0.0166041,0.199939,1.81832e-05,, , 0.0100756,0.757676,0.00510665,12.0326,0.287429,0.0130109,0.171418,0.827824,0.0133695,0.0183357,0.00117335,0.107445,0.0520212,0.199939,1.81832e-05,49.0734
8,0.0286174,0.0287539,0.0181172,0.000793204,0.00053941,0.000545217,0.0602509,3.58824e-07,0.00198135,0.00211786,0.00214629,0.000772349,8.75567e-05,9.33635e-05,0.000231772,9.3657e-08,, , 0.00126549,0.00218914,0.000644581,0.0803593,0.0212412,0.00214629,0.000772349,0.00101147,7.36464e-05,8.89254e-05,1.83484e-05,0.000321226,0.00074128,0.000231772,9.3657e-08,0.0599602
Total,37.9556,30.1997,53.2707,0.52225,1.29811,1.23988,84.399,0.00533026,6.918,7.00752,34.6988,0.495419,0.564338,0.560561,8.35516,0.00226074,, , 1.85436,11.0806,0.990543,66.3248,24.208,34.6988,0.495419,1.2825,0.721132,0.339823,0.0639443,0.186405,1.4432,8.35516,0.00226074,76.0265


TOPS/W,FPS,TOPS,Peak TOPS/W,Peak FPS,Peak TOPS,
2.12078,0.0082002,1.51229,19.449,0.0203584,3.75452
