Total Area(m^2), Total CIM (FW+AG) Area (m^2), Routing Area(m^2), ADC Area(m^2), Accumulation Area(m^2), Other Logic&Storage Area(m^2), Weight Gradient Area(m^2),
9.52136e-05,3.65072e-07,1.19663e-05,5.4022e-05,9.68277e-06,9.56223e-06,9.61522e-06


layer_number, latency_FW(s), latency_AG(s), latency_WG(s), latency_WU(s), energy_FW(J), energy_AG(J), energy_WG(J), energy_WU(J),Peak_latency_FW(s), Peak_latency_AG(s), Peak_latency_WG(s), Peak_latency_WU(s), Peak_energy_FW(J), Peak_energy_AG(J), Peak_energy_WG(J), Peak_energy_WU(J),, , ADC_latency(s), Accumulation_latency(s), Synaptic Array w/o ADC_latency(s), Buffer_latency(s), IC_latency(s), Weight_gradient_latency(s), Weight_update(s), DRAM_latency(s), ADC_energy(J), Accumulation_energy(J), Synaptic Array w/o ADC_energy(J), Buffer_energy(J), IC_energy(J), Weight_gradient_energy(J), Weight_update_energy(J), DRAM_energy(J)
1,7.96141,0,1.81752,0.00102654,0.0727771,0,0.111504,6.45759e-06,0.115959,0,1.23285,0.0010195,0.0183312,0,0.0876581,6.3681e-06,, , 0.0678562,0.00733546,0.0407669,6.87397,1.56697,1.23285,0.0010195,0.000987789,0.0134985,0.00348139,0.00135132,0.00162304,0.0500789,0.0876581,6.3681e-06,0.0585562
2,15.1251,15.1826,11.3422,0.0109266,0.501128,0.50483,3.50291,0.00135053,3.68439,3.7419,9.61566,0.0106131,0.175302,0.179004,2.63446,8.39465e-05,, , 0.533676,6.59864,0.293982,15.1163,9.97854,9.61566,0.0106131,0.0155217,0.206193,0.129148,0.0189654,0.00853657,0.640836,2.63446,8.39465e-05,0.920125
3,4.20646,4.23157,7.27556,0.0216026,0.174076,0.175535,2.86638,0.00176941,0.892279,0.917383,6.41739,0.0209756,0.0704333,0.0718929,1.13685,0.000219329,, , 0.231857,1.44982,0.127988,5.23262,3.22802,6.41739,0.0209756,0.0293457,0.0922639,0.0417726,0.00828971,0.00755516,0.204585,1.13685,0.000219329,1.73961
4,6.18401,6.24068,7.76641,0.0427403,0.280546,0.284538,5.56199,0.00141332,1.11002,1.16669,6.41559,0.0414863,0.138036,0.142028,2.10397,0.000345944,, , 0.478972,1.54823,0.249511,8.74862,4.69842,6.41559,0.0414863,0.0584488,0.187548,0.0761984,0.0163169,0.0118465,0.284231,2.10397,0.000345944,3.46485
5,1.53359,1.55445,7.03625,0.0866404,0.0887249,0.0903994,7.63872,0.0012124,0.277886,0.298743,5.50043,0.0841323,0.049169,0.0508435,0.724887,0.000576654,, , 0.177871,0.307138,0.0916197,6.2831,1.66068,5.50043,0.0841323,0.116473,0.0700406,0.024022,0.00594985,0.017688,0.0855392,0.724887,0.000576654,6.90454
6,2.44892,2.49295,8.4388,0.164236,0.150988,0.154458,15.2771,0.000809992,0.452194,0.496222,5.50143,0.15922,0.0969789,0.100449,1.44976,0.000691803,, , 0.357898,0.409594,0.180924,11.9572,2.76674,5.50143,0.15922,0.232886,0.13879,0.0467762,0.0118616,0.0313899,0.125166,1.44976,0.000691803,13.8055
7,0.470118,0.47126,9.5755,0.179769,0.0295448,0.0298754,49.3627,0.00023442,0.38588,0.387022,0.0130071,0.162685,0.0162191,0.0165497,0.199939,1.71952e-05,, , 0.010119,0.757676,0.00510665,12.0326,0.287429,0.0130071,0.162685,0.827824,0.0132599,0.0183357,0.00117316,0.107445,0.0520212,0.199939,1.71952e-05,49.0734
8,0.0286168,0.0287533,0.0180875,0.000661818,0.000539355,0.000545276,0.0602488,3.38746e-07,0.00198082,0.00211733,0.00211664,0.000640963,8.75014e-05,9.34227e-05,0.000229629,7.35794e-08,, , 0.00126443,0.00218914,0.000644581,0.0803593,0.0212412,0.00211664,0.000640963,0.00101147,7.3674e-05,8.89254e-05,1.83247e-05,0.000321226,0.00074128,0.000229629,7.35794e-08,0.0599602
Total,37.9582,30.2023,53.2703,0.507603,1.29832,1.24018,84.3816,0.00679688,6.92059,7.01008,34.6985,0.480772,0.564557,0.56086,8.33776,0.00194131,, , 1.85951,11.0806,0.990543,66.3248,24.208,34.6985,0.480772,1.2825,0.721667,0.339823,0.0639262,0.186405,1.4432,8.33776,0.00194131,76.0265


TOPS/W,FPS,TOPS,Peak TOPS/W,Peak FPS,Peak TOPS,
2.12116,0.00820086,1.51241,19.4843,0.0203625,3.75528
