Total Area(m^2), Total CIM (FW+AG) Area (m^2), Routing Area(m^2), ADC Area(m^2), Accumulation Area(m^2), Other Logic&Storage Area(m^2), Weight Gradient Area(m^2),
9.52136e-05,3.65072e-07,1.19663e-05,5.4022e-05,9.68277e-06,9.56223e-06,9.61522e-06


layer_number, latency_FW(s), latency_AG(s), latency_WG(s), latency_WU(s), energy_FW(J), energy_AG(J), energy_WG(J), energy_WU(J),Peak_latency_FW(s), Peak_latency_AG(s), Peak_latency_WG(s), Peak_latency_WU(s), Peak_energy_FW(J), Peak_energy_AG(J), Peak_energy_WG(J), Peak_energy_WU(J),, , ADC_latency(s), Accumulation_latency(s), Synaptic Array w/o ADC_latency(s), Buffer_latency(s), IC_latency(s), Weight_gradient_latency(s), Weight_update(s), DRAM_latency(s), ADC_energy(J), Accumulation_energy(J), Synaptic Array w/o ADC_energy(J), Buffer_energy(J), IC_energy(J), Weight_gradient_energy(J), Weight_update_energy(J), DRAM_energy(J)
1,7.96137,0,1.81752,0.00102654,0.0727709,0,0.111504,5.77246e-06,0.115926,0,1.23285,0.0010195,0.018325,0,0.0876581,5.68297e-06,, , 0.0678238,0.00733546,0.0407669,6.87397,1.56697,1.23285,0.0010195,0.000987789,0.0134923,0.00348139,0.00135132,0.00162304,0.0500789,0.0876581,5.68297e-06,0.0585562
2,15.1251,15.1826,11.3422,0.0106431,0.500772,0.504465,3.50291,0.00101936,3.68434,3.74185,9.61568,0.0103296,0.174946,0.17864,2.63446,6.32481e-05,, , 0.533576,6.59864,0.293982,15.1163,9.97854,9.61568,0.0103296,0.0155217,0.205471,0.129148,0.018967,0.00853657,0.640836,2.63446,6.32481e-05,0.920125
3,4.20549,4.23059,7.2758,0.0220241,0.174136,0.175537,2.87844,5.56003e-05,0.891304,0.916408,6.41763,0.0213971,0.0704934,0.0718948,1.14891,5.10333e-06,, , 0.229908,1.44982,0.127988,5.23262,3.22802,6.41763,0.0213971,0.0293457,0.0923139,0.0417726,0.00830173,0.00755516,0.204585,1.14891,5.10333e-06,1.73961
4,6.18293,6.23961,7.76623,0.0431361,0.280256,0.284337,5.56198,0.00116449,1.10894,1.16562,6.41541,0.041882,0.137745,0.141827,2.10396,0.000283736,, , 0.47682,1.54823,0.249511,8.74862,4.69842,6.41541,0.041882,0.0584488,0.187076,0.0761984,0.0162984,0.0118465,0.284231,2.10396,0.000283736,3.46485
5,1.53155,1.55241,7.03698,0.0798979,0.0882513,0.0897461,7.66537,0.000453029,0.275846,0.296703,5.50116,0.0773898,0.0486954,0.0501902,0.75153,0.000196968,, , 0.173791,0.307138,0.0916197,6.2831,1.66068,5.50116,0.0773898,0.116473,0.0688765,0.024022,0.00598702,0.017688,0.0855392,0.75153,0.000196968,6.90454
6,2.44815,2.49218,8.439,0.16276,0.15133,0.154702,15.2772,0.000786599,0.451426,0.495454,5.50163,0.157744,0.0973207,0.100693,1.44977,0.00066841,, , 0.356361,0.409594,0.180924,11.9572,2.76674,5.50163,0.157744,0.232886,0.139356,0.0467762,0.0118817,0.0313899,0.125166,1.44977,0.00066841,13.8055
7,0.47006,0.471203,9.5755,0.299119,0.0296075,0.0299384,49.3627,0.000255062,0.385823,0.386965,0.0130059,0.282034,0.0162818,0.0166127,0.199939,3.78371e-05,, , 0.0100046,0.757676,0.00510665,12.0326,0.287429,0.0130059,0.282034,0.827824,0.0133858,0.0183357,0.0011731,0.107445,0.0520212,0.199939,3.78371e-05,49.0734
8,0.0286144,0.0287509,0.0180463,0.00076682,0.00053926,0.000545341,0.0602466,3.52152e-07,0.00197836,0.00211486,0.00207546,0.000745965,8.74073e-05,9.34877e-05,0.000227484,8.69852e-08,, , 0.00125951,0.00218914,0.000644581,0.0803593,0.0212412,0.00207546,0.000745965,0.00101147,7.36778e-05,8.89254e-05,1.82918e-05,0.000321226,0.00074128,0.000227484,8.69852e-08,0.0599602
Total,37.9532,30.1973,53.2713,0.619374,1.29766,1.23927,84.4203,0.00374026,6.91559,7.00511,34.6994,0.592542,0.563895,0.559951,8.37647,0.00126107,, , 1.84954,11.0806,0.990543,66.3248,24.208,34.6994,0.592542,1.2825,0.720045,0.339823,0.0639786,0.186405,1.4432,8.37647,0.00126107,76.0265


TOPS/W,FPS,TOPS,Peak TOPS/W,Peak FPS,Peak TOPS,
2.12033,0.00819395,1.51114,19.4096,0.02032,3.74744
