Total Area(m^2), Total CIM (FW+AG) Area (m^2), Routing Area(m^2), ADC Area(m^2), Accumulation Area(m^2), Other Logic&Storage Area(m^2), Weight Gradient Area(m^2),
9.52136e-05,3.65072e-07,1.19663e-05,5.4022e-05,9.68277e-06,9.56223e-06,9.61522e-06


layer_number, latency_FW(s), latency_AG(s), latency_WG(s), latency_WU(s), energy_FW(J), energy_AG(J), energy_WG(J), energy_WU(J),Peak_latency_FW(s), Peak_latency_AG(s), Peak_latency_WG(s), Peak_latency_WU(s), Peak_energy_FW(J), Peak_energy_AG(J), Peak_energy_WG(J), Peak_energy_WU(J),, , ADC_latency(s), Accumulation_latency(s), Synaptic Array w/o ADC_latency(s), Buffer_latency(s), IC_latency(s), Weight_gradient_latency(s), Weight_update(s), DRAM_latency(s), ADC_energy(J), Accumulation_energy(J), Synaptic Array w/o ADC_energy(J), Buffer_energy(J), IC_energy(J), Weight_gradient_energy(J), Weight_update_energy(J), DRAM_energy(J)
1,7.96157,0,1.81752,0.000814038,0.0728099,0,0.111504,1.01346e-05,0.116119,0,1.23285,0.000806999,0.018364,0,0.0876581,1.00451e-05,, , 0.0680166,0.00733546,0.0407669,6.87397,1.56697,1.23285,0.000806999,0.000987789,0.0135312,0.00348139,0.00135132,0.00162304,0.0500789,0.0876581,1.00451e-05,0.0585562
2,15.1257,15.1832,11.3423,0.00187608,0.502834,0.506476,3.50292,1.00953e-05,3.68501,3.74252,9.61578,0.00156257,0.177009,0.18065,2.63447,1.6928e-07,, , 0.534915,6.59864,0.293982,15.1163,9.97854,9.61578,0.00156257,0.0155217,0.209533,0.129148,0.0189778,0.00853657,0.640836,2.63447,1.6928e-07,0.920125
3,4.20455,4.22965,7.27772,0.00347001,0.174471,0.175396,2.95081,1.72619e-05,0.890364,0.915468,6.41956,0.00284299,0.0708285,0.0717535,1.22128,3.11041e-07,, , 0.228027,1.44982,0.127988,5.23262,3.22802,6.41956,0.00284299,0.0293457,0.0924091,0.0417726,0.00840028,0.00755516,0.204585,1.22128,3.11041e-07,1.73961
4,6.17877,6.23545,7.76755,0.00712721,0.280327,0.283758,5.65857,3.20167e-05,1.10478,1.16146,6.41673,0.00587316,0.137817,0.141248,2.20056,6.17363e-07,, , 0.468504,1.54823,0.249511,8.74862,4.69842,6.41673,0.00587316,0.0584488,0.186434,0.0761984,0.016433,0.0118465,0.284231,2.20056,6.17363e-07,3.46485
5,1.53125,1.55211,7.03718,0.00894337,0.0881962,0.0896412,7.66537,6.05533e-05,0.275549,0.296406,5.50136,0.00643526,0.0486403,0.0500852,0.751535,7.29422e-07,, , 0.173197,0.307138,0.0916197,6.2831,1.66068,5.50136,0.00643526,0.116473,0.0687061,0.024022,0.00599734,0.017688,0.0855392,0.751535,7.29422e-07,6.90454
6,2.4467,2.49073,8.43946,0.0257266,0.151255,0.154397,15.3127,0.000120411,0.44997,0.493998,5.50209,0.0207104,0.097246,0.100388,1.4853,2.22202e-06,, , 0.35345,0.409594,0.180924,11.9572,2.76674,5.50209,0.0207104,0.232886,0.138929,0.0467762,0.0119293,0.0313899,0.125166,1.4853,2.22202e-06,13.8055
7,0.470067,0.471209,9.57567,0.0281889,0.0297506,0.0300407,49.3714,0.000219058,0.385829,0.386971,0.0131707,0.0111044,0.0164248,0.016715,0.208699,1.83322e-06,, , 0.0100175,0.757676,0.00510665,12.0326,0.287429,0.0131707,0.0111044,0.827824,0.0136227,0.0183357,0.00118152,0.107445,0.0520212,0.208699,1.83322e-06,49.0734
8,0.0286213,0.0287578,0.0180798,6.53657e-05,0.000539404,0.000545355,0.0602488,2.79366e-07,0.00198528,0.00212179,0.00210896,4.45105e-05,8.75508e-05,9.35017e-05,0.000229628,1.41997e-08,, , 0.00127335,0.00218914,0.000644581,0.0803593,0.0212412,0.00210896,4.45105e-05,0.00101147,7.38085e-05,8.89254e-05,1.83186e-05,0.000321226,0.00074128,0.000229628,1.41997e-08,0.0599602
Total,37.9473,30.1911,53.2755,0.0762117,1.30018,1.24025,84.6335,0.00046981,6.90961,6.99894,34.7037,0.0493803,0.566417,0.560933,8.58973,1.59416e-05,, , 1.8374,11.0806,0.990543,66.3248,24.208,34.7037,0.0493803,1.2825,0.723238,0.339823,0.0642889,0.186405,1.4432,8.58973,1.59416e-05,76.0265


TOPS/W,FPS,TOPS,Peak TOPS/W,Peak FPS,Peak TOPS,
2.11514,0.00823112,1.51799,18.9791,0.0205501,3.78988
