Total Area(m^2), Total CIM (FW+AG) Area (m^2), Routing Area(m^2), ADC Area(m^2), Accumulation Area(m^2), Other Logic&Storage Area(m^2), Weight Gradient Area(m^2),
9.52136e-05,3.65072e-07,1.19663e-05,5.4022e-05,9.68277e-06,9.56223e-06,9.61522e-06


layer_number, latency_FW(s), latency_AG(s), latency_WG(s), latency_WU(s), energy_FW(J), energy_AG(J), energy_WG(J), energy_WU(J),Peak_latency_FW(s), Peak_latency_AG(s), Peak_latency_WG(s), Peak_latency_WU(s), Peak_energy_FW(J), Peak_energy_AG(J), Peak_energy_WG(J), Peak_energy_WU(J),, , ADC_latency(s), Accumulation_latency(s), Synaptic Array w/o ADC_latency(s), Buffer_latency(s), IC_latency(s), Weight_gradient_latency(s), Weight_update(s), DRAM_latency(s), ADC_energy(J), Accumulation_energy(J), Synaptic Array w/o ADC_energy(J), Buffer_energy(J), IC_energy(J), Weight_gradient_energy(J), Weight_update_energy(J), DRAM_energy(J)
1,7.96138,0,1.81752,0.00102654,0.0727719,0,0.111504,5.77967e-06,0.115933,0,1.23285,0.0010195,0.018326,0,0.0876581,5.69017e-06,, , 0.0678304,0.00733546,0.0407669,6.87397,1.56697,1.23285,0.0010195,0.000987789,0.0134933,0.00348139,0.00135132,0.00162304,0.0500789,0.0876581,5.69017e-06,0.0585562
2,15.126,15.1835,11.3422,0.0109044,0.500717,0.504432,3.50291,0.00101559,3.6853,3.74281,9.61563,0.0105909,0.174891,0.178606,2.63446,6.30124e-05,, , 0.535496,6.59864,0.293982,15.1163,9.97854,9.61563,0.0105909,0.0155217,0.205387,0.129148,0.0189626,0.00853657,0.640836,2.63446,6.30124e-05,0.920125
3,4.20585,4.23096,7.27541,0.021316,0.174071,0.175569,2.86638,0.00108235,0.891668,0.916773,6.41724,0.020689,0.0704288,0.0719267,1.13685,0.000133447,, , 0.230636,1.44982,0.127988,5.23262,3.22802,6.41724,0.020689,0.0293457,0.0923012,0.0417726,0.00828178,0.00755516,0.204585,1.13685,0.000133447,1.73961
4,6.18265,6.23932,7.76638,0.0423105,0.280467,0.284477,5.56199,0.0012874,1.10866,1.16533,6.41556,0.0410565,0.137957,0.141967,2.10397,0.000314463,, , 0.476251,1.54823,0.249511,8.74862,4.69842,6.41556,0.0410565,0.0584488,0.187412,0.0761984,0.0163132,0.0118465,0.284231,2.10397,0.000314463,3.46485
5,1.53327,1.55412,7.03643,0.0845701,0.0886374,0.0902695,7.64761,0.00122221,0.277562,0.298419,5.5006,0.082062,0.0490815,0.0507135,0.733769,0.000581559,, , 0.177223,0.307138,0.0916197,6.2831,1.66068,5.5006,0.082062,0.116473,0.0698143,0.024022,0.00595864,0.017688,0.0855392,0.733769,0.000581559,6.90454
6,2.44845,2.49248,8.43906,0.16392,0.151244,0.154584,15.2949,0.000844409,0.45172,0.495748,5.50169,0.158904,0.0972348,0.100576,1.46753,0.000726221,, , 0.356949,0.409594,0.180924,11.9572,2.76674,5.50169,0.158904,0.232886,0.139146,0.0467762,0.0118883,0.0313899,0.125166,1.46753,0.000726221,13.8055
7,0.470131,0.471273,9.57552,0.192655,0.0296494,0.0299766,49.3627,0.000236283,0.385894,0.387036,0.013021,0.17557,0.0163237,0.0166509,0.199939,1.90589e-05,, , 0.0101462,0.757676,0.00510665,12.0326,0.287429,0.013021,0.17557,0.827824,0.0134651,0.0183357,0.00117387,0.107445,0.0520212,0.199939,1.90589e-05,49.0734
8,0.0286176,0.0287541,0.0180837,0.000824577,0.000539326,0.000545262,0.0602488,3.64455e-07,0.00198161,0.00211811,0.0021128,0.000803722,8.7473e-05,9.34091e-05,0.000229628,9.92881e-08,, , 0.001266,0.00218914,0.000644581,0.0803593,0.0212412,0.0021128,0.000803722,0.00101147,7.36351e-05,8.89254e-05,1.83216e-05,0.000321226,0.00074128,0.000229628,9.92881e-08,0.0599602
Total,37.9564,30.2004,53.2706,0.517527,1.2981,1.23985,84.4082,0.00569438,6.91872,7.00823,34.6987,0.490696,0.564331,0.560533,8.3644,0.00184355,, , 1.8558,11.0806,0.990543,66.3248,24.208,34.6987,0.490696,1.2825,0.721093,0.339823,0.063948,0.186405,1.4432,8.3644,0.00184355,76.0265


TOPS/W,FPS,TOPS,Peak TOPS/W,Peak FPS,Peak TOPS,
2.12055,0.00820043,1.51233,19.431,0.0203598,3.75478
