Total Area(m^2), Total CIM (FW+AG) Area (m^2), Routing Area(m^2), ADC Area(m^2), Accumulation Area(m^2), Other Logic&Storage Area(m^2), Weight Gradient Area(m^2),
9.52136e-05,3.65072e-07,1.19663e-05,5.4022e-05,9.68277e-06,9.56223e-06,9.61522e-06


layer_number, latency_FW(s), latency_AG(s), latency_WG(s), latency_WU(s), energy_FW(J), energy_AG(J), energy_WG(J), energy_WU(J),Peak_latency_FW(s), Peak_latency_AG(s), Peak_latency_WG(s), Peak_latency_WU(s), Peak_energy_FW(J), Peak_energy_AG(J), Peak_energy_WG(J), Peak_energy_WU(J),, , ADC_latency(s), Accumulation_latency(s), Synaptic Array w/o ADC_latency(s), Buffer_latency(s), IC_latency(s), Weight_gradient_latency(s), Weight_update(s), DRAM_latency(s), ADC_energy(J), Accumulation_energy(J), Synaptic Array w/o ADC_energy(J), Buffer_energy(J), IC_energy(J), Weight_gradient_energy(J), Weight_update_energy(J), DRAM_energy(J)
1,7.96153,0,1.81752,0.00070076,0.0728032,0,0.111504,5.6062e-06,0.116086,0,1.23285,0.000693721,0.0183573,0,0.0876581,5.51671e-06,, , 0.0679835,0.00733546,0.0407669,6.87397,1.56697,1.23285,0.000693721,0.000987789,0.0135246,0.00348139,0.00135132,0.00162304,0.0500789,0.0876581,5.51671e-06,0.0585562
2,15.1253,15.1828,11.3423,0.00323415,0.502535,0.506188,3.50292,1.27545e-05,3.68458,3.74208,9.61576,0.00292063,0.176709,0.180363,2.63447,3.35483e-07,, , 0.53404,6.59864,0.293982,15.1163,9.97854,9.61576,0.00292063,0.0155217,0.208949,0.129148,0.0189753,0.00853657,0.640836,2.63447,3.35483e-07,0.920125
3,4.20465,4.22976,7.27769,0.00412045,0.174466,0.175399,2.95081,1.76907e-05,0.890465,0.91557,6.41952,0.00349342,0.0708235,0.0717563,1.22127,3.6464e-07,, , 0.228231,1.44982,0.127988,5.23262,3.22802,6.41952,0.00349342,0.0293457,0.0924086,0.0417726,0.00839864,0.00755516,0.204585,1.22127,3.6464e-07,1.73961
4,6.17913,6.23581,7.76738,0.0062603,0.280314,0.283826,5.65856,3.16812e-05,1.10514,1.16182,6.41656,0.00500625,0.137803,0.141316,2.20054,5.33489e-07,, , 0.46922,1.54823,0.249511,8.74862,4.69842,6.41656,0.00500625,0.0584488,0.186505,0.0761984,0.016416,0.0118465,0.284231,2.20054,5.33489e-07,3.46485
5,1.53102,1.55187,7.03713,0.0283892,0.0882131,0.0896706,7.66537,6.49562e-05,0.275312,0.296168,5.50131,0.0258811,0.0486572,0.0501146,0.751534,2.93085e-06,, , 0.172722,0.307138,0.0916197,6.2831,1.66068,5.50131,0.0258811,0.116473,0.068755,0.024022,0.00599476,0.017688,0.0855392,0.751534,2.93085e-06,6.90454
6,2.44708,2.49111,8.4394,0.0472527,0.151257,0.154428,15.3127,0.000122798,0.450352,0.49438,5.50203,0.0422365,0.0972478,0.100419,1.4853,4.60878e-06,, , 0.354213,0.409594,0.180924,11.9572,2.76674,5.50203,0.0422365,0.232886,0.138967,0.0467762,0.0119233,0.0313899,0.125166,1.4853,4.60878e-06,13.8055
7,0.470086,0.471228,9.57564,0.020733,0.0297687,0.0300656,49.3697,0.000218235,0.385848,0.38699,0.0131436,0.00364849,0.016443,0.0167399,0.206947,1.01095e-06,, , 0.0100551,0.757676,0.00510665,12.0326,0.287429,0.0131436,0.00364849,0.827824,0.0136671,0.0183357,0.00118014,0.107445,0.0520212,0.206947,1.01095e-06,49.0734
8,0.0286246,0.0287611,0.0180776,5.27375e-05,0.000539379,0.000545338,0.0602488,2.77098e-07,0.0019886,0.00212511,0.00210676,3.18824e-05,8.75256e-05,9.3485e-05,0.000229628,1.1931e-08,, , 0.00127999,0.00218914,0.000644581,0.0803593,0.0212412,0.00210676,3.18824e-05,0.00101147,7.37684e-05,8.89254e-05,1.83168e-05,0.000321226,0.00074128,0.000229628,1.1931e-08,0.0599602
Total,37.9474,30.1913,53.2751,0.110743,1.2999,1.24012,84.6318,0.000473999,6.90977,6.99913,34.7033,0.083912,0.566129,0.560802,8.58796,1.53128e-05,, , 1.83775,11.0806,0.990543,66.3248,24.208,34.7033,0.083912,1.2825,0.72285,0.339823,0.0642578,0.186405,1.4432,8.58796,1.53128e-05,76.0265


TOPS/W,FPS,TOPS,Peak TOPS/W,Peak FPS,Peak TOPS,
2.11519,0.00822878,1.51756,18.9833,0.0205355,3.78719
