Total Area(m^2), Total CIM (FW+AG) Area (m^2), Routing Area(m^2), ADC Area(m^2), Accumulation Area(m^2), Other Logic&Storage Area(m^2), Weight Gradient Area(m^2),
9.52136e-05,3.65072e-07,1.19663e-05,5.4022e-05,9.68277e-06,9.56223e-06,9.61522e-06


layer_number, latency_FW(s), latency_AG(s), latency_WG(s), latency_WU(s), energy_FW(J), energy_AG(J), energy_WG(J), energy_WU(J),Peak_latency_FW(s), Peak_latency_AG(s), Peak_latency_WG(s), Peak_latency_WU(s), Peak_energy_FW(J), Peak_energy_AG(J), Peak_energy_WG(J), Peak_energy_WU(J),, , ADC_latency(s), Accumulation_latency(s), Synaptic Array w/o ADC_latency(s), Buffer_latency(s), IC_latency(s), Weight_gradient_latency(s), Weight_update(s), DRAM_latency(s), ADC_energy(J), Accumulation_energy(J), Synaptic Array w/o ADC_energy(J), Buffer_energy(J), IC_energy(J), Weight_gradient_energy(J), Weight_update_energy(J), DRAM_energy(J)
1,7.96137,0,1.81752,0.00103904,0.0727706,0,0.111504,8.31263e-06,0.115923,0,1.23285,0.001032,0.0183247,0,0.0876581,8.22313e-06,, , 0.0678211,0.00733546,0.0407669,6.87397,1.56697,1.23285,0.001032,0.000987789,0.013492,0.00348139,0.00135132,0.00162304,0.0500789,0.0876581,8.22313e-06,0.0585562
2,15.1253,15.1828,11.3419,0.0110824,0.500682,0.504503,3.47521,4.65156e-05,3.6846,3.74211,9.61542,0.0107689,0.174856,0.178678,2.60677,2.44555e-06,, , 0.534096,6.59864,0.293982,15.1163,9.97854,9.61542,0.0107689,0.0155217,0.205445,0.129148,0.0189405,0.00853657,0.640836,2.60677,2.44555e-06,0.920125
3,4.20582,4.23092,7.27581,0.0220415,0.174182,0.175581,2.87845,0.000601599,0.891632,0.916737,6.41764,0.0214144,0.0705396,0.0719388,1.14891,7.33532e-05,, , 0.230564,1.44982,0.127988,5.23262,3.22802,6.41764,0.0214144,0.0293457,0.0924036,0.0417726,0.0083022,0.00755516,0.204585,1.14891,7.33532e-05,1.73961
4,6.18259,6.23927,7.76653,0.0380806,0.280433,0.284364,5.58613,0.000240989,1.1086,1.16528,6.41572,0.0368265,0.137923,0.141854,2.12811,5.28604e-05,, , 0.47614,1.54823,0.249511,8.74862,4.69842,6.41572,0.0368265,0.0584488,0.187249,0.0761984,0.0163295,0.0118465,0.284231,2.12811,5.28604e-05,3.46485
5,1.53289,1.55375,7.03654,0.0842286,0.0885739,0.0901773,7.64761,0.00114867,0.277188,0.298044,5.50072,0.0817204,0.0490179,0.0506213,0.733772,0.00054479,, , 0.176474,0.307138,0.0916197,6.2831,1.66068,5.50072,0.0817204,0.116473,0.0696527,0.024022,0.00596457,0.017688,0.0855392,0.733772,0.00054479,6.90454
6,2.44966,2.49368,8.43875,0.115734,0.151565,0.15506,15.2771,0.000149418,0.452927,0.496955,5.50138,0.110718,0.097556,0.101051,1.44976,3.12286e-05,, , 0.359364,0.409594,0.180924,11.9572,2.76674,5.50138,0.110718,0.232886,0.139975,0.0467762,0.0118563,0.0313899,0.125166,1.44976,3.12286e-05,13.8055
7,0.470158,0.4713,9.57551,0.198152,0.0295628,0.0298925,49.3627,0.000237208,0.38592,0.387062,0.0130107,0.181067,0.0162371,0.0165668,0.199939,1.99835e-05,, , 0.0101987,0.757676,0.00510665,12.0326,0.287429,0.0130107,0.181067,0.827824,0.0132948,0.0183357,0.00117334,0.107445,0.0520212,0.199939,1.99835e-05,49.0734
8,0.028622,0.0287585,0.018048,0.00077466,0.000539281,0.000545355,0.0602466,3.47044e-07,0.00198596,0.00212247,0.00207711,0.000753804,8.74283e-05,9.35022e-05,0.000227484,8.18775e-08,, , 0.00127471,0.00218914,0.000644581,0.0803593,0.0212412,0.00207711,0.000753804,0.00101147,7.3712e-05,8.89254e-05,1.82931e-05,0.000321226,0.00074128,0.000227484,8.18775e-08,0.0599602
Total,37.9564,30.2005,53.2707,0.471132,1.29831,1.24012,84.399,0.00243306,6.91878,7.00831,34.6988,0.444301,0.564542,0.560803,8.35515,0.000732966,, , 1.85593,11.0806,0.990543,66.3248,24.208,34.6988,0.444301,1.2825,0.721586,0.339823,0.0639361,0.186405,1.4432,8.35515,0.000732966,76.0265


TOPS/W,FPS,TOPS,Peak TOPS/W,Peak FPS,Peak TOPS,
2.12084,0.00820353,1.51291,19.4512,0.020379,3.75832
