Total Area(m^2), Total CIM (FW+AG) Area (m^2), Routing Area(m^2), ADC Area(m^2), Accumulation Area(m^2), Other Logic&Storage Area(m^2), Weight Gradient Area(m^2),
9.52136e-05,3.65072e-07,1.19663e-05,5.4022e-05,9.68277e-06,9.56223e-06,9.61522e-06


layer_number, latency_FW(s), latency_AG(s), latency_WG(s), latency_WU(s), energy_FW(J), energy_AG(J), energy_WG(J), energy_WU(J),Peak_latency_FW(s), Peak_latency_AG(s), Peak_latency_WG(s), Peak_latency_WU(s), Peak_energy_FW(J), Peak_energy_AG(J), Peak_energy_WG(J), Peak_energy_WU(J),, , ADC_latency(s), Accumulation_latency(s), Synaptic Array w/o ADC_latency(s), Buffer_latency(s), IC_latency(s), Weight_gradient_latency(s), Weight_update(s), DRAM_latency(s), ADC_energy(J), Accumulation_energy(J), Synaptic Array w/o ADC_energy(J), Buffer_energy(J), IC_energy(J), Weight_gradient_energy(J), Weight_update_energy(J), DRAM_energy(J)
1,7.96155,0,1.81752,0.000645028,0.0728061,0,0.111504,3.3042e-06,0.116102,0,1.23285,0.00063799,0.0183602,0,0.0876581,3.21471e-06,, , 0.0679996,0.00733546,0.0407669,6.87397,1.56697,1.23285,0.00063799,0.000987789,0.0135275,0.00348139,0.00135132,0.00162304,0.0500789,0.0876581,3.21471e-06,0.0585562
2,15.125,15.1826,11.3424,0.00617531,0.502366,0.505939,3.50293,2.31321e-05,3.68433,3.74183,9.61592,0.00586179,0.176541,0.180113,2.63448,9.8408e-07,, , 0.533545,6.59864,0.293982,15.1163,9.97854,9.61592,0.00586179,0.0155217,0.208514,0.129148,0.018992,0.00853657,0.640836,2.63448,9.8408e-07,0.920125
3,4.20452,4.22963,7.27779,0.0122175,0.174513,0.175422,2.95081,3.00171e-05,0.890337,0.915441,6.41962,0.0115905,0.0708701,0.071779,1.22128,1.90543e-06,, , 0.227974,1.44982,0.127988,5.23262,3.22802,6.41962,0.0115905,0.0293457,0.092473,0.0417726,0.0084036,0.00755516,0.204585,1.22128,1.90543e-06,1.73961
4,6.17975,6.23642,7.76734,0.00674947,0.2803,0.283831,5.63444,3.18523e-05,1.10576,1.16243,6.41653,0.00549542,0.137789,0.141321,2.17642,5.76273e-07,, , 0.470452,1.54823,0.249511,8.74862,4.69842,6.41653,0.00549542,0.0584488,0.186499,0.0761984,0.0164122,0.0118465,0.284231,2.17642,5.76273e-07,3.46485
5,1.53141,1.55226,7.0372,0.0226699,0.088199,0.0896394,7.66537,6.33405e-05,0.275704,0.296561,5.50138,0.0201618,0.048643,0.0500835,0.751536,2.12301e-06,, , 0.173507,0.307138,0.0916197,6.2831,1.66068,5.50138,0.0201618,0.116473,0.0687062,0.024022,0.00599826,0.017688,0.0855392,0.751536,2.12301e-06,6.90454
6,2.44696,2.49099,8.43937,0.0221307,0.15127,0.15446,15.3127,0.000120052,0.450232,0.49426,5.502,0.0171144,0.0972615,0.100451,1.4853,1.86305e-06,, , 0.353974,0.409594,0.180924,11.9572,2.76674,5.502,0.0171144,0.232886,0.139017,0.0467762,0.0119196,0.0313899,0.125166,1.4853,1.86305e-06,13.8055
7,0.470056,0.471198,9.57565,0.0181118,0.0297767,0.0300717,49.3697,0.00021782,0.385818,0.38696,0.0131512,0.00102729,0.016451,0.016746,0.206948,5.95422e-07,, , 0.00999503,0.757676,0.00510665,12.0326,0.287429,0.0131512,0.00102729,0.827824,0.0136808,0.0183357,0.00118053,0.107445,0.0520212,0.206948,5.95422e-07,49.0734
8,0.0286203,0.0287568,0.01807,0.000162534,0.000539378,0.000545367,0.0602488,2.90609e-07,0.00198426,0.00212077,0.00209907,0.000141679,8.75248e-05,9.3514e-05,0.000229628,2.54422e-08,, , 0.00127132,0.00218914,0.000644581,0.0803593,0.0212412,0.00209907,0.000141679,0.00101147,7.38027e-05,8.89254e-05,1.83107e-05,0.000321226,0.00074128,0.000229628,2.54422e-08,0.0599602
Total,37.9479,30.1918,53.2754,0.0888623,1.29977,1.23991,84.6077,0.000489809,6.91026,6.99961,34.7035,0.0620309,0.566004,0.560587,8.56385,1.12874e-05,, , 1.83872,11.0806,0.990543,66.3248,24.208,34.7035,0.0620309,1.2825,0.722492,0.339823,0.0642758,0.186405,1.4432,8.56385,1.12874e-05,76.0265


TOPS/W,FPS,TOPS,Peak TOPS/W,Peak FPS,Peak TOPS,
2.11578,0.00823018,1.51782,19.0312,0.0205442,3.7888
