Total Area(m^2), Total CIM (FW+AG) Area (m^2), Routing Area(m^2), ADC Area(m^2), Accumulation Area(m^2), Other Logic&Storage Area(m^2), Weight Gradient Area(m^2),
9.52136e-05,3.65072e-07,1.19663e-05,5.4022e-05,9.68277e-06,9.56223e-06,9.61522e-06


layer_number, latency_FW(s), latency_AG(s), latency_WG(s), latency_WU(s), energy_FW(J), energy_AG(J), energy_WG(J), energy_WU(J),Peak_latency_FW(s), Peak_latency_AG(s), Peak_latency_WG(s), Peak_latency_WU(s), Peak_energy_FW(J), Peak_energy_AG(J), Peak_energy_WG(J), Peak_energy_WU(J),, , ADC_latency(s), Accumulation_latency(s), Synaptic Array w/o ADC_latency(s), Buffer_latency(s), IC_latency(s), Weight_gradient_latency(s), Weight_update(s), DRAM_latency(s), ADC_energy(J), Accumulation_energy(J), Synaptic Array w/o ADC_energy(J), Buffer_energy(J), IC_energy(J), Weight_gradient_energy(J), Weight_update_energy(J), DRAM_energy(J)
1,7.9614,0,1.81752,0.00104529,0.0727759,0,0.111504,6.62183e-06,0.11595,0,1.23285,0.00103825,0.01833,0,0.0876581,6.53234e-06,, , 0.0678477,0.00733546,0.0407669,6.87397,1.56697,1.23285,0.00103825,0.000987789,0.0134973,0.00348139,0.00135132,0.00162304,0.0500789,0.0876581,6.53234e-06,0.0585562
2,15.1249,15.1824,11.3421,0.0107028,0.501149,0.504891,3.47523,0.00131374,3.68415,3.74166,9.61558,0.0103893,0.175324,0.179065,2.60678,8.16473e-05,, , 0.533192,6.59864,0.293982,15.1163,9.97854,9.61558,0.0103893,0.0155217,0.206284,0.129148,0.0189571,0.00853657,0.640836,2.60678,8.16473e-05,0.920125
3,4.20566,4.23077,7.27592,0.0213992,0.174137,0.175508,2.87845,0.00113785,0.891475,0.91658,6.41775,0.0207721,0.070494,0.0718658,1.14892,0.000140385,, , 0.23025,1.44982,0.127988,5.23262,3.22802,6.41775,0.0207721,0.0293457,0.0922794,0.0417726,0.00830785,0.00755516,0.204585,1.14892,0.000140385,1.73961
4,6.18256,6.23924,7.76623,0.0419828,0.280452,0.284532,5.56198,0.000922912,1.10857,1.16525,6.41542,0.0407287,0.137942,0.142022,2.10396,0.000223341,, , 0.476082,1.54823,0.249511,8.74862,4.69842,6.41542,0.0407287,0.0584488,0.187467,0.0761984,0.0162987,0.0118465,0.284231,2.10396,0.000223341,3.46485
5,1.53282,1.55367,7.03646,0.0833282,0.0886209,0.0902443,7.64761,0.00107838,0.277114,0.29797,5.50064,0.0808201,0.0490649,0.0506884,0.73377,0.000509643,, , 0.176327,0.307138,0.0916197,6.2831,1.66068,5.50064,0.0808201,0.116473,0.0697709,0.024022,0.00596042,0.017688,0.0855392,0.73377,0.000509643,6.90454
6,2.44928,2.49331,8.43875,0.160339,0.151644,0.155137,15.2771,0.000534956,0.452552,0.49658,5.50138,0.155323,0.0976353,0.101128,1.44976,0.000416767,, , 0.358613,0.409594,0.180924,11.9572,2.76674,5.50138,0.155323,0.232886,0.14013,0.0467762,0.0118569,0.0313899,0.125166,1.44976,0.000416767,13.8055
7,0.470151,0.471293,9.57555,0.201939,0.029616,0.0299337,49.3662,0.000237412,0.385913,0.387055,0.0130594,0.184854,0.0162903,0.016608,0.203443,2.01871e-05,, , 0.0101859,0.757676,0.00510665,12.0326,0.287429,0.0130594,0.184854,0.827824,0.0133868,0.0183357,0.00117583,0.107445,0.0520212,0.203443,2.01871e-05,49.0734
8,0.0286161,0.0287526,0.0180732,0.000904497,0.000539336,0.000545313,0.0602488,3.70602e-07,0.00198008,0.00211658,0.00210237,0.000883642,8.74831e-05,9.34595e-05,0.000229628,1.05436e-07,, , 0.00126294,0.00218914,0.000644581,0.0803593,0.0212412,0.00210237,0.000883642,0.00101147,7.37039e-05,8.89254e-05,1.83133e-05,0.000321226,0.00074128,0.000229628,1.05436e-07,0.0599602
Total,37.9554,30.1994,53.2706,0.521641,1.29893,1.24079,84.3783,0.00523225,6.91771,7.00721,34.6988,0.494809,0.565168,0.561471,8.33452,0.00139861,, , 1.85376,11.0806,0.990543,66.3248,24.208,34.6988,0.494809,1.2825,0.722889,0.339823,0.0639264,0.186405,1.4432,8.33452,0.00139861,76.0265


TOPS/W,FPS,TOPS,Peak TOPS/W,Peak FPS,Peak TOPS,
2.12125,0.00820028,1.51231,19.4896,0.0203589,3.75462
