Total Area(m^2), Total CIM (FW+AG) Area (m^2), Routing Area(m^2), ADC Area(m^2), Accumulation Area(m^2), Other Logic&Storage Area(m^2), Weight Gradient Area(m^2),
9.52136e-05,3.65072e-07,1.19663e-05,5.4022e-05,9.68277e-06,9.56223e-06,9.61522e-06


layer_number, latency_FW(s), latency_AG(s), latency_WG(s), latency_WU(s), energy_FW(J), energy_AG(J), energy_WG(J), energy_WU(J),Peak_latency_FW(s), Peak_latency_AG(s), Peak_latency_WG(s), Peak_latency_WU(s), Peak_energy_FW(J), Peak_energy_AG(J), Peak_energy_WG(J), Peak_energy_WU(J),, , ADC_latency(s), Accumulation_latency(s), Synaptic Array w/o ADC_latency(s), Buffer_latency(s), IC_latency(s), Weight_gradient_latency(s), Weight_update(s), DRAM_latency(s), ADC_energy(J), Accumulation_energy(J), Synaptic Array w/o ADC_energy(J), Buffer_energy(J), IC_energy(J), Weight_gradient_energy(J), Weight_update_energy(J), DRAM_energy(J)
1,7.96137,0,1.81752,0.00102029,0.0727702,0,0.111504,5.72051e-06,0.115924,0,1.23285,0.00101325,0.0183242,0,0.0876581,5.63101e-06,, , 0.0678214,0.00733546,0.0407669,6.87397,1.56697,1.23285,0.00101325,0.000987789,0.0134915,0.00348139,0.00135132,0.00162304,0.0500789,0.0876581,5.63101e-06,0.0585562
2,15.1251,15.1827,11.3423,0.0106364,0.501096,0.504765,3.50291,0.000672089,3.68443,3.74194,9.61573,0.0103229,0.17527,0.178939,2.63447,4.15439e-05,, , 0.533752,6.59864,0.293982,15.1163,9.97854,9.61573,0.0103229,0.0155217,0.20609,0.129148,0.0189722,0.00853657,0.640836,2.63447,4.15439e-05,0.920125
3,4.2057,4.23081,7.27577,0.0220851,0.174016,0.175424,2.87844,4.81694e-05,0.891518,0.916622,6.4176,0.0214581,0.0703733,0.0717815,1.14891,4.17448e-06,, , 0.230336,1.44982,0.127988,5.23262,3.22802,6.4176,0.0214581,0.0293457,0.0920818,0.0417726,0.00830033,0.00755516,0.204585,1.14891,4.17448e-06,1.73961
4,6.18298,6.23965,7.76643,0.0419932,0.280264,0.284245,5.58612,0.00101547,1.10899,1.16566,6.41562,0.0407392,0.137754,0.141735,2.12811,0.000246481,, , 0.476914,1.54823,0.249511,8.74862,4.69842,6.41562,0.0407392,0.0584488,0.186971,0.0761984,0.0163192,0.0118465,0.284231,2.12811,0.000246481,3.46485
5,1.53467,1.55553,7.03615,0.064952,0.0887965,0.0904958,7.63872,0.000118955,0.278971,0.299827,5.50033,0.0624439,0.0492405,0.0509398,0.724885,2.993e-05,, , 0.180041,0.307138,0.0916197,6.2831,1.66068,5.50033,0.0624439,0.116473,0.0702136,0.024022,0.00594474,0.017688,0.0855392,0.724885,2.993e-05,6.90454
6,2.44827,2.4923,8.43894,0.163553,0.151085,0.154485,15.2772,0.000833532,0.451544,0.495572,5.50157,0.158537,0.0970765,0.100477,1.44977,0.000715343,, , 0.356597,0.409594,0.180924,11.9572,2.76674,5.50157,0.158537,0.232886,0.138901,0.0467762,0.011876,0.0313899,0.125166,1.44977,0.000715343,13.8055
7,0.470109,0.471251,9.57548,0.294691,0.0297235,0.0300593,49.3609,0.000254506,0.385871,0.387013,0.0129862,0.277606,0.0163978,0.0167336,0.198186,3.72818e-05,, , 0.0101007,0.757676,0.00510665,12.0326,0.287429,0.0129862,0.277606,0.827824,0.0136237,0.0183357,0.00117209,0.107445,0.0520212,0.198186,3.72818e-05,49.0734
8,0.0286215,0.028758,0.0180447,0.000649181,0.000539284,0.000545371,0.0602466,3.38369e-07,0.00198552,0.00212202,0.00207381,0.000628326,8.74311e-05,9.35178e-05,0.000227484,7.32026e-08,, , 0.00127382,0.00218914,0.000644581,0.0803593,0.0212412,0.00207381,0.000628326,0.00101147,7.37329e-05,8.89254e-05,1.82905e-05,0.000321226,0.00074128,0.000227484,7.32026e-08,0.0599602
Total,37.9569,30.201,53.2706,0.59958,1.29829,1.24002,84.416,0.00294878,6.91923,7.00876,34.6988,0.572748,0.564524,0.560699,8.37221,0.00108046,, , 1.85683,11.0806,0.990543,66.3248,24.208,34.6988,0.572748,1.2825,0.721445,0.339823,0.0639541,0.186405,1.4432,8.37221,0.00108046,76.0265


TOPS/W,FPS,TOPS,Peak TOPS/W,Peak FPS,Peak TOPS,
2.12042,0.00819484,1.5113,19.4158,0.0203254,3.74844
