Total Area(m^2), Total CIM (FW+AG) Area (m^2), Routing Area(m^2), ADC Area(m^2), Accumulation Area(m^2), Other Logic&Storage Area(m^2), Weight Gradient Area(m^2),
9.52136e-05,3.65072e-07,1.19663e-05,5.4022e-05,9.68277e-06,9.56223e-06,9.61522e-06


layer_number, latency_FW(s), latency_AG(s), latency_WG(s), latency_WU(s), energy_FW(J), energy_AG(J), energy_WG(J), energy_WU(J),Peak_latency_FW(s), Peak_latency_AG(s), Peak_latency_WG(s), Peak_latency_WU(s), Peak_energy_FW(J), Peak_energy_AG(J), Peak_energy_WG(J), Peak_energy_WU(J),, , ADC_latency(s), Accumulation_latency(s), Synaptic Array w/o ADC_latency(s), Buffer_latency(s), IC_latency(s), Weight_gradient_latency(s), Weight_update(s), DRAM_latency(s), ADC_energy(J), Accumulation_energy(J), Synaptic Array w/o ADC_energy(J), Buffer_energy(J), IC_energy(J), Weight_gradient_energy(J), Weight_update_energy(J), DRAM_energy(J)
1,7.96132,0,1.81752,0.00102654,0.0727607,0,0.111504,6.79826e-06,0.115876,0,1.23285,0.0010195,0.0183148,0,0.0876581,6.70876e-06,, , 0.0677734,0.00733546,0.0407669,6.87397,1.56697,1.23285,0.0010195,0.000987789,0.0134821,0.00348139,0.00135132,0.00162304,0.0500789,0.0876581,6.70876e-06,0.0585562
2,15.1248,15.1823,11.3422,0.0101138,0.500589,0.504291,3.50291,0.00049919,3.6841,3.74161,9.61566,0.00980028,0.174763,0.178465,2.63446,3.07377e-05,, , 0.533093,6.59864,0.293982,15.1163,9.97854,9.61566,0.00980028,0.0155217,0.205116,0.129148,0.0189653,0.00853657,0.640836,2.63446,3.07377e-05,0.920125
3,4.20708,4.23219,7.27433,0.02173,0.172745,0.174509,2.81811,0.00118797,0.892897,0.918001,6.41616,0.021103,0.0691023,0.0708664,1.08858,0.00014665,, , 0.233094,1.44982,0.127988,5.23262,3.22802,6.41616,0.021103,0.0293457,0.0899694,0.0417726,0.00822673,0.00755516,0.204585,1.08858,0.00014665,1.73961
4,6.17695,6.23362,7.76765,0.0415692,0.275407,0.278784,5.65858,0.000806935,1.10296,1.15963,6.41684,0.0403151,0.132896,0.136274,2.20056,0.000194347,, , 0.464853,1.54823,0.249511,8.74862,4.69842,6.41684,0.0403151,0.0584488,0.176528,0.0761984,0.016444,0.0118465,0.284231,2.20056,0.000194347,3.46485
5,1.53047,1.55132,7.03896,0.0802294,0.0880084,0.0890133,7.71861,0.000821117,0.274763,0.29562,5.50314,0.0777213,0.0484524,0.0494573,0.804775,0.000381011,, , 0.171625,0.307138,0.0916197,6.2831,1.66068,5.50314,0.0777213,0.116473,0.0677994,0.024022,0.00608834,0.017688,0.0855392,0.804775,0.000381011,6.90454
6,2.4443,2.48832,8.44034,0.107576,0.150406,0.153113,15.3659,0.000153068,0.447568,0.491596,5.50297,0.10256,0.0963972,0.0991042,1.53857,3.48789e-05,, , 0.348645,0.409594,0.180924,11.9572,2.76674,5.50297,0.10256,0.232886,0.136706,0.0467762,0.0120194,0.0313899,0.125166,1.53857,3.48789e-05,13.8055
7,0.47006,0.471202,9.57556,0.228989,0.0296273,0.0299442,49.3662,0.000245526,0.385822,0.386964,0.0130627,0.211905,0.0163016,0.0166185,0.203443,2.83013e-05,, , 0.010003,0.757676,0.00510665,12.0326,0.287429,0.0130627,0.211905,0.827824,0.0134084,0.0183357,0.001176,0.107445,0.0520212,0.203443,2.83013e-05,49.0734
8,0.0286174,0.0287539,0.0180683,0.000960679,0.000539318,0.000545313,0.0602488,3.88354e-07,0.0019814,0.0021179,0.00209742,0.000939824,8.74649e-05,9.34604e-05,0.000229627,1.23188e-07,, , 0.00126559,0.00218914,0.000644581,0.0803593,0.0212412,0.00209742,0.000939824,0.00101147,7.36905e-05,8.89254e-05,1.83094e-05,0.000321226,0.00074128,0.000229627,1.23188e-07,0.0599602
Total,37.9436,30.1877,53.2746,0.492195,1.29008,1.2302,84.6021,0.003721,6.90597,6.99554,34.7028,0.465364,0.556316,0.550879,8.55828,0.000822758,, , 1.83035,11.0806,0.990543,66.3248,24.208,34.7028,0.465364,1.2825,0.703082,0.339823,0.0642894,0.186405,1.4432,8.55828,0.000822758,76.0265


TOPS/W,FPS,TOPS,Peak TOPS/W,Peak FPS,Peak TOPS,
2.11631,0.00820357,1.51291,19.0788,0.0203792,3.75836
