Total Area(m^2), Total CIM (FW+AG) Area (m^2), Routing Area(m^2), ADC Area(m^2), Accumulation Area(m^2), Other Logic&Storage Area(m^2), Weight Gradient Area(m^2),
9.52136e-05,3.65072e-07,1.19663e-05,5.4022e-05,9.68277e-06,9.56223e-06,9.61522e-06


layer_number, latency_FW(s), latency_AG(s), latency_WG(s), latency_WU(s), energy_FW(J), energy_AG(J), energy_WG(J), energy_WU(J),Peak_latency_FW(s), Peak_latency_AG(s), Peak_latency_WG(s), Peak_latency_WU(s), Peak_energy_FW(J), Peak_energy_AG(J), Peak_energy_WG(J), Peak_energy_WU(J),, , ADC_latency(s), Accumulation_latency(s), Synaptic Array w/o ADC_latency(s), Buffer_latency(s), IC_latency(s), Weight_gradient_latency(s), Weight_update(s), DRAM_latency(s), ADC_energy(J), Accumulation_energy(J), Synaptic Array w/o ADC_energy(J), Buffer_energy(J), IC_energy(J), Weight_gradient_energy(J), Weight_update_energy(J), DRAM_energy(J)
1,7.96138,0,1.81752,0.00102029,0.0727718,0,0.111504,4.71925e-06,0.115931,0,1.23285,0.00101325,0.0183259,0,0.0876581,4.62976e-06,, , 0.0678284,0.00733546,0.0407669,6.87397,1.56697,1.23285,0.00101325,0.000987789,0.0134931,0.00348139,0.00135132,0.00162304,0.0500789,0.0876581,4.62976e-06,0.0585562
2,15.1251,15.1826,11.3421,0.0110074,0.500801,0.50452,3.47523,4.21644e-05,3.68439,3.7419,9.61563,0.0106939,0.174975,0.178694,2.60678,2.1736e-06,, , 0.533677,6.59864,0.293982,15.1163,9.97854,9.61563,0.0106939,0.0155217,0.20556,0.129148,0.0189617,0.00853657,0.640836,2.60678,2.1736e-06,0.920125
3,4.20556,4.23066,7.27597,0.022044,0.174153,0.175511,2.87845,0.000387972,0.89137,0.916475,6.4178,0.021417,0.0705104,0.0718687,1.14892,4.66498e-05,, , 0.230041,1.44982,0.127988,5.23262,3.22802,6.4178,0.021417,0.0293457,0.0922959,0.0417726,0.00831064,0.00755516,0.204585,1.14892,4.66498e-05,1.73961
4,6.18262,6.23929,7.76627,0.0407864,0.280598,0.28466,5.56198,0.000683464,1.10863,1.1653,6.41545,0.0395324,0.138088,0.14215,2.10396,0.000163479,, , 0.47619,1.54823,0.249511,8.74862,4.69842,6.41545,0.0395324,0.0584488,0.187737,0.0761984,0.0163024,0.0118465,0.284231,2.10396,0.000163479,3.46485
5,1.53282,1.55368,7.03647,0.0691458,0.0885868,0.090207,7.64761,0.000143871,0.277121,0.297978,5.50065,0.0666377,0.0490309,0.0506511,0.73377,4.23881e-05,, , 0.176341,0.307138,0.0916197,6.2831,1.66068,5.50065,0.0666377,0.116473,0.0696988,0.024022,0.00596109,0.017688,0.0855392,0.73377,4.23881e-05,6.90454
6,2.44852,2.49255,8.43882,0.160287,0.15128,0.154742,15.2771,0.000570015,0.451794,0.495822,5.50144,0.155271,0.0972714,0.100733,1.44976,0.000451826,, , 0.357097,0.409594,0.180924,11.9572,2.76674,5.50144,0.155271,0.232886,0.139365,0.0467762,0.0118632,0.0313899,0.125166,1.44976,0.000451826,13.8055
7,0.470115,0.471257,9.57554,0.158682,0.0296271,0.0299472,49.3644,0.000231693,0.385878,0.38702,0.0130495,0.141598,0.0163013,0.0166215,0.201692,1.44689e-05,, , 0.0101142,0.757676,0.00510665,12.0326,0.287429,0.0130495,0.141598,0.827824,0.0134119,0.0183357,0.00117533,0.107445,0.0520212,0.201692,1.44689e-05,49.0734
8,0.0286155,0.028752,0.018082,0.0007808,0.000539325,0.000545268,0.0602488,3.57868e-07,0.0019795,0.002116,0.00211115,0.000759945,8.74721e-05,9.34145e-05,0.000229628,9.27013e-08,, , 0.00126179,0.00218914,0.000644581,0.0803593,0.0212412,0.00211115,0.000759945,0.00101147,7.36409e-05,8.89254e-05,1.83203e-05,0.000321226,0.00074128,0.000229628,9.27013e-08,0.0599602
Total,37.9547,30.1988,53.2708,0.463754,1.29836,1.24013,84.3766,0.00206426,6.91709,7.00661,34.699,0.436923,0.56459,0.560812,8.33278,0.000725708,, , 1.85255,11.0806,0.990543,66.3248,24.208,34.699,0.436923,1.2825,0.721636,0.339823,0.063944,0.186405,1.4432,8.33278,0.000725708,76.0265


TOPS/W,FPS,TOPS,Peak TOPS/W,Peak FPS,Peak TOPS,
2.1214,0.00820424,1.51304,19.4971,0.0203834,3.75913
