Total Area(m^2), Total CIM (FW+AG) Area (m^2), Routing Area(m^2), ADC Area(m^2), Accumulation Area(m^2), Other Logic&Storage Area(m^2), Weight Gradient Area(m^2),
9.52136e-05,3.65072e-07,1.19663e-05,5.4022e-05,9.68277e-06,9.56223e-06,9.61522e-06


layer_number, latency_FW(s), latency_AG(s), latency_WG(s), latency_WU(s), energy_FW(J), energy_AG(J), energy_WG(J), energy_WU(J),Peak_latency_FW(s), Peak_latency_AG(s), Peak_latency_WG(s), Peak_latency_WU(s), Peak_energy_FW(J), Peak_energy_AG(J), Peak_energy_WG(J), Peak_energy_WU(J),, , ADC_latency(s), Accumulation_latency(s), Synaptic Array w/o ADC_latency(s), Buffer_latency(s), IC_latency(s), Weight_gradient_latency(s), Weight_update(s), DRAM_latency(s), ADC_energy(J), Accumulation_energy(J), Synaptic Array w/o ADC_energy(J), Buffer_energy(J), IC_energy(J), Weight_gradient_energy(J), Weight_update_energy(J), DRAM_energy(J)
1,7.96131,0,1.81752,0.00102029,0.0727599,0,0.111504,5.43188e-06,0.115867,0,1.23285,0.00101325,0.018314,0,0.0876581,5.34239e-06,, , 0.0677644,0.00733546,0.0407669,6.87397,1.56697,1.23285,0.00101325,0.000987789,0.0134813,0.00348139,0.00135132,0.00162304,0.0500789,0.0876581,5.34239e-06,0.0585562
2,15.1254,15.1829,11.342,0.0110871,0.50021,0.504019,3.47522,4.65147e-05,3.68471,3.74222,9.61544,0.0107736,0.174384,0.178193,2.60677,2.4455e-06,, , 0.534308,6.59864,0.293982,15.1163,9.97854,9.61544,0.0107736,0.0155217,0.204487,0.129148,0.0189431,0.00853657,0.640836,2.60677,2.4455e-06,0.920125
3,4.20625,4.23136,7.27527,0.021969,0.174107,0.175639,2.85432,0.000413533,0.892065,0.91717,6.4171,0.021342,0.0704647,0.0719968,1.12479,4.98449e-05,, , 0.231431,1.44982,0.127988,5.23262,3.22802,6.4171,0.021342,0.0293457,0.0924142,0.0417726,0.00827471,0.00755516,0.204585,1.12479,4.98449e-05,1.73961
4,6.18171,6.23839,7.7663,0.0432551,0.279503,0.283549,5.56198,0.000499423,1.10772,1.1644,6.41549,0.0420011,0.136993,0.141039,2.10397,0.000117469,, , 0.47438,1.54823,0.249511,8.74862,4.69842,6.41549,0.0420011,0.0584488,0.185528,0.0761984,0.0163058,0.0118465,0.284231,2.10397,0.000117469,3.46485
5,1.53106,1.55192,7.03712,0.0792707,0.0882024,0.0896638,7.66537,0.000410411,0.275359,0.296216,5.50129,0.0767626,0.0486465,0.0501078,0.751534,0.000175658,, , 0.172817,0.307138,0.0916197,6.2831,1.66068,5.50129,0.0767626,0.116473,0.0687383,0.024022,0.00599395,0.017688,0.0855392,0.751534,0.000175658,6.90454
6,2.4481,2.49212,8.43916,0.166909,0.151255,0.154545,15.2949,0.00110683,0.451366,0.495394,5.50179,0.161893,0.0972457,0.100536,1.46754,0.000988637,, , 0.356242,0.409594,0.180924,11.9572,2.76674,5.50179,0.161893,0.232886,0.139106,0.0467762,0.0118988,0.0313899,0.125166,1.46754,0.000988637,13.8055
7,0.470139,0.471281,9.57547,0.319433,0.0296604,0.0299991,49.3609,0.000261511,0.385901,0.387043,0.0129745,0.302348,0.0163347,0.0166734,0.198186,4.42867e-05,, , 0.0101618,0.757676,0.00510665,12.0326,0.287429,0.0129745,0.302348,0.827824,0.0135009,0.0183357,0.00117149,0.107445,0.0520212,0.198186,4.42867e-05,49.0734
8,0.0286133,0.0287498,0.0180815,0.000585091,0.000539327,0.000545271,0.0602488,3.29714e-07,0.00197732,0.00211383,0.0021106,0.000564236,8.74734e-05,9.3418e-05,0.000229628,6.45479e-08,, , 0.00125743,0.00218914,0.000644581,0.0803593,0.0212412,0.0021106,0.000564236,0.00101147,7.36462e-05,8.89254e-05,1.83199e-05,0.000321226,0.00074128,0.000229628,6.45479e-08,0.0599602
Total,37.9526,30.1967,53.2709,0.643529,1.29624,1.23796,84.3845,0.00274398,6.91497,7.00455,34.6991,0.616697,0.56247,0.558639,8.34067,0.00138375,, , 1.84836,11.0806,0.990543,66.3248,24.208,34.6991,0.616697,1.2825,0.717329,0.339823,0.0639575,0.186405,1.4432,8.34067,0.00138375,76.0265


TOPS/W,FPS,TOPS,Peak TOPS/W,Peak FPS,Peak TOPS,
2.12129,0.00819244,1.51086,19.4884,0.0203106,3.74572
