Total Area(m^2), Total CIM (FW+AG) Area (m^2), Routing Area(m^2), ADC Area(m^2), Accumulation Area(m^2), Other Logic&Storage Area(m^2), Weight Gradient Area(m^2),
9.52136e-05,3.65072e-07,1.19663e-05,5.4022e-05,9.68277e-06,9.56223e-06,9.61522e-06


layer_number, latency_FW(s), latency_AG(s), latency_WG(s), latency_WU(s), energy_FW(J), energy_AG(J), energy_WG(J), energy_WU(J),Peak_latency_FW(s), Peak_latency_AG(s), Peak_latency_WG(s), Peak_latency_WU(s), Peak_energy_FW(J), Peak_energy_AG(J), Peak_energy_WG(J), Peak_energy_WU(J),, , ADC_latency(s), Accumulation_latency(s), Synaptic Array w/o ADC_latency(s), Buffer_latency(s), IC_latency(s), Weight_gradient_latency(s), Weight_update(s), DRAM_latency(s), ADC_energy(J), Accumulation_energy(J), Synaptic Array w/o ADC_energy(J), Buffer_energy(J), IC_energy(J), Weight_gradient_energy(J), Weight_update_energy(J), DRAM_energy(J)
1,7.96139,0,1.81752,0.00102654,0.0727731,0,0.111504,6.78632e-06,0.115938,0,1.23285,0.0010195,0.0183272,0,0.0876581,6.69682e-06,, , 0.0678355,0.00733546,0.0407669,6.87397,1.56697,1.23285,0.0010195,0.000987789,0.0134945,0.00348139,0.00135132,0.00162304,0.0500789,0.0876581,6.69682e-06,0.0585562
2,15.1252,15.1827,11.3421,0.0107816,0.500668,0.504427,3.47522,0.000488986,3.68452,3.74202,9.61554,0.0104681,0.174842,0.178602,2.60678,3.00999e-05,, , 0.533918,6.59864,0.293982,15.1163,9.97854,9.61554,0.0104681,0.0155217,0.205342,0.129148,0.0189534,0.00853657,0.640836,2.60678,3.00999e-05,0.920125
3,4.20612,4.23122,7.27563,0.0218783,0.174154,0.175597,2.86639,0.000915394,0.891933,0.917038,6.41746,0.0212513,0.0705114,0.0719548,1.13685,0.000112578,, , 0.231166,1.44982,0.127988,5.23262,3.22802,6.41746,0.0212513,0.0293457,0.0924006,0.0417726,0.00829305,0.00755516,0.204585,1.13685,0.000112578,1.73961
4,6.18398,6.24065,7.76652,0.0431045,0.280337,0.284274,5.58613,0.000979466,1.10999,1.16666,6.41571,0.0418504,0.137827,0.141764,2.12811,0.00023748,, , 0.478909,1.54823,0.249511,8.74862,4.69842,6.41571,0.0418504,0.0584488,0.187065,0.0761984,0.0163283,0.0118465,0.284231,2.12811,0.00023748,3.46485
5,1.53212,1.55297,7.03746,0.0865313,0.0881058,0.0894816,7.67425,0.00124701,0.276414,0.297271,5.50164,0.0840232,0.0485499,0.0499256,0.760412,0.000593957,, , 0.174927,0.307138,0.0916197,6.2831,1.66068,5.50164,0.0840232,0.116473,0.0684419,0.024022,0.00601164,0.017688,0.0855392,0.760412,0.000593957,6.90454
6,2.44686,2.49089,8.43951,0.172601,0.151148,0.154266,15.3127,0.00160347,0.450134,0.494162,5.50214,0.167585,0.0971389,0.100258,1.4853,0.00148528,, , 0.353778,0.409594,0.180924,11.9572,2.76674,5.50214,0.167585,0.232886,0.138686,0.0467762,0.0119342,0.0313899,0.125166,1.4853,0.00148528,13.8055
7,0.47013,0.471272,9.57551,0.347795,0.0298401,0.0301679,49.3627,0.000270203,0.385892,0.387034,0.0130184,0.33071,0.0165144,0.0168422,0.199939,5.29788e-05,, , 0.0101429,0.757676,0.00510665,12.0326,0.287429,0.0130184,0.33071,0.827824,0.0138472,0.0183357,0.00117374,0.107445,0.0520212,0.199939,5.29788e-05,49.0734
8,0.0286218,0.0287583,0.0180117,0.000577233,0.000539153,0.000545367,0.0602445,3.31882e-07,0.00198581,0.00212232,0.00204087,0.000556378,8.73e-05,9.35139e-05,0.000225339,6.67155e-08,, , 0.00127441,0.00218914,0.000644581,0.0803593,0.0212412,0.00204087,0.000556378,0.00101147,7.36243e-05,8.89254e-05,1.82642e-05,0.000321226,0.00074128,0.000225339,6.67155e-08,0.0599602
Total,37.9544,30.1985,53.2722,0.684295,1.29757,1.23876,84.4491,0.00551165,6.9168,7.00631,34.7004,0.657464,0.563798,0.559439,8.40528,0.00251914,, , 1.85195,11.0806,0.990543,66.3248,24.208,34.7004,0.657464,1.2825,0.719351,0.339823,0.0640639,0.186405,1.4432,8.40528,0.00251914,76.0265


TOPS/W,FPS,TOPS,Peak TOPS/W,Peak FPS,Peak TOPS,
2.1196,0.00818937,1.5103,19.3496,0.0202918,3.74224
