Total Area(m^2), Total CIM (FW+AG) Area (m^2), Routing Area(m^2), ADC Area(m^2), Accumulation Area(m^2), Other Logic&Storage Area(m^2), Weight Gradient Area(m^2),
9.52136e-05,3.65072e-07,1.19663e-05,5.4022e-05,9.68277e-06,9.56223e-06,9.61522e-06


layer_number, latency_FW(s), latency_AG(s), latency_WG(s), latency_WU(s), energy_FW(J), energy_AG(J), energy_WG(J), energy_WU(J),Peak_latency_FW(s), Peak_latency_AG(s), Peak_latency_WG(s), Peak_latency_WU(s), Peak_energy_FW(J), Peak_energy_AG(J), Peak_energy_WG(J), Peak_energy_WU(J),, , ADC_latency(s), Accumulation_latency(s), Synaptic Array w/o ADC_latency(s), Buffer_latency(s), IC_latency(s), Weight_gradient_latency(s), Weight_update(s), DRAM_latency(s), ADC_energy(J), Accumulation_energy(J), Synaptic Array w/o ADC_energy(J), Buffer_energy(J), IC_energy(J), Weight_gradient_energy(J), Weight_update_energy(J), DRAM_energy(J)
1,7.96134,0,1.81752,0.00102654,0.0727642,0,0.111504,6.79061e-06,0.115889,0,1.23285,0.0010195,0.0183183,0,0.0876581,6.70111e-06,, , 0.067787,0.00733546,0.0407669,6.87397,1.56697,1.23285,0.0010195,0.000987789,0.0134856,0.00348139,0.00135132,0.00162304,0.0500789,0.0876581,6.70111e-06,0.0585562
2,15.126,15.1835,11.342,0.0109946,0.500593,0.504382,3.47522,0.00174109,3.6853,3.74281,9.61548,0.0106811,0.174768,0.178557,2.60677,0.000108356,, , 0.535494,6.59864,0.293982,15.1163,9.97854,9.61548,0.0106811,0.0155217,0.205229,0.129148,0.0189472,0.00853657,0.640836,2.60677,0.000108356,0.920125
3,4.20607,4.23117,7.27551,0.0220309,0.174131,0.175603,2.86638,0.000688555,0.891884,0.916988,6.41734,0.0214039,0.0704885,0.0719608,1.13685,8.42226e-05,, , 0.231067,1.44982,0.127988,5.23262,3.22802,6.41734,0.0214039,0.0293457,0.0923897,0.0417726,0.00828706,0.00755516,0.204585,1.13685,8.42226e-05,1.73961
4,6.18134,6.23801,7.76657,0.0435308,0.279945,0.283857,5.58613,0.00105619,1.10734,1.16402,6.41576,0.0422768,0.137434,0.141347,2.12812,0.00025666,, , 0.473626,1.54823,0.249511,8.74862,4.69842,6.41576,0.0422768,0.0584488,0.186249,0.0761984,0.0163333,0.0118465,0.284231,2.12812,0.00025666,3.46485
5,1.53215,1.55301,7.03702,0.0836971,0.0882445,0.0897295,7.66537,0.000944331,0.276449,0.297306,5.5012,0.081189,0.0486885,0.0501736,0.751531,0.000442618,, , 0.174997,0.307138,0.0916197,6.2831,1.66068,5.5012,0.081189,0.116473,0.068851,0.024022,0.00598905,0.017688,0.0855392,0.751531,0.000442618,6.90454
6,2.44738,2.49141,8.43918,0.15269,0.151336,0.154621,15.2949,0.000287388,0.450656,0.494684,5.5018,0.147674,0.0973275,0.100612,1.46754,0.000169199,, , 0.354821,0.409594,0.180924,11.9572,2.76674,5.5018,0.147674,0.232886,0.139263,0.0467762,0.0119,0.0313899,0.125166,1.46754,0.000169199,13.8055
7,0.470121,0.471263,9.57549,0.372096,0.0297854,0.0301189,49.3627,0.000283366,0.385883,0.387025,0.0129956,0.355011,0.0164597,0.0167932,0.199938,6.61417e-05,, , 0.0101251,0.757676,0.00510665,12.0326,0.287429,0.0129956,0.355011,0.827824,0.0137447,0.0183357,0.00117257,0.107445,0.0520212,0.199938,6.61417e-05,49.0734
8,0.028617,0.0287535,0.0180601,0.00125058,0.000539284,0.000545311,0.0602466,4.08772e-07,0.00198102,0.00211752,0.00208919,0.00122972,8.74307e-05,9.3458e-05,0.000227485,1.43606e-07,, , 0.00126482,0.00218914,0.000644581,0.0803593,0.0212412,0.00208919,0.00122972,0.00101147,7.36606e-05,8.89254e-05,1.83028e-05,0.000321226,0.00074128,0.000227485,1.43606e-07,0.0599602
Total,37.953,30.1971,53.2714,0.687316,1.29734,1.23886,84.4224,0.00500811,6.91539,7.00495,34.6995,0.660485,0.563572,0.559536,8.37863,0.00113404,, , 1.84918,11.0806,0.990543,66.3248,24.208,34.6995,0.660485,1.2825,0.719286,0.339823,0.0639989,0.186405,1.4432,8.37863,0.00113404,76.0265


TOPS/W,FPS,TOPS,Peak TOPS/W,Peak FPS,Peak TOPS,
2.12026,0.00818941,1.5103,19.4069,0.0202921,3.74229
