Total Area(m^2), Total CIM (FW+AG) Area (m^2), Routing Area(m^2), ADC Area(m^2), Accumulation Area(m^2), Other Logic&Storage Area(m^2), Weight Gradient Area(m^2),
9.52136e-05,3.65072e-07,1.19663e-05,5.4022e-05,9.68277e-06,9.56223e-06,9.61522e-06


layer_number, latency_FW(s), latency_AG(s), latency_WG(s), latency_WU(s), energy_FW(J), energy_AG(J), energy_WG(J), energy_WU(J),Peak_latency_FW(s), Peak_latency_AG(s), Peak_latency_WG(s), Peak_latency_WU(s), Peak_energy_FW(J), Peak_energy_AG(J), Peak_energy_WG(J), Peak_energy_WU(J),, , ADC_latency(s), Accumulation_latency(s), Synaptic Array w/o ADC_latency(s), Buffer_latency(s), IC_latency(s), Weight_gradient_latency(s), Weight_update(s), DRAM_latency(s), ADC_energy(J), Accumulation_energy(J), Synaptic Array w/o ADC_energy(J), Buffer_energy(J), IC_energy(J), Weight_gradient_energy(J), Weight_update_energy(J), DRAM_energy(J)
1,7.96156,0,1.81752,0.000676278,0.072808,0,0.111504,4.60217e-06,0.116109,0,1.23285,0.00066924,0.0183621,0,0.0876581,4.51268e-06,, , 0.0680066,0.00733546,0.0407669,6.87397,1.56697,1.23285,0.00066924,0.000987789,0.0135293,0.00348139,0.00135132,0.00162304,0.0500789,0.0876581,4.51268e-06,0.0585562
2,15.1255,15.183,11.3423,0.00254339,0.502614,0.506276,3.50291,1.15364e-05,3.68477,3.74227,9.61574,0.00222988,0.176788,0.18045,2.63447,2.59348e-07,, , 0.534418,6.59864,0.293982,15.1163,9.97854,9.61574,0.00222988,0.0155217,0.209117,0.129148,0.0189736,0.00853657,0.640836,2.63447,2.59348e-07,0.920125
3,4.20463,4.22973,7.27779,0.00176661,0.174509,0.175418,2.95081,1.59701e-05,0.890444,0.915548,6.41962,0.00113959,0.0708669,0.0717753,1.22128,1.49556e-07,, , 0.228188,1.44982,0.127988,5.23262,3.22802,6.41962,0.00113959,0.0293457,0.0924659,0.0417726,0.0084037,0.00755516,0.204585,1.22128,1.49556e-07,1.73961
4,6.17916,6.23583,7.76736,0.0081646,0.280331,0.283856,5.63444,3.24175e-05,1.10517,1.16184,6.41654,0.00691055,0.137821,0.141346,2.17642,7.17563e-07,, , 0.469268,1.54823,0.249511,8.74862,4.69842,6.41654,0.00691055,0.0584488,0.186555,0.0761984,0.0164135,0.0118465,0.284231,2.17642,7.17563e-07,3.46485
5,1.53091,1.55176,7.03718,0.0036595,0.0882,0.0896447,7.66537,5.95259e-05,0.275204,0.296061,5.50136,0.0011514,0.048644,0.0500887,0.751535,2.15711e-07,, , 0.172507,0.307138,0.0916197,6.2831,1.66068,5.50136,0.0011514,0.116473,0.0687133,0.024022,0.00599738,0.017688,0.0855392,0.751535,2.15711e-07,6.90454
6,2.44659,2.49062,8.43939,0.0161121,0.151274,0.154453,15.3127,0.000119479,0.449865,0.493892,5.50202,0.0110959,0.0972651,0.100444,1.4853,1.29028e-06,, , 0.353238,0.409594,0.180924,11.9572,2.76674,5.50202,0.0110959,0.232886,0.139011,0.0467762,0.0119217,0.0313899,0.125166,1.4853,1.29028e-06,13.8055
7,0.470081,0.471223,9.57567,0.0180961,0.0297253,0.0300138,49.3714,0.000217817,0.385843,0.386985,0.0131777,0.00101152,0.0163996,0.0166881,0.208699,5.92629e-07,, , 0.0100451,0.757676,0.00510665,12.0326,0.287429,0.0131777,0.00101152,0.827824,0.0135701,0.0183357,0.00118188,0.107445,0.0520212,0.208699,5.92629e-07,49.0734
8,0.0286252,0.0287617,0.0180749,9.84387e-05,0.000539371,0.000545342,0.0602488,2.83962e-07,0.00198921,0.00212572,0.00210401,7.75835e-05,8.75183e-05,9.34884e-05,0.000229628,1.87951e-08,, , 0.00128121,0.00218914,0.000644581,0.0803593,0.0212412,0.00210401,7.75835e-05,0.00101147,7.37667e-05,8.89254e-05,1.83146e-05,0.000321226,0.00074128,0.000229628,1.87951e-08,0.0599602
Total,37.947,30.1909,53.2753,0.051117,1.3,1.24021,84.6094,0.000461632,6.90938,6.99872,34.7034,0.0242856,0.566234,0.560886,8.56559,7.75656e-06,, , 1.83695,11.0806,0.990543,66.3248,24.208,34.7034,0.0242856,1.2825,0.723036,0.339823,0.0642614,0.186405,1.4432,8.56559,7.75656e-06,76.0265


TOPS/W,FPS,TOPS,Peak TOPS/W,Peak FPS,Peak TOPS,
2.11573,0.00823287,1.51832,19.0268,0.020561,3.79188
