Total Area(m^2), Total CIM (FW+AG) Area (m^2), Routing Area(m^2), ADC Area(m^2), Accumulation Area(m^2), Other Logic&Storage Area(m^2), Weight Gradient Area(m^2),
9.52136e-05,3.65072e-07,1.19663e-05,5.4022e-05,9.68277e-06,9.56223e-06,9.61522e-06


layer_number, latency_FW(s), latency_AG(s), latency_WG(s), latency_WU(s), energy_FW(J), energy_AG(J), energy_WG(J), energy_WU(J),Peak_latency_FW(s), Peak_latency_AG(s), Peak_latency_WG(s), Peak_latency_WU(s), Peak_energy_FW(J), Peak_energy_AG(J), Peak_energy_WG(J), Peak_energy_WU(J),, , ADC_latency(s), Accumulation_latency(s), Synaptic Array w/o ADC_latency(s), Buffer_latency(s), IC_latency(s), Weight_gradient_latency(s), Weight_update(s), DRAM_latency(s), ADC_energy(J), Accumulation_energy(J), Synaptic Array w/o ADC_energy(J), Buffer_energy(J), IC_energy(J), Weight_gradient_energy(J), Weight_update_energy(J), DRAM_energy(J)
1,7.96137,0,1.81752,0.00102654,0.0727711,0,0.111504,5.77087e-06,0.115924,0,1.23285,0.0010195,0.0183251,0,0.0876581,5.68138e-06,, , 0.067822,0.00733546,0.0407669,6.87397,1.56697,1.23285,0.0010195,0.000987789,0.0134924,0.00348139,0.00135132,0.00162304,0.0500789,0.0876581,5.68138e-06,0.0585562
2,15.1258,15.1833,11.342,0.0108814,0.500817,0.504585,3.47522,0.000360032,3.68507,3.74258,9.61553,0.0105679,0.174991,0.178759,2.60678,2.20403e-05,, , 0.535032,6.59864,0.293982,15.1163,9.97854,9.61553,0.0105679,0.0155217,0.205651,0.129148,0.0189516,0.00853657,0.640836,2.60678,2.20403e-05,0.920125
3,4.20564,4.23075,7.27607,0.022199,0.174124,0.175459,2.89051,0.00104241,0.891459,0.916563,6.4179,0.021572,0.0704811,0.0718161,1.16098,0.000128454,, , 0.230217,1.44982,0.127988,5.23262,3.22802,6.4179,0.021572,0.0293457,0.0922091,0.0417726,0.00831548,0.00755516,0.204585,1.16098,0.000128454,1.73961
4,6.18241,6.23908,7.76636,0.0420533,0.280288,0.284307,5.56198,0.0010627,1.10842,1.16509,6.41554,0.0407992,0.137778,0.141797,2.10397,0.000258287,, , 0.475768,1.54823,0.249511,8.74862,4.69842,6.41554,0.0407992,0.0584488,0.187065,0.0761984,0.0163114,0.0118465,0.284231,2.10397,0.000258287,3.46485
5,1.53389,1.55475,7.0365,0.0866285,0.0885974,0.0902104,7.64761,0.00106883,0.27819,0.299046,5.50068,0.0841204,0.0490414,0.0506544,0.733771,0.000504868,, , 0.178478,0.307138,0.0916197,6.2831,1.66068,5.50068,0.0841204,0.116473,0.0697112,0.024022,0.00596258,0.017688,0.0855392,0.733771,0.000504868,6.90454
6,2.44897,2.49299,8.43886,0.158684,0.151329,0.154769,15.2771,0.00052156,0.452238,0.496266,5.50149,0.153668,0.0973205,0.10076,1.44977,0.000403371,, , 0.357985,0.409594,0.180924,11.9572,2.76674,5.50149,0.153668,0.232886,0.139436,0.0467762,0.0118679,0.0313899,0.125166,1.44977,0.000403371,13.8055
7,0.470108,0.47125,9.57553,0.234905,0.0296053,0.0299292,49.3644,0.000242197,0.38587,0.387012,0.0130346,0.217821,0.0162796,0.0166034,0.201691,2.49729e-05,, , 0.0100988,0.757676,0.00510665,12.0326,0.287429,0.0130346,0.217821,0.827824,0.0133728,0.0183357,0.00117456,0.107445,0.0520212,0.201691,2.49729e-05,49.0734
8,0.028622,0.0287585,0.0180694,0.000539543,0.000539341,0.000545333,0.0602488,3.29126e-07,0.00198597,0.00212247,0.00209852,0.000518688,8.74883e-05,9.34796e-05,0.000229628,6.39599e-08,, , 0.00127472,0.00218914,0.000644581,0.0803593,0.0212412,0.00209852,0.000518688,0.00101147,7.37322e-05,8.89254e-05,1.83102e-05,0.000321226,0.00074128,0.000229628,6.39599e-08,0.0599602
Total,37.9568,30.2009,53.271,0.556918,1.29807,1.2398,84.3886,0.00430382,6.91915,7.00868,34.6991,0.530086,0.564304,0.560483,8.34484,0.00134774,, , 1.85668,11.0806,0.990543,66.3248,24.208,34.6991,0.530086,1.2825,0.721011,0.339823,0.0639531,0.186405,1.4432,8.34484,0.00134774,76.0265


TOPS/W,FPS,TOPS,Peak TOPS/W,Peak FPS,Peak TOPS,
2.12106,0.00819769,1.51183,19.4723,0.020343,3.75168
