Total Area(m^2), Total CIM (FW+AG) Area (m^2), Routing Area(m^2), ADC Area(m^2), Accumulation Area(m^2), Other Logic&Storage Area(m^2), Weight Gradient Area(m^2),
9.52136e-05,3.65072e-07,1.19663e-05,5.4022e-05,9.68277e-06,9.56223e-06,9.61522e-06


layer_number, latency_FW(s), latency_AG(s), latency_WG(s), latency_WU(s), energy_FW(J), energy_AG(J), energy_WG(J), energy_WU(J),Peak_latency_FW(s), Peak_latency_AG(s), Peak_latency_WG(s), Peak_latency_WU(s), Peak_energy_FW(J), Peak_energy_AG(J), Peak_energy_WG(J), Peak_energy_WU(J),, , ADC_latency(s), Accumulation_latency(s), Synaptic Array w/o ADC_latency(s), Buffer_latency(s), IC_latency(s), Weight_gradient_latency(s), Weight_update(s), DRAM_latency(s), ADC_energy(J), Accumulation_energy(J), Synaptic Array w/o ADC_energy(J), Buffer_energy(J), IC_energy(J), Weight_gradient_energy(J), Weight_update_energy(J), DRAM_energy(J)
1,7.9614,0,1.81752,0.00102654,0.0727756,0,0.111504,6.78597e-06,0.115952,0,1.23285,0.0010195,0.0183297,0,0.0876581,6.69648e-06,, , 0.0678493,0.00733546,0.0407669,6.87397,1.56697,1.23285,0.0010195,0.000987789,0.013497,0.00348139,0.00135132,0.00162304,0.0500789,0.0876581,6.69648e-06,0.0585562
2,15.1257,15.1832,11.3423,0.0104736,0.501059,0.504723,3.50291,0.000748002,3.68499,3.74249,9.61574,0.01016,0.175233,0.178897,2.63447,4.62884e-05,, , 0.534863,6.59864,0.293982,15.1163,9.97854,9.61574,0.01016,0.0155217,0.20601,0.129148,0.0189731,0.00853657,0.640836,2.63447,4.62884e-05,0.920125
3,4.20573,4.23084,7.27563,0.0192363,0.17413,0.175574,2.86639,0.000212758,0.891549,0.916653,6.41746,0.0186092,0.0704874,0.071931,1.13685,2.4748e-05,, , 0.230398,1.44982,0.127988,5.23262,3.22802,6.41746,0.0186092,0.0293457,0.0923528,0.0417726,0.00829301,0.00755516,0.204585,1.13685,2.4748e-05,1.73961
4,6.18233,6.239,7.7664,0.0363159,0.280318,0.284317,5.56199,0.00013855,1.10834,1.16501,6.41558,0.0350618,0.137808,0.141807,2.10397,2.72507e-05,, , 0.475615,1.54823,0.249511,8.74862,4.69842,6.41558,0.0350618,0.0584488,0.187101,0.0761984,0.0163155,0.0118465,0.284231,2.10397,2.72507e-05,3.46485
5,1.5331,1.55395,7.03649,0.0711191,0.0885182,0.0901332,7.64761,0.000152166,0.277393,0.298249,5.50067,0.068611,0.0489622,0.0505772,0.733771,4.65358e-05,, , 0.176884,0.307138,0.0916197,6.2831,1.66068,5.50067,0.068611,0.116473,0.0695552,0.024022,0.00596217,0.017688,0.0855392,0.733771,4.65358e-05,6.90454
6,2.44886,2.49289,8.43896,0.164246,0.1511,0.154488,15.2772,0.000776194,0.452135,0.496163,5.50159,0.15923,0.0970906,0.100479,1.44977,0.000658005,, , 0.35778,0.409594,0.180924,11.9572,2.76674,5.50159,0.15923,0.232886,0.138915,0.0467762,0.0118784,0.0313899,0.125166,1.44977,0.000658005,13.8055
7,0.470023,0.471165,9.57554,0.3141,0.0295508,0.0298721,49.3644,0.000259769,0.385786,0.386928,0.0130451,0.297015,0.0162251,0.0165463,0.201691,4.25449e-05,, , 0.00993049,0.757676,0.00510665,12.0326,0.287429,0.0130451,0.297015,0.827824,0.0132607,0.0183357,0.0011751,0.107445,0.0520212,0.201691,4.25449e-05,49.0734
8,0.0286226,0.0287591,0.0180469,0.000818341,0.000539276,0.000545354,0.0602466,3.64007e-07,0.00198661,0.00212311,0.00207601,0.000797486,8.74229e-05,9.35011e-05,0.000227484,9.88406e-08,, , 0.00127601,0.00218914,0.000644581,0.0803593,0.0212412,0.00207601,0.000797486,0.00101147,7.37063e-05,8.89254e-05,1.82922e-05,0.000321226,0.00074128,0.000227484,9.88406e-08,0.0599602
Total,37.9558,30.1998,53.2709,0.617335,1.29799,1.23965,84.3922,0.00229459,6.91813,7.00762,34.699,0.590504,0.564224,0.560331,8.34841,0.000852168,, , 1.8546,11.0806,0.990543,66.3248,24.208,34.699,0.590504,1.2825,0.720765,0.339823,0.0639668,0.186405,1.4432,8.34841,0.000852168,76.0265


TOPS/W,FPS,TOPS,Peak TOPS/W,Peak FPS,Peak TOPS,
2.12103,0.00819378,1.51111,19.4664,0.0203189,3.74724
