Total Area(m^2), Total CIM (FW+AG) Area (m^2), Routing Area(m^2), ADC Area(m^2), Accumulation Area(m^2), Other Logic&Storage Area(m^2), Weight Gradient Area(m^2),
9.52136e-05,3.65072e-07,1.19663e-05,5.4022e-05,9.68277e-06,9.56223e-06,9.61522e-06


layer_number, latency_FW(s), latency_AG(s), latency_WG(s), latency_WU(s), energy_FW(J), energy_AG(J), energy_WG(J), energy_WU(J),Peak_latency_FW(s), Peak_latency_AG(s), Peak_latency_WG(s), Peak_latency_WU(s), Peak_energy_FW(J), Peak_energy_AG(J), Peak_energy_WG(J), Peak_energy_WU(J),, , ADC_latency(s), Accumulation_latency(s), Synaptic Array w/o ADC_latency(s), Buffer_latency(s), IC_latency(s), Weight_gradient_latency(s), Weight_update(s), DRAM_latency(s), ADC_energy(J), Accumulation_energy(J), Synaptic Array w/o ADC_energy(J), Buffer_energy(J), IC_energy(J), Weight_gradient_energy(J), Weight_update_energy(J), DRAM_energy(J)
1,7.96141,0,1.81752,0.00102654,0.0727776,0,0.111504,7.47017e-06,0.115963,0,1.23285,0.0010195,0.0183317,0,0.0876581,7.38068e-06,, , 0.0678608,0.00733546,0.0407669,6.87397,1.56697,1.23285,0.0010195,0.000987789,0.013499,0.00348139,0.00135132,0.00162304,0.0500789,0.0876581,7.38068e-06,0.0585562
2,15.125,15.1825,11.3423,0.0111132,0.501709,0.505353,3.50292,0.000684827,3.6843,3.74181,9.61578,0.0107997,0.175884,0.179527,2.63447,4.234e-05,, , 0.533489,6.59864,0.293982,15.1163,9.97854,9.61578,0.0107997,0.0155217,0.207286,0.129148,0.0189773,0.00853657,0.640836,2.63447,4.234e-05,0.920125
3,4.20575,4.23086,7.27553,0.0214021,0.174092,0.175561,2.86638,0.00152429,0.891568,0.916672,6.41736,0.0207751,0.0704498,0.0719183,1.13685,0.00018869,, , 0.230436,1.44982,0.127988,5.23262,3.22802,6.41736,0.0207751,0.0293457,0.0923077,0.0417726,0.00828787,0.00755516,0.204585,1.13685,0.00018869,1.73961
4,6.18244,6.23911,7.7666,0.0427133,0.280507,0.284406,5.58613,0.00104531,1.10845,1.16512,6.41578,0.0414592,0.137997,0.141896,2.12812,0.00025394,, , 0.475834,1.54823,0.249511,8.74862,4.69842,6.41578,0.0414592,0.0584488,0.187358,0.0761984,0.0163362,0.0118465,0.284231,2.12812,0.00025394,3.46485
5,1.53307,1.55392,7.03651,0.0848928,0.0885867,0.0901978,7.64761,0.00111649,0.277364,0.29822,5.50069,0.0823847,0.0490308,0.0506419,0.733771,0.000528697,, , 0.176826,0.307138,0.0916197,6.2831,1.66068,5.50069,0.0823847,0.116473,0.0696877,0.024022,0.00596297,0.017688,0.0855392,0.733771,0.000528697,6.90454
6,2.44899,2.49302,8.43871,0.163872,0.151574,0.155088,15.2594,0.00073234,0.452266,0.496293,5.50134,0.158856,0.0975651,0.101079,1.432,0.000614151,, , 0.35804,0.409594,0.180924,11.9572,2.76674,5.50134,0.158856,0.232886,0.140015,0.0467762,0.0118525,0.0313899,0.125166,1.432,0.000614151,13.8055
7,0.470121,0.471263,9.57547,0.219342,0.0295321,0.0298706,49.3609,0.000239876,0.385883,0.387025,0.0129753,0.202257,0.0162063,0.0165448,0.198186,2.26519e-05,, , 0.0101251,0.757676,0.00510665,12.0326,0.287429,0.0129753,0.202257,0.827824,0.013244,0.0183357,0.00117153,0.107445,0.0520212,0.198186,2.26519e-05,49.0734
8,0.0286155,0.028752,0.0181062,0.000859062,0.000539378,0.000545227,0.0602509,3.83206e-07,0.00197951,0.00211601,0.00213531,0.000838207,8.75245e-05,9.33737e-05,0.000231771,1.18039e-07,, , 0.0012618,0.00218914,0.000644581,0.0803593,0.0212412,0.00213531,0.000838207,0.00101147,7.36331e-05,8.89254e-05,1.83396e-05,0.000321226,0.00074128,0.000231771,1.18039e-07,0.0599602
Total,37.9554,30.1995,53.2707,0.545221,1.29932,1.24102,84.3951,0.00535098,6.91777,7.00726,34.6989,0.51839,0.565552,0.5617,8.35128,0.00165797,, , 1.85387,11.0806,0.990543,66.3248,24.208,34.6989,0.51839,1.2825,0.723471,0.339823,0.063958,0.186405,1.4432,8.35128,0.00165797,76.0265


TOPS/W,FPS,TOPS,Peak TOPS/W,Peak FPS,Peak TOPS,
2.12082,0.00819868,1.51201,19.4533,0.0203491,3.7528
