Total Area(m^2), Total CIM (FW+AG) Area (m^2), Routing Area(m^2), ADC Area(m^2), Accumulation Area(m^2), Other Logic&Storage Area(m^2), Weight Gradient Area(m^2),
9.52136e-05,3.65072e-07,1.19663e-05,5.4022e-05,9.68277e-06,9.56223e-06,9.61522e-06


layer_number, latency_FW(s), latency_AG(s), latency_WG(s), latency_WU(s), energy_FW(J), energy_AG(J), energy_WG(J), energy_WU(J),Peak_latency_FW(s), Peak_latency_AG(s), Peak_latency_WG(s), Peak_latency_WU(s), Peak_energy_FW(J), Peak_energy_AG(J), Peak_energy_WG(J), Peak_energy_WU(J),, , ADC_latency(s), Accumulation_latency(s), Synaptic Array w/o ADC_latency(s), Buffer_latency(s), IC_latency(s), Weight_gradient_latency(s), Weight_update(s), DRAM_latency(s), ADC_energy(J), Accumulation_energy(J), Synaptic Array w/o ADC_energy(J), Buffer_energy(J), IC_energy(J), Weight_gradient_energy(J), Weight_update_energy(J), DRAM_energy(J)
1,7.96137,0,1.81752,0.00102654,0.0727701,0,0.111504,9.50979e-06,0.115921,0,1.23285,0.0010195,0.0183241,0,0.0876581,9.4203e-06,, , 0.0678182,0.00733546,0.0407669,6.87397,1.56697,1.23285,0.0010195,0.000987789,0.0134914,0.00348139,0.00135132,0.00162304,0.0500789,0.0876581,9.4203e-06,0.0585562
2,15.1253,15.1828,11.3421,0.0108396,0.500421,0.504182,3.47522,0.000655633,3.68453,3.74204,9.61554,0.0105261,0.174595,0.178356,2.60678,4.05154e-05,, , 0.533956,6.59864,0.293982,15.1163,9.97854,9.61554,0.0105261,0.0155217,0.20485,0.129148,0.0189531,0.00853657,0.640836,2.60678,4.05154e-05,0.920125
3,4.20574,4.23084,7.2758,0.0218208,0.174107,0.175506,2.87845,0.00146046,0.891552,0.916656,6.41764,0.0211938,0.070464,0.0718635,1.14891,0.000180711,, , 0.230403,1.44982,0.127988,5.23262,3.22802,6.41764,0.0211938,0.0293457,0.0922528,0.0417726,0.00830214,0.00755516,0.204585,1.14891,0.000180711,1.73961
4,6.18304,6.23972,7.76655,0.0433466,0.280011,0.283937,5.58613,0.00157279,1.10905,1.16573,6.41573,0.0420926,0.137501,0.141426,2.12811,0.000385811,, , 0.477042,1.54823,0.249511,8.74862,4.69842,6.41573,0.0420926,0.0584488,0.186399,0.0761984,0.0163307,0.0118465,0.284231,2.12811,0.000385811,3.46485
5,1.53223,1.55308,7.03677,0.072578,0.0883736,0.0899205,7.65649,0.000176494,0.276524,0.297381,5.50095,0.0700699,0.0488176,0.0503646,0.742652,5.86999e-05,, , 0.175147,0.307138,0.0916197,6.2831,1.66068,5.50095,0.0700699,0.116473,0.0691839,0.024022,0.00597624,0.017688,0.0855392,0.742652,5.86999e-05,6.90454
6,2.44762,2.49165,8.43903,0.137526,0.151155,0.15451,15.2772,0.000192756,0.45089,0.494918,5.50166,0.13251,0.097146,0.100501,1.44978,7.45672e-05,, , 0.355289,0.409594,0.180924,11.9572,2.76674,5.50166,0.13251,0.232886,0.138986,0.0467762,0.0118853,0.0313899,0.125166,1.44978,7.45672e-05,13.8055
7,0.470096,0.471238,9.5755,0.250371,0.0295049,0.0298364,49.3627,0.000245307,0.385858,0.387,0.0130035,0.233287,0.0161792,0.0165107,0.199939,2.80828e-05,, , 0.010076,0.757676,0.00510665,12.0326,0.287429,0.0130035,0.233287,0.827824,0.0131812,0.0183357,0.00117297,0.107445,0.0520212,0.199939,2.80828e-05,49.0734
8,0.0286194,0.0287559,0.0180403,0.00114884,0.000539252,0.000545355,0.0602466,3.93776e-07,0.00198342,0.00211993,0.00206942,0.00112798,8.73987e-05,9.35023e-05,0.000227484,1.2861e-07,, , 0.00126963,0.00218914,0.000644581,0.0803593,0.0212412,0.00206942,0.00112798,0.00101147,7.36886e-05,8.89254e-05,1.8287e-05,0.000321226,0.00074128,0.000227484,1.2861e-07,0.0599602
Total,37.954,30.198,53.2713,0.538658,1.29688,1.23844,84.4079,0.00431335,6.91631,7.00584,34.6994,0.511827,0.563115,0.559116,8.36406,0.000777936,, , 1.851,11.0806,0.990543,66.3248,24.208,34.6994,0.511827,1.2825,0.718418,0.339823,0.0639901,0.186405,1.4432,8.36406,0.000777936,76.0265


TOPS/W,FPS,TOPS,Peak TOPS/W,Peak FPS,Peak TOPS,
2.12066,0.00819928,1.51212,19.4392,0.0203527,3.75348
