Total Area(m^2), Total CIM (FW+AG) Area (m^2), Routing Area(m^2), ADC Area(m^2), Accumulation Area(m^2), Other Logic&Storage Area(m^2), Weight Gradient Area(m^2),
9.52136e-05,3.65072e-07,1.19663e-05,5.4022e-05,9.68277e-06,9.56223e-06,9.61522e-06


layer_number, latency_FW(s), latency_AG(s), latency_WG(s), latency_WU(s), energy_FW(J), energy_AG(J), energy_WG(J), energy_WU(J),Peak_latency_FW(s), Peak_latency_AG(s), Peak_latency_WG(s), Peak_latency_WU(s), Peak_energy_FW(J), Peak_energy_AG(J), Peak_energy_WG(J), Peak_energy_WU(J),, , ADC_latency(s), Accumulation_latency(s), Synaptic Array w/o ADC_latency(s), Buffer_latency(s), IC_latency(s), Weight_gradient_latency(s), Weight_update(s), DRAM_latency(s), ADC_energy(J), Accumulation_energy(J), Synaptic Array w/o ADC_energy(J), Buffer_energy(J), IC_energy(J), Weight_gradient_energy(J), Weight_update_energy(J), DRAM_energy(J)
1,7.96143,0,1.81752,0.00102654,0.0727814,0,0.111504,5.80236e-06,0.115981,0,1.23285,0.0010195,0.0183355,0,0.0876581,5.71286e-06,, , 0.0678788,0.00733546,0.0407669,6.87397,1.56697,1.23285,0.0010195,0.000987789,0.0135028,0.00348139,0.00135132,0.00162304,0.0500789,0.0876581,5.71286e-06,0.0585562
2,15.1257,15.1832,11.3423,0.0105238,0.501264,0.504917,3.50292,0.00084114,3.68499,3.74249,9.61576,0.0102102,0.175439,0.179092,2.63447,5.21096e-05,, , 0.534859,6.59864,0.293982,15.1163,9.97854,9.61576,0.0102102,0.0155217,0.206407,0.129148,0.0189754,0.00853657,0.640836,2.63447,5.21096e-05,0.920125
3,4.20623,4.23133,7.27539,0.0211476,0.174142,0.175645,2.85432,0.00116558,0.892042,0.917147,6.41722,0.0205206,0.0704995,0.0720021,1.12479,0.000143851,, , 0.231384,1.44982,0.127988,5.23262,3.22802,6.41722,0.0205206,0.0293457,0.0924482,0.0417726,0.00828082,0.00755516,0.204585,1.12479,0.000143851,1.73961
4,6.18246,6.23913,7.76642,0.0429825,0.280455,0.284442,5.56199,0.00137007,1.10847,1.16514,6.4156,0.0417285,0.137945,0.141932,2.10397,0.00033513,, , 0.475871,1.54823,0.249511,8.74862,4.69842,6.4156,0.0417285,0.0584488,0.18736,0.0761984,0.0163179,0.0118465,0.284231,2.10397,0.00033513,3.46485
5,1.53412,1.55498,7.03659,0.0835734,0.0885237,0.0901159,7.64761,0.00107487,0.278419,0.299276,5.50077,0.0810653,0.0489677,0.05056,0.733773,0.000507886,, , 0.178937,0.307138,0.0916197,6.2831,1.66068,5.50077,0.0810653,0.116473,0.0695388,0.024022,0.00596688,0.017688,0.0855392,0.733773,0.000507886,6.90454
6,2.44931,2.49334,8.43883,0.162085,0.151741,0.155195,15.2771,0.000618986,0.452582,0.49661,5.50146,0.157069,0.097732,0.101186,1.44977,0.000500797,, , 0.358673,0.409594,0.180924,11.9572,2.76674,5.50146,0.157069,0.232886,0.140277,0.0467762,0.0118648,0.0313899,0.125166,1.44977,0.000500797,13.8055
7,0.470155,0.471297,9.57546,0.237027,0.029598,0.0299388,49.3609,0.000242821,0.385917,0.387059,0.0129659,0.219942,0.0162723,0.0166131,0.198185,2.55964e-05,, , 0.010193,0.757676,0.00510665,12.0326,0.287429,0.0129659,0.219942,0.827824,0.0133787,0.0183357,0.00117105,0.107445,0.0520212,0.198185,2.55964e-05,49.0734
8,0.028621,0.0287575,0.0180612,0.000835693,0.000539308,0.000545331,0.0602466,3.58723e-07,0.00198496,0.00212147,0.00209029,0.000814838,8.7455e-05,9.34781e-05,0.000227485,9.35568e-08,, , 0.00127272,0.00218914,0.000644581,0.0803593,0.0212412,0.00209029,0.000814838,0.00101147,7.37041e-05,8.89254e-05,1.83037e-05,0.000321226,0.00074128,0.000227485,9.35568e-08,0.0599602
Total,37.958,30.202,53.2706,0.559202,1.29904,1.2408,84.3767,0.00531963,6.92038,7.00985,34.6987,0.53237,0.565278,0.561478,8.33284,0.00157118,, , 1.85907,11.0806,0.990543,66.3248,24.208,34.6987,0.53237,1.2825,0.722987,0.339823,0.0639465,0.186405,1.4432,8.33284,0.00157118,76.0265


TOPS/W,FPS,TOPS,Peak TOPS/W,Peak FPS,Peak TOPS,
2.12128,0.0081974,1.51178,19.4924,0.0203412,3.75135
