Total Area(m^2), Total CIM (FW+AG) Area (m^2), Routing Area(m^2), ADC Area(m^2), Accumulation Area(m^2), Other Logic&Storage Area(m^2), Weight Gradient Area(m^2),
9.52136e-05,3.65072e-07,1.19663e-05,5.4022e-05,9.68277e-06,9.56223e-06,9.61522e-06


layer_number, latency_FW(s), latency_AG(s), latency_WG(s), latency_WU(s), energy_FW(J), energy_AG(J), energy_WG(J), energy_WU(J),Peak_latency_FW(s), Peak_latency_AG(s), Peak_latency_WG(s), Peak_latency_WU(s), Peak_energy_FW(J), Peak_energy_AG(J), Peak_energy_WG(J), Peak_energy_WU(J),, , ADC_latency(s), Accumulation_latency(s), Synaptic Array w/o ADC_latency(s), Buffer_latency(s), IC_latency(s), Weight_gradient_latency(s), Weight_update(s), DRAM_latency(s), ADC_energy(J), Accumulation_energy(J), Synaptic Array w/o ADC_energy(J), Buffer_energy(J), IC_energy(J), Weight_gradient_energy(J), Weight_update_energy(J), DRAM_energy(J)
1,7.96133,0,1.81752,0.00103279,0.0727636,0,0.111504,9.60617e-06,0.115887,0,1.23285,0.00102575,0.0183176,0,0.0876581,9.51668e-06,, , 0.0677847,0.00733546,0.0407669,6.87397,1.56697,1.23285,0.00102575,0.000987789,0.0134849,0.00348139,0.00135132,0.00162304,0.0500789,0.0876581,9.51668e-06,0.0585562
2,15.1253,15.1828,11.3418,0.0111136,0.501204,0.50508,3.44753,4.79284e-05,3.68458,3.74208,9.61531,0.0108001,0.175378,0.179255,2.57908,2.53385e-06,, , 0.53404,6.59864,0.293982,15.1163,9.97854,9.61531,0.0108001,0.0155217,0.206556,0.129148,0.0189292,0.00853657,0.640836,2.57908,2.53385e-06,0.920125
3,4.20595,4.23105,7.27566,0.0214049,0.174119,0.175553,2.86639,0.00162825,0.891762,0.916867,6.41749,0.0207779,0.0704761,0.0719105,1.13686,0.000201684,, , 0.230825,1.44982,0.127988,5.23262,3.22802,6.41749,0.0207779,0.0293457,0.092319,0.0417726,0.00829492,0.00755516,0.204585,1.13686,0.000201684,1.73961
4,6.1821,6.23877,7.7664,0.0393823,0.280124,0.284121,5.56199,0.00031701,1.10811,1.16478,6.41559,0.0381283,0.137614,0.14161,2.10397,7.18657e-05,, , 0.475153,1.54823,0.249511,8.74862,4.69842,6.41559,0.0381283,0.0584488,0.18671,0.0761984,0.0163159,0.0118465,0.284231,2.10397,7.18657e-05,3.46485
5,1.53277,1.55363,7.03694,0.0828305,0.088294,0.0897981,7.66537,0.000812695,0.277065,0.297922,5.50112,0.0803223,0.0487381,0.0502421,0.751529,0.0003768,, , 0.176229,0.307138,0.0916197,6.2831,1.66068,5.50112,0.0803223,0.116473,0.068973,0.024022,0.00598512,0.017688,0.0855392,0.751529,0.0003768,6.90454
6,2.44785,2.49188,8.43925,0.158544,0.151273,0.154521,15.2949,0.000450524,0.451126,0.495154,5.50188,0.153528,0.0972642,0.100512,1.46754,0.000332335,, , 0.355762,0.409594,0.180924,11.9572,2.76674,5.50188,0.153528,0.232886,0.139092,0.0467762,0.0119076,0.0313899,0.125166,1.46754,0.000332335,13.8055
7,0.470122,0.471264,9.57547,0.281762,0.0297537,0.0300914,49.3609,0.000251389,0.385884,0.387026,0.0129783,0.264678,0.016428,0.0167657,0.198186,3.41645e-05,, , 0.0101267,0.757676,0.00510665,12.0326,0.287429,0.0129783,0.264678,0.827824,0.0136863,0.0183357,0.00117169,0.107445,0.0520212,0.198186,3.41645e-05,49.0734
8,0.0286175,0.028754,0.0180672,0.000888831,0.000539304,0.000545304,0.0602488,3.67622e-07,0.00198152,0.00211803,0.00209633,0.000867976,8.74511e-05,9.34509e-05,0.000229627,1.02455e-07,, , 0.00126583,0.00218914,0.000644581,0.0803593,0.0212412,0.00209633,0.000867976,0.00101147,7.36681e-05,8.89254e-05,1.83085e-05,0.000321226,0.00074128,0.000229627,1.02455e-07,0.0599602
Total,37.954,30.1982,53.2712,0.596959,1.29807,1.23971,84.3689,0.00351777,6.91639,7.00595,34.6993,0.570128,0.564303,0.560389,8.32505,0.001029,, , 1.85119,11.0806,0.990543,66.3248,24.208,34.6993,0.570128,1.2825,0.720895,0.339823,0.063974,0.186405,1.4432,8.32505,0.001029,76.0265


TOPS/W,FPS,TOPS,Peak TOPS/W,Peak FPS,Peak TOPS,
2.12157,0.00819536,1.5114,19.5139,0.0203286,3.74903
