Total Area(m^2), Total CIM (FW+AG) Area (m^2), Routing Area(m^2), ADC Area(m^2), Accumulation Area(m^2), Other Logic&Storage Area(m^2), Weight Gradient Area(m^2),
9.52136e-05,3.65072e-07,1.19663e-05,5.4022e-05,9.68277e-06,9.56223e-06,9.61522e-06


layer_number, latency_FW(s), latency_AG(s), latency_WG(s), latency_WU(s), energy_FW(J), energy_AG(J), energy_WG(J), energy_WU(J),Peak_latency_FW(s), Peak_latency_AG(s), Peak_latency_WG(s), Peak_latency_WU(s), Peak_energy_FW(J), Peak_energy_AG(J), Peak_energy_WG(J), Peak_energy_WU(J),, , ADC_latency(s), Accumulation_latency(s), Synaptic Array w/o ADC_latency(s), Buffer_latency(s), IC_latency(s), Weight_gradient_latency(s), Weight_update(s), DRAM_latency(s), ADC_energy(J), Accumulation_energy(J), Synaptic Array w/o ADC_energy(J), Buffer_energy(J), IC_energy(J), Weight_gradient_energy(J), Weight_update_energy(J), DRAM_energy(J)
1,7.96137,0,1.81752,0.00108904,0.0727698,0,0.111504,9.45691e-06,0.115921,0,1.23285,0.001082,0.0183239,0,0.0876581,9.36742e-06,, , 0.0678185,0.00733546,0.0407669,6.87397,1.56697,1.23285,0.001082,0.000987789,0.0134912,0.00348139,0.00135132,0.00162304,0.0500789,0.0876581,9.36742e-06,0.0585562
2,15.1248,15.1823,11.3422,0.0108863,0.501245,0.504961,3.50291,0.000542372,3.68412,3.74163,9.61563,0.0105727,0.175419,0.179135,2.63446,3.34366e-05,, , 0.533133,6.59864,0.293982,15.1163,9.97854,9.61563,0.0105727,0.0155217,0.206444,0.129148,0.0189623,0.00853657,0.640836,2.63446,3.34366e-05,0.920125
3,4.20559,4.2307,7.27578,0.0217848,0.17411,0.175515,2.87844,0.000532252,0.891406,0.91651,6.41761,0.0211578,0.0704672,0.0718724,1.14891,6.46847e-05,, , 0.230111,1.44982,0.127988,5.23262,3.22802,6.41761,0.0211578,0.0293457,0.092266,0.0417726,0.00830096,0.00755516,0.204585,1.14891,6.46847e-05,1.73961
4,6.18269,6.23937,7.76621,0.0431419,0.280131,0.284222,5.56197,0.000814872,1.1087,1.16538,6.41539,0.0418878,0.137621,0.141712,2.10396,0.000196331,, , 0.47634,1.54823,0.249511,8.74862,4.69842,6.41539,0.0418878,0.0584488,0.186838,0.0761984,0.0162963,0.0118465,0.284231,2.10396,0.000196331,3.46485
5,1.53274,1.55359,7.0365,0.0852758,0.0885763,0.0901911,7.64761,0.00110583,0.277032,0.297888,5.50067,0.0827677,0.0490203,0.0506352,0.733771,0.000523367,, , 0.176162,0.307138,0.0916197,6.2831,1.66068,5.50067,0.0827677,0.116473,0.0696713,0.024022,0.0059622,0.017688,0.0855392,0.733771,0.000523367,6.90454
6,2.44887,2.4929,8.43872,0.169825,0.151284,0.154792,15.2594,0.00116782,0.452141,0.496169,5.50135,0.164809,0.0972752,0.100783,1.432,0.00104963,, , 0.357792,0.409594,0.180924,11.9572,2.76674,5.50135,0.164809,0.232886,0.139428,0.0467762,0.0118538,0.0313899,0.125166,1.432,0.00104963,13.8055
7,0.470111,0.471253,9.57556,0.23808,0.0295353,0.0298506,49.3662,0.000242768,0.385873,0.387015,0.0130691,0.220995,0.0162096,0.0165249,0.203443,2.55436e-05,, , 0.010106,0.757676,0.00510665,12.0326,0.287429,0.0130691,0.220995,0.827824,0.0132225,0.0183357,0.00117633,0.107445,0.0520212,0.203443,2.55436e-05,49.0734
8,0.0286167,0.0287532,0.0180584,0.000871603,0.000539281,0.000545315,0.0602466,3.7062e-07,0.00198068,0.00211718,0.00208754,0.000850748,8.74281e-05,9.34618e-05,0.000227485,1.05454e-07,, , 0.00126415,0.00218914,0.000644581,0.0803593,0.0212412,0.00208754,0.000850748,0.00101147,7.3663e-05,8.89254e-05,1.83015e-05,0.000321226,0.00074128,0.000227485,1.05454e-07,0.0599602
Total,37.9548,30.1989,53.2705,0.570955,1.29819,1.24008,84.3882,0.00441574,6.91718,7.0067,34.6987,0.544123,0.564423,0.560756,8.34443,0.00190247,, , 1.85273,11.0806,0.990543,66.3248,24.208,34.6987,0.544123,1.2825,0.721435,0.339823,0.0639216,0.186405,1.4432,8.34443,0.00190247,76.0265


TOPS/W,FPS,TOPS,Peak TOPS/W,Peak FPS,Peak TOPS,
2.12106,0.00819704,1.51171,19.4712,0.020339,3.75094
