Total Area(m^2), Total CIM (FW+AG) Area (m^2), Routing Area(m^2), ADC Area(m^2), Accumulation Area(m^2), Other Logic&Storage Area(m^2), Weight Gradient Area(m^2),
9.52136e-05,3.65072e-07,1.19663e-05,5.4022e-05,9.68277e-06,9.56223e-06,9.61522e-06


layer_number, latency_FW(s), latency_AG(s), latency_WG(s), latency_WU(s), energy_FW(J), energy_AG(J), energy_WG(J), energy_WU(J),Peak_latency_FW(s), Peak_latency_AG(s), Peak_latency_WG(s), Peak_latency_WU(s), Peak_energy_FW(J), Peak_energy_AG(J), Peak_energy_WG(J), Peak_energy_WU(J),, , ADC_latency(s), Accumulation_latency(s), Synaptic Array w/o ADC_latency(s), Buffer_latency(s), IC_latency(s), Weight_gradient_latency(s), Weight_update(s), DRAM_latency(s), ADC_energy(J), Accumulation_energy(J), Synaptic Array w/o ADC_energy(J), Buffer_energy(J), IC_energy(J), Weight_gradient_energy(J), Weight_update_energy(J), DRAM_energy(J)
1,7.96138,0,1.81752,0.00102029,0.0727716,0,0.111504,5.39595e-06,0.115929,0,1.23285,0.00101325,0.0183257,0,0.0876581,5.30646e-06,, , 0.0678263,0.00733546,0.0407669,6.87397,1.56697,1.23285,0.00101325,0.000987789,0.013493,0.00348139,0.00135132,0.00162304,0.0500789,0.0876581,5.30646e-06,0.0585562
2,15.1259,15.1834,11.342,0.0107252,0.501001,0.504811,3.47522,0.00232998,3.68523,3.74273,9.61544,0.0104117,0.175176,0.178985,2.60677,0.000145162,, , 0.535339,6.59864,0.293982,15.1163,9.97854,9.61544,0.0104117,0.0155217,0.20607,0.129148,0.0189431,0.00853657,0.640836,2.60677,0.000145162,0.920125
3,4.20555,4.23065,7.27578,0.022111,0.174158,0.175564,2.87844,0.000308142,0.891361,0.916466,6.41761,0.021484,0.0705153,0.0719216,1.14891,3.66711e-05,, , 0.230022,1.44982,0.127988,5.23262,3.22802,6.41761,0.021484,0.0293457,0.0923636,0.0417726,0.00830071,0.00755516,0.204585,1.14891,3.66711e-05,1.73961
4,6.18255,6.23922,7.76633,0.0396406,0.280098,0.284129,5.56198,0.000383733,1.10856,1.16523,6.41552,0.0383865,0.137588,0.141619,2.10397,8.85466e-05,, , 0.476056,1.54823,0.249511,8.74862,4.69842,6.41552,0.0383865,0.0584488,0.1867,0.0761984,0.0163088,0.0118465,0.284231,2.10397,8.85466e-05,3.46485
5,1.53227,1.55312,7.03691,0.0832903,0.0883134,0.0898268,7.65649,0.000928605,0.276563,0.29742,5.50108,0.0807822,0.0487574,0.0502708,0.742656,0.000434755,, , 0.175226,0.307138,0.0916197,6.2831,1.66068,5.50108,0.0807822,0.116473,0.0690231,0.024022,0.00598318,0.017688,0.0855392,0.742656,0.000434755,6.90454
6,2.44827,2.4923,8.43892,0.148252,0.151557,0.154967,15.2772,0.000255494,0.451543,0.495571,5.50155,0.143235,0.0975482,0.100958,1.44977,0.000137306,, , 0.356596,0.409594,0.180924,11.9572,2.76674,5.50155,0.143235,0.232886,0.139856,0.0467762,0.0118741,0.0313899,0.125166,1.44977,0.000137306,13.8055
7,0.470119,0.471261,9.5755,0.203436,0.0297019,0.030034,49.3627,0.000237973,0.385881,0.387023,0.013001,0.186351,0.0163762,0.0167083,0.199938,2.07485e-05,, , 0.0101213,0.757676,0.00510665,12.0326,0.287429,0.013001,0.186351,0.827824,0.013576,0.0183357,0.00117285,0.107445,0.0520212,0.199938,2.07485e-05,49.0734
8,0.0286153,0.0287518,0.0180743,0.000788722,0.00053932,0.000545292,0.0602488,3.48137e-07,0.00197928,0.00211578,0.00210346,0.000767867,8.74665e-05,9.34386e-05,0.000229628,8.29704e-08,, , 0.00126135,0.00218914,0.000644581,0.0803593,0.0212412,0.00210346,0.000767867,0.00101147,7.36655e-05,8.89254e-05,1.83142e-05,0.000321226,0.00074128,0.000229628,8.29704e-08,0.0599602
Total,37.9547,30.1988,53.271,0.509263,1.29814,1.23988,84.3837,0.00444968,6.91704,7.00656,34.6992,0.482432,0.564374,0.560556,8.3399,0.000868579,, , 1.85245,11.0806,0.990543,66.3248,24.208,34.6992,0.482432,1.2825,0.721155,0.339823,0.0639523,0.186405,1.4432,8.3399,0.000868579,76.0265


TOPS/W,FPS,TOPS,Peak TOPS/W,Peak FPS,Peak TOPS,
2.12118,0.00820118,1.51247,19.4831,0.0203644,3.75564
