Total Area(m^2), Total CIM (FW+AG) Area (m^2), Routing Area(m^2), ADC Area(m^2), Accumulation Area(m^2), Other Logic&Storage Area(m^2), Weight Gradient Area(m^2),
9.52136e-05,3.65072e-07,1.19663e-05,5.4022e-05,9.68277e-06,9.56223e-06,9.61522e-06


layer_number, latency_FW(s), latency_AG(s), latency_WG(s), latency_WU(s), energy_FW(J), energy_AG(J), energy_WG(J), energy_WU(J),Peak_latency_FW(s), Peak_latency_AG(s), Peak_latency_WG(s), Peak_latency_WU(s), Peak_energy_FW(J), Peak_energy_AG(J), Peak_energy_WG(J), Peak_energy_WU(J),, , ADC_latency(s), Accumulation_latency(s), Synaptic Array w/o ADC_latency(s), Buffer_latency(s), IC_latency(s), Weight_gradient_latency(s), Weight_update(s), DRAM_latency(s), ADC_energy(J), Accumulation_energy(J), Synaptic Array w/o ADC_energy(J), Buffer_energy(J), IC_energy(J), Weight_gradient_energy(J), Weight_update_energy(J), DRAM_energy(J)
1,7.96136,0,1.81752,0.00104529,0.0727697,0,0.111504,9.88249e-06,0.115917,0,1.23285,0.00103825,0.0183238,0,0.0876581,9.79299e-06,, , 0.0678146,0.00733546,0.0407669,6.87397,1.56697,1.23285,0.00103825,0.000987789,0.0134911,0.00348139,0.00135132,0.00162304,0.0500789,0.0876581,9.79299e-06,0.0585562
2,15.1257,15.1832,11.3418,0.0106903,0.500879,0.504771,3.44752,0.00120447,3.68497,3.74247,9.61528,0.0103768,0.175053,0.178945,2.57908,7.48177e-05,, , 0.534822,6.59864,0.293982,15.1163,9.97854,9.61528,0.0103768,0.0155217,0.205925,0.129148,0.0189259,0.00853657,0.640836,2.57908,7.48177e-05,0.920125
3,4.20574,4.23084,7.27573,0.0214168,0.174112,0.17553,2.87844,0.000748819,0.891553,0.916658,6.41756,0.0207898,0.0704697,0.0718878,1.14891,9.17557e-05,, , 0.230406,1.44982,0.127988,5.23262,3.22802,6.41756,0.0207898,0.0293457,0.0922866,0.0417726,0.00829828,0.00755516,0.204585,1.14891,9.17557e-05,1.73961
4,6.18232,6.239,7.76639,0.0424866,0.280298,0.284302,5.56199,0.00134557,1.10833,1.165,6.41557,0.0412326,0.137788,0.141792,2.10397,0.000329007,, , 0.475597,1.54823,0.249511,8.74862,4.69842,6.41557,0.0412326,0.0584488,0.187067,0.0761984,0.0163144,0.0118465,0.284231,2.10397,0.000329007,3.46485
5,1.5335,1.55436,7.03652,0.0842412,0.0885814,0.0901911,7.64761,0.00115023,0.277799,0.298656,5.50069,0.0817331,0.0490255,0.0506352,0.733771,0.000545566,, , 0.177698,0.307138,0.0916197,6.2831,1.66068,5.50069,0.0817331,0.116473,0.0696754,0.024022,0.00596326,0.017688,0.0855392,0.733771,0.000545566,6.90454
6,2.44897,2.493,8.43904,0.163431,0.151472,0.154823,15.2772,0.000831849,0.452239,0.496267,5.50167,0.158414,0.0974632,0.100814,1.44978,0.00071366,, , 0.357988,0.409594,0.180924,11.9572,2.76674,5.50167,0.158414,0.232886,0.139614,0.0467762,0.0118863,0.0313899,0.125166,1.44978,0.00071366,13.8055
7,0.470104,0.471246,9.57552,0.221584,0.0297457,0.0300709,49.3644,0.000240473,0.385866,0.387008,0.0130293,0.2045,0.01642,0.0167452,0.201691,2.32487e-05,, , 0.0100914,0.757676,0.00510665,12.0326,0.287429,0.0130293,0.2045,0.827824,0.0136552,0.0183357,0.00117429,0.107445,0.0520212,0.201691,2.32487e-05,49.0734
8,0.0286257,0.0287622,0.0180678,0.000923343,0.000539283,0.00054528,0.0602488,3.67041e-07,0.0019897,0.0021262,0.00209688,0.000902488,8.74295e-05,9.34271e-05,0.000229627,1.01874e-07,, , 0.00128218,0.00218914,0.000644581,0.0803593,0.0212412,0.00209688,0.000902488,0.00101147,7.36223e-05,8.89254e-05,1.83089e-05,0.000321226,0.00074128,0.000229627,1.01874e-07,0.0599602
Total,37.9563,30.2004,53.2706,0.545819,1.2984,1.24023,84.3489,0.00553166,6.91866,7.00819,34.6988,0.518987,0.564631,0.560913,8.30509,0.00178795,, , 1.8557,11.0806,0.990543,66.3248,24.208,34.6988,0.518987,1.2825,0.721789,0.339823,0.063932,0.186405,1.4432,8.30509,0.00178795,76.0265


TOPS/W,FPS,TOPS,Peak TOPS/W,Peak FPS,Peak TOPS,
2.12198,0.00819853,1.51198,19.5519,0.0203481,3.75263
