Total Area(m^2), Total CIM (FW+AG) Area (m^2), Routing Area(m^2), ADC Area(m^2), Accumulation Area(m^2), Other Logic&Storage Area(m^2), Weight Gradient Area(m^2),
9.52136e-05,3.65072e-07,1.19663e-05,5.4022e-05,9.68277e-06,9.56223e-06,9.61522e-06


layer_number, latency_FW(s), latency_AG(s), latency_WG(s), latency_WU(s), energy_FW(J), energy_AG(J), energy_WG(J), energy_WU(J),Peak_latency_FW(s), Peak_latency_AG(s), Peak_latency_WG(s), Peak_latency_WU(s), Peak_energy_FW(J), Peak_energy_AG(J), Peak_energy_WG(J), Peak_energy_WU(J),, , ADC_latency(s), Accumulation_latency(s), Synaptic Array w/o ADC_latency(s), Buffer_latency(s), IC_latency(s), Weight_gradient_latency(s), Weight_update(s), DRAM_latency(s), ADC_energy(J), Accumulation_energy(J), Synaptic Array w/o ADC_energy(J), Buffer_energy(J), IC_energy(J), Weight_gradient_energy(J), Weight_update_energy(J), DRAM_energy(J)
1,7.96137,0,1.81752,0.00100154,0.0727708,0,0.111504,7.12315e-06,0.115924,0,1.23285,0.000994499,0.0183249,0,0.0876581,7.03366e-06,, , 0.0678214,0.00733546,0.0407669,6.87397,1.56697,1.23285,0.000994499,0.000987789,0.0134922,0.00348139,0.00135132,0.00162304,0.0500789,0.0876581,7.03366e-06,0.0585562
2,15.1264,15.1839,11.342,0.010999,0.501487,0.505302,3.47522,0.00251913,3.68569,3.7432,9.61543,0.0106855,0.175661,0.179476,2.60677,0.000156984,, , 0.536269,6.59864,0.293982,15.1163,9.97854,9.61543,0.0106855,0.0155217,0.207048,0.129148,0.0189418,0.00853657,0.640836,2.60677,0.000156984,0.920125
3,4.2058,4.2309,7.27573,0.022063,0.174203,0.175622,2.87844,0.00045996,0.891613,0.916718,6.41756,0.0214359,0.0705608,0.0719797,1.14891,5.56483e-05,, , 0.230526,1.44982,0.127988,5.23262,3.22802,6.41756,0.0214359,0.0293457,0.0924698,0.0417726,0.00829813,0.00755516,0.204585,1.14891,5.56483e-05,1.73961
4,6.18159,6.23827,7.76665,0.0382679,0.280243,0.284116,5.58614,0.000237859,1.1076,1.16428,6.41584,0.0370138,0.137733,0.141606,2.12812,5.2078e-05,, , 0.474144,1.54823,0.249511,8.74862,4.69842,6.41584,0.0370138,0.0584488,0.186798,0.0761984,0.0163415,0.0118465,0.284231,2.12812,5.2078e-05,3.46485
5,1.53274,1.5536,7.03647,0.0860224,0.088596,0.0902171,7.64761,0.00119108,0.277038,0.297895,5.50065,0.0835143,0.04904,0.0506612,0.73377,0.000565991,, , 0.176176,0.307138,0.0916197,6.2831,1.66068,5.50065,0.0835143,0.116473,0.0697183,0.024022,0.00596089,0.017688,0.0855392,0.73377,0.000565991,6.90454
6,2.4496,2.49363,8.43891,0.123791,0.151394,0.154808,15.2772,0.000158396,0.452869,0.496897,5.50154,0.118775,0.0973853,0.1008,1.44977,4.02072e-05,, , 0.359248,0.409594,0.180924,11.9572,2.76674,5.50154,0.118775,0.232886,0.139536,0.0467762,0.0118731,0.0313899,0.125166,1.44977,4.02072e-05,13.8055
7,0.470092,0.471234,9.57552,0.196492,0.0296416,0.0299687,49.3627,0.000236929,0.385854,0.386996,0.0130214,0.179408,0.0163159,0.016643,0.199939,1.97044e-05,, , 0.0100666,0.757676,0.00510665,12.0326,0.287429,0.0130214,0.179408,0.827824,0.0134493,0.0183357,0.00117389,0.107445,0.0520212,0.199939,1.97044e-05,49.0734
8,0.0286199,0.0287564,0.0180458,0.0010297,0.000539267,0.00054535,0.0602466,3.88611e-07,0.00198388,0.00212039,0.00207491,0.00100885,8.74144e-05,9.34968e-05,0.000227484,1.23445e-07,, , 0.00127056,0.00218914,0.000644581,0.0803593,0.0212412,0.00207491,0.00100885,0.00101147,7.36944e-05,8.89254e-05,1.82914e-05,0.000321226,0.00074128,0.000227484,1.23445e-07,0.0599602
Total,37.9562,30.2003,53.2708,0.479667,1.29887,1.24058,84.399,0.00481086,6.91858,7.0081,34.699,0.452835,0.565108,0.561259,8.35517,0.00089777,, , 1.85552,11.0806,0.990543,66.3248,24.208,34.699,0.452835,1.2825,0.722585,0.339823,0.0639589,0.186405,1.4432,8.35517,0.00089777,76.0265


TOPS/W,FPS,TOPS,Peak TOPS/W,Peak FPS,Peak TOPS,
2.12076,0.00820297,1.5128,19.4487,0.0203755,3.75768
