Total Area(m^2), Total CIM (FW+AG) Area (m^2), Routing Area(m^2), ADC Area(m^2), Accumulation Area(m^2), Other Logic&Storage Area(m^2), Weight Gradient Area(m^2),
9.52136e-05,3.65072e-07,1.19663e-05,5.4022e-05,9.68277e-06,9.56223e-06,9.61522e-06


layer_number, latency_FW(s), latency_AG(s), latency_WG(s), latency_WU(s), energy_FW(J), energy_AG(J), energy_WG(J), energy_WU(J),Peak_latency_FW(s), Peak_latency_AG(s), Peak_latency_WG(s), Peak_latency_WU(s), Peak_energy_FW(J), Peak_energy_AG(J), Peak_energy_WG(J), Peak_energy_WU(J),, , ADC_latency(s), Accumulation_latency(s), Synaptic Array w/o ADC_latency(s), Buffer_latency(s), IC_latency(s), Weight_gradient_latency(s), Weight_update(s), DRAM_latency(s), ADC_energy(J), Accumulation_energy(J), Synaptic Array w/o ADC_energy(J), Buffer_energy(J), IC_energy(J), Weight_gradient_energy(J), Weight_update_energy(J), DRAM_energy(J)
1,7.96136,0,1.81752,0.00103279,0.0727677,0,0.111504,8.8371e-06,0.115909,0,1.23285,0.00102575,0.0183218,0,0.0876581,8.74761e-06,, , 0.0678065,0.00733546,0.0407669,6.87397,1.56697,1.23285,0.00102575,0.000987789,0.0134891,0.00348139,0.00135132,0.00162304,0.0500789,0.0876581,8.74761e-06,0.0585562
2,15.1256,15.1831,11.3421,0.0105995,0.501147,0.504901,3.47523,0.00116671,3.68489,3.7424,9.61555,0.010286,0.175321,0.179076,2.60678,7.24574e-05,, , 0.534674,6.59864,0.293982,15.1163,9.97854,9.61555,0.010286,0.0155217,0.206295,0.129148,0.0189545,0.00853657,0.640836,2.60678,7.24574e-05,0.920125
3,4.20574,4.23084,7.27571,0.0219897,0.174119,0.175542,2.86639,0.000518267,0.891553,0.916657,6.41754,0.0213627,0.0704768,0.0718991,1.13686,6.29366e-05,, , 0.230406,1.44982,0.127988,5.23262,3.22802,6.41754,0.0213627,0.0293457,0.092306,0.0417726,0.00829742,0.00755516,0.204585,1.13686,6.29366e-05,1.73961
4,6.18139,6.23807,7.76664,0.0418264,0.280258,0.28414,5.58614,0.000961723,1.1074,1.16408,6.41582,0.0405723,0.137748,0.141629,2.12812,0.000233044,, , 0.473741,1.54823,0.249511,8.74862,4.69842,6.41582,0.0405723,0.0584488,0.186839,0.0761984,0.0163398,0.0118465,0.284231,2.12812,0.000233044,3.46485
5,1.53194,1.55279,7.03711,0.0828082,0.0882306,0.0896931,7.66537,0.000897929,0.276233,0.29709,5.50129,0.0803001,0.0486747,0.0501371,0.751533,0.000419417,, , 0.174565,0.307138,0.0916197,6.2831,1.66068,5.50129,0.0803001,0.116473,0.068796,0.024022,0.00599372,0.017688,0.0855392,0.751533,0.000419417,6.90454
6,2.44752,2.49155,8.43902,0.163445,0.151517,0.154878,15.2772,0.000806006,0.450796,0.494824,5.50165,0.158429,0.0975085,0.100869,1.44978,0.000687817,, , 0.355102,0.409594,0.180924,11.9572,2.76674,5.50165,0.158429,0.232886,0.139717,0.0467762,0.0118842,0.0313899,0.125166,1.44978,0.000687817,13.8055
7,0.470134,0.471276,9.5755,0.226105,0.0296576,0.0299882,49.3627,0.000240939,0.385897,0.387039,0.013007,0.20902,0.0163318,0.0166625,0.199939,2.37147e-05,, , 0.0101524,0.757676,0.00510665,12.0326,0.287429,0.013007,0.20902,0.827824,0.0134855,0.0183357,0.00117315,0.107445,0.0520212,0.199939,2.37147e-05,49.0734
8,0.0286187,0.0287552,0.0180661,0.00113157,0.000539288,0.000545292,0.0602466,4.00405e-07,0.00198269,0.00211919,0.00209523,0.00111071,8.74351e-05,9.34391e-05,0.000227485,1.35238e-07,, , 0.00126817,0.00218914,0.000644581,0.0803593,0.0212412,0.00209523,0.00111071,0.00101147,7.36411e-05,8.89254e-05,1.83076e-05,0.000321226,0.00074128,0.000227485,1.35238e-07,0.0599602
Total,37.9523,30.1964,53.2717,0.548938,1.29824,1.23969,84.4047,0.00460081,6.91467,7.0042,34.6998,0.522107,0.564471,0.560366,8.36089,0.00150827,, , 1.84771,11.0806,0.990543,66.3248,24.208,34.6998,0.522107,1.2825,0.721002,0.339823,0.0640123,0.186405,1.4432,8.36089,0.00150827,76.0265


TOPS/W,FPS,TOPS,Peak TOPS/W,Peak FPS,Peak TOPS,
2.12066,0.00819878,1.51203,19.4389,0.0203497,3.75292
