Total Area(m^2), Total CIM (FW+AG) Area (m^2), Routing Area(m^2), ADC Area(m^2), Accumulation Area(m^2), Other Logic&Storage Area(m^2), Weight Gradient Area(m^2),
9.52136e-05,3.65072e-07,1.19663e-05,5.4022e-05,9.68277e-06,9.56223e-06,9.61522e-06


layer_number, latency_FW(s), latency_AG(s), latency_WG(s), latency_WU(s), energy_FW(J), energy_AG(J), energy_WG(J), energy_WU(J),Peak_latency_FW(s), Peak_latency_AG(s), Peak_latency_WG(s), Peak_latency_WU(s), Peak_energy_FW(J), Peak_energy_AG(J), Peak_energy_WG(J), Peak_energy_WU(J),, , ADC_latency(s), Accumulation_latency(s), Synaptic Array w/o ADC_latency(s), Buffer_latency(s), IC_latency(s), Weight_gradient_latency(s), Weight_update(s), DRAM_latency(s), ADC_energy(J), Accumulation_energy(J), Synaptic Array w/o ADC_energy(J), Buffer_energy(J), IC_energy(J), Weight_gradient_energy(J), Weight_update_energy(J), DRAM_energy(J)
1,7.9614,0,1.81752,0.00102654,0.072776,0,0.111504,6.79459e-06,0.115952,0,1.23285,0.0010195,0.0183301,0,0.0876581,6.7051e-06,, , 0.0678495,0.00733546,0.0407669,6.87397,1.56697,1.23285,0.0010195,0.000987789,0.0134974,0.00348139,0.00135132,0.00162304,0.0500789,0.0876581,6.7051e-06,0.0585562
2,15.1254,15.1829,11.3422,0.0107407,0.501481,0.505184,3.50291,0.00149108,3.68465,3.74215,9.61566,0.0104272,0.175655,0.179359,2.63446,9.27309e-05,, , 0.534179,6.59864,0.293982,15.1163,9.97854,9.61566,0.0104272,0.0155217,0.206901,0.129148,0.0189649,0.00853657,0.640836,2.63446,9.27309e-05,0.920125
3,4.20572,4.23083,7.27562,0.0210964,0.17405,0.175494,2.86639,0.00133518,0.891535,0.91664,6.41745,0.0204693,0.0704071,0.0718519,1.13685,0.000165051,, , 0.230371,1.44982,0.127988,5.23262,3.22802,6.41745,0.0204693,0.0293457,0.0921937,0.0417726,0.00829277,0.00755516,0.204585,1.13685,0.000165051,1.73961
4,6.18229,6.23896,7.76634,0.0423728,0.280218,0.284245,5.56198,0.00137392,1.1083,1.16497,6.41552,0.0411187,0.137708,0.141735,2.10397,0.000336093,, , 0.475532,1.54823,0.249511,8.74862,4.69842,6.41552,0.0411187,0.0584488,0.186936,0.0761984,0.0163096,0.0118465,0.284231,2.10397,0.000336093,3.46485
5,1.53307,1.55393,7.03651,0.0854118,0.088587,0.0901978,7.64761,0.00132545,0.27737,0.298226,5.50069,0.0829037,0.049031,0.0506419,0.733771,0.000633179,, , 0.176838,0.307138,0.0916197,6.2831,1.66068,5.50069,0.0829037,0.116473,0.0696879,0.024022,0.00596302,0.017688,0.0855392,0.733771,0.000633179,6.90454
6,2.44916,2.49319,8.43875,0.167613,0.151357,0.154854,15.2771,0.00109648,0.452435,0.496463,5.50137,0.162597,0.0973481,0.100845,1.44976,0.000978286,, , 0.358379,0.409594,0.180924,11.9572,2.76674,5.50137,0.162597,0.232886,0.139561,0.0467762,0.011856,0.0313899,0.125166,1.44976,0.000978286,13.8055
7,0.470096,0.471238,9.57553,0.194006,0.0296634,0.0299872,49.3644,0.000236292,0.385858,0.387,0.0130347,0.176921,0.0163377,0.0166615,0.201691,1.90673e-05,, , 0.0100753,0.757676,0.00510665,12.0326,0.287429,0.0130347,0.176921,0.827824,0.0134889,0.0183357,0.00117457,0.107445,0.0520212,0.201691,1.90673e-05,49.0734
8,0.0286098,0.0287463,0.0181155,0.00064607,0.000539384,0.000545197,0.0602509,3.38109e-07,0.00197376,0.00211026,0.00214465,0.000625215,8.75305e-05,9.33436e-05,0.000231772,7.29424e-08,, , 0.0012503,0.00218914,0.000644581,0.0803593,0.0212412,0.00214465,0.000625215,0.00101147,7.36017e-05,8.89254e-05,1.83471e-05,0.000321226,0.00074128,0.000231772,7.29424e-08,0.0599602
Total,37.9557,30.1998,53.2706,0.522913,1.29867,1.24051,84.3922,0.00686553,6.91807,7.00756,34.6987,0.496082,0.564905,0.561188,8.3484,0.00223119,, , 1.85447,11.0806,0.990543,66.3248,24.208,34.6987,0.496082,1.2825,0.722339,0.339823,0.0639306,0.186405,1.4432,8.3484,0.00223119,76.0265


TOPS/W,FPS,TOPS,Peak TOPS/W,Peak FPS,Peak TOPS,
2.12088,0.00820015,1.51228,19.4605,0.0203581,3.75447
