Total Area(m^2), Total CIM (FW+AG) Area (m^2), Routing Area(m^2), ADC Area(m^2), Accumulation Area(m^2), Other Logic&Storage Area(m^2), Weight Gradient Area(m^2),
9.52136e-05,3.65072e-07,1.19663e-05,5.4022e-05,9.68277e-06,9.56223e-06,9.61522e-06


layer_number, latency_FW(s), latency_AG(s), latency_WG(s), latency_WU(s), energy_FW(J), energy_AG(J), energy_WG(J), energy_WU(J),Peak_latency_FW(s), Peak_latency_AG(s), Peak_latency_WG(s), Peak_latency_WU(s), Peak_energy_FW(J), Peak_energy_AG(J), Peak_energy_WG(J), Peak_energy_WU(J),, , ADC_latency(s), Accumulation_latency(s), Synaptic Array w/o ADC_latency(s), Buffer_latency(s), IC_latency(s), Weight_gradient_latency(s), Weight_update(s), DRAM_latency(s), ADC_energy(J), Accumulation_energy(J), Synaptic Array w/o ADC_energy(J), Buffer_energy(J), IC_energy(J), Weight_gradient_energy(J), Weight_update_energy(J), DRAM_energy(J)
1,7.96137,0,1.81752,0.00102654,0.0727705,0,0.111504,5.43547e-06,0.115923,0,1.23285,0.0010195,0.0183246,0,0.0876581,5.34598e-06,, , 0.0678202,0.00733546,0.0407669,6.87397,1.56697,1.23285,0.0010195,0.000987789,0.0134919,0.00348139,0.00135132,0.00162304,0.0500789,0.0876581,5.34598e-06,0.0585562
2,15.1254,15.183,11.3421,0.0105554,0.501023,0.504768,3.47523,0.000943435,3.68473,3.74224,9.61557,0.0102419,0.175197,0.178942,2.60678,5.8503e-05,, , 0.534353,6.59864,0.293982,15.1163,9.97854,9.61557,0.0102419,0.0155217,0.206035,0.129148,0.0189564,0.00853657,0.640836,2.60678,5.8503e-05,0.920125
3,4.20572,4.23082,7.27601,0.0220721,0.17409,0.175439,2.87845,0.000837398,0.891529,0.916634,6.41784,0.0214451,0.0704469,0.0717959,1.14892,0.000102828,, , 0.230359,1.44982,0.127988,5.23262,3.22802,6.41784,0.0214451,0.0293457,0.0921577,0.0417726,0.00831258,0.00755516,0.204585,1.14892,0.000102828,1.73961
4,6.18369,6.24037,7.76612,0.0433128,0.280315,0.284453,5.56197,0.000576623,1.1097,1.16638,6.4153,0.0420587,0.137805,0.141943,2.10395,0.000136769,, , 0.478342,1.54823,0.249511,8.74862,4.69842,6.4153,0.0420587,0.0584488,0.187263,0.0761984,0.0162867,0.0118465,0.284231,2.10395,0.000136769,3.46485
5,1.53287,1.55372,7.03633,0.0852445,0.088658,0.0903131,7.6476,0.00125692,0.277165,0.298021,5.50051,0.0827364,0.0491021,0.0507571,0.733767,0.000598912,, , 0.176428,0.307138,0.0916197,6.2831,1.66068,5.50051,0.0827364,0.116473,0.0698833,0.024022,0.00595389,0.017688,0.0855392,0.733767,0.000598912,6.90454
6,2.44847,2.4925,8.43894,0.167092,0.150877,0.154279,15.2772,0.00107809,0.451742,0.49577,5.50157,0.162075,0.0968679,0.10027,1.44977,0.000959898,, , 0.356993,0.409594,0.180924,11.9572,2.76674,5.50157,0.162075,0.232886,0.138486,0.0467762,0.0118756,0.0313899,0.125166,1.44977,0.000959898,13.8055
7,0.470093,0.471235,9.57558,0.196284,0.0296058,0.0299183,49.3662,0.000236629,0.385855,0.386997,0.0130807,0.179199,0.0162801,0.0165926,0.203444,1.94045e-05,, , 0.0100692,0.757676,0.00510665,12.0326,0.287429,0.0130807,0.179199,0.827824,0.0133601,0.0183357,0.00117692,0.107445,0.0520212,0.203444,1.94045e-05,49.0734
8,0.0286253,0.0287618,0.0180804,0.0013193,0.000539359,0.000545307,0.0602488,4.27142e-07,0.00198926,0.00212577,0.0021095,0.00129844,8.75055e-05,9.34544e-05,0.000229628,1.61975e-07,, , 0.00128131,0.00218914,0.000644581,0.0803593,0.0212412,0.0021095,0.00129844,0.00101147,7.37155e-05,8.89254e-05,1.8319e-05,0.000321226,0.00074128,0.000229628,1.61975e-07,0.0599602
Total,37.9563,30.2004,53.2707,0.526906,1.29788,1.23972,84.3783,0.00493495,6.91864,7.00816,34.6988,0.500074,0.564112,0.560394,8.33452,0.00188182,, , 1.85565,11.0806,0.990543,66.3248,24.208,34.6988,0.500074,1.2825,0.720751,0.339823,0.0639317,0.186405,1.4432,8.33452,0.00188182,76.0265


TOPS/W,FPS,TOPS,Peak TOPS/W,Peak FPS,Peak TOPS,
2.12131,0.0081998,1.51222,19.493,0.0203559,3.75407
