Total Area(m^2), Total CIM (FW+AG) Area (m^2), Routing Area(m^2), ADC Area(m^2), Accumulation Area(m^2), Other Logic&Storage Area(m^2), Weight Gradient Area(m^2),
9.52136e-05,3.65072e-07,1.19663e-05,5.4022e-05,9.68277e-06,9.56223e-06,9.61522e-06


layer_number, latency_FW(s), latency_AG(s), latency_WG(s), latency_WU(s), energy_FW(J), energy_AG(J), energy_WG(J), energy_WU(J),Peak_latency_FW(s), Peak_latency_AG(s), Peak_latency_WG(s), Peak_latency_WU(s), Peak_energy_FW(J), Peak_energy_AG(J), Peak_energy_WG(J), Peak_energy_WU(J),, , ADC_latency(s), Accumulation_latency(s), Synaptic Array w/o ADC_latency(s), Buffer_latency(s), IC_latency(s), Weight_gradient_latency(s), Weight_update(s), DRAM_latency(s), ADC_energy(J), Accumulation_energy(J), Synaptic Array w/o ADC_energy(J), Buffer_energy(J), IC_energy(J), Weight_gradient_energy(J), Weight_update_energy(J), DRAM_energy(J)
1,7.96137,0,1.81752,0.00102654,0.072771,0,0.111504,6.12323e-06,0.115925,0,1.23285,0.0010195,0.0183251,0,0.0876581,6.03374e-06,, , 0.0678228,0.00733546,0.0407669,6.87397,1.56697,1.23285,0.0010195,0.000987789,0.0134924,0.00348139,0.00135132,0.00162304,0.0500789,0.0876581,6.03374e-06,0.0585562
2,15.125,15.1825,11.3421,0.0107923,0.500718,0.504474,3.47522,0.000447124,3.68426,3.74177,9.61555,0.0104788,0.174892,0.178648,2.60678,2.74836e-05,, , 0.533409,6.59864,0.293982,15.1163,9.97854,9.61555,0.0104788,0.0155217,0.205438,0.129148,0.0189541,0.00853657,0.640836,2.60678,2.74836e-05,0.920125
3,4.20588,4.23099,7.27559,0.0220823,0.174071,0.175524,2.86638,0.0001654,0.891697,0.916802,6.41742,0.0214553,0.0704286,0.0718814,1.13685,1.88283e-05,, , 0.230695,1.44982,0.127988,5.23262,3.22802,6.41742,0.0214553,0.0293457,0.0922463,0.0417726,0.00829111,0.00755516,0.204585,1.13685,1.88283e-05,1.73961
4,6.18354,6.24021,7.76638,0.0421069,0.280352,0.284358,5.56199,0.00108,1.10955,1.16622,6.41557,0.0408529,0.137842,0.141848,2.10397,0.000262613,, , 0.478036,1.54823,0.249511,8.74862,4.69842,6.41557,0.0408529,0.0584488,0.187177,0.0761984,0.0163141,0.0118465,0.284231,2.10397,0.000262613,3.46485
5,1.53356,1.55441,7.03633,0.0829565,0.0886753,0.0903317,7.6476,0.000927397,0.277853,0.29871,5.50051,0.0804484,0.0491193,0.0507757,0.733767,0.000434151,, , 0.177805,0.307138,0.0916197,6.2831,1.66068,5.50051,0.0804484,0.116473,0.0699194,0.024022,0.0059536,0.017688,0.0855392,0.733767,0.000434151,6.90454
6,2.44949,2.49351,8.43879,0.170975,0.151097,0.154571,15.2771,0.0012161,0.452757,0.496785,5.50142,0.165959,0.0970876,0.100562,1.44976,0.00109791,, , 0.359023,0.409594,0.180924,11.9572,2.76674,5.50142,0.165959,0.232886,0.139013,0.0467762,0.0118606,0.0313899,0.125166,1.44976,0.00109791,13.8055
7,0.470098,0.47124,9.57553,0.218744,0.0295023,0.0298267,49.3644,0.000239684,0.385861,0.387003,0.0130324,0.20166,0.0161766,0.016501,0.201691,2.24591e-05,, , 0.0100805,0.757676,0.00510665,12.0326,0.287429,0.0130324,0.20166,0.827824,0.0131674,0.0183357,0.00117445,0.107445,0.0520212,0.201691,2.24591e-05,49.0734
8,0.0286203,0.0287568,0.0180732,0.00116279,0.000539321,0.000545297,0.0602488,4.14604e-07,0.00198427,0.00212077,0.00210237,0.00114193,8.74678e-05,9.34442e-05,0.000229628,1.49438e-07,, , 0.00127132,0.00218914,0.000644581,0.0803593,0.0212412,0.00210237,0.00114193,0.00101147,7.36733e-05,8.89254e-05,1.83133e-05,0.000321226,0.00074128,0.000229628,1.49438e-07,0.0599602
Total,37.9575,30.2016,53.2703,0.549846,1.29773,1.23963,84.3645,0.00408224,6.91989,7.00941,34.6985,0.523015,0.563959,0.560309,8.32071,0.00186963,, , 1.85814,11.0806,0.990543,66.3248,24.208,34.6985,0.523015,1.2825,0.720528,0.339823,0.0639176,0.186405,1.4432,8.32071,0.00186963,76.0265


TOPS/W,FPS,TOPS,Peak TOPS/W,Peak FPS,Peak TOPS,
2.12167,0.00819811,1.51191,19.522,0.0203456,3.75216
