Total Area(m^2), Total CIM (FW+AG) Area (m^2), Routing Area(m^2), ADC Area(m^2), Accumulation Area(m^2), Other Logic&Storage Area(m^2), Weight Gradient Area(m^2),
9.52136e-05,3.65072e-07,1.19663e-05,5.4022e-05,9.68277e-06,9.56223e-06,9.61522e-06


layer_number, latency_FW(s), latency_AG(s), latency_WG(s), latency_WU(s), energy_FW(J), energy_AG(J), energy_WG(J), energy_WU(J),Peak_latency_FW(s), Peak_latency_AG(s), Peak_latency_WG(s), Peak_latency_WU(s), Peak_energy_FW(J), Peak_energy_AG(J), Peak_energy_WG(J), Peak_energy_WU(J),, , ADC_latency(s), Accumulation_latency(s), Synaptic Array w/o ADC_latency(s), Buffer_latency(s), IC_latency(s), Weight_gradient_latency(s), Weight_update(s), DRAM_latency(s), ADC_energy(J), Accumulation_energy(J), Synaptic Array w/o ADC_energy(J), Buffer_energy(J), IC_energy(J), Weight_gradient_energy(J), Weight_update_energy(J), DRAM_energy(J)
1,7.96158,0,1.81752,0.000531491,0.0728133,0,0.111504,2.39542e-06,0.116136,0,1.23285,0.000524453,0.0183674,0,0.0876581,2.30593e-06,, , 0.0680335,0.00733546,0.0407669,6.87397,1.56697,1.23285,0.000524453,0.000987789,0.0135347,0.00348139,0.00135132,0.00162304,0.0500789,0.0876581,2.30593e-06,0.0585562
2,15.1253,15.1828,11.3423,0.00225053,0.502388,0.506016,3.50292,1.09381e-05,3.68461,3.74212,9.61581,0.00193702,0.176563,0.180191,2.63447,2.21953e-07,, , 0.534113,6.59864,0.293982,15.1163,9.97854,9.61581,0.00193702,0.0155217,0.208625,0.129148,0.0189806,0.00853657,0.640836,2.63447,2.21953e-07,0.920125
3,4.20453,4.22964,7.27779,0.00859776,0.174485,0.175393,2.95081,2.23194e-05,0.890345,0.91545,6.41962,0.00797074,0.070842,0.0717507,1.22128,9.43222e-07,, , 0.22799,1.44982,0.127988,5.23262,3.22802,6.41962,0.00797074,0.0293457,0.0924164,0.0417726,0.00840365,0.00755516,0.204585,1.22128,9.43222e-07,1.73961
4,6.17868,6.23535,7.76733,0.00880221,0.280336,0.283874,5.63443,3.25974e-05,1.10469,1.16136,6.41651,0.00754816,0.137825,0.141363,2.17642,7.62532e-07,, , 0.468315,1.54823,0.249511,8.74862,4.69842,6.41651,0.00754816,0.0584488,0.18658,0.0761984,0.0164108,0.0118465,0.284231,2.17642,7.62532e-07,3.46485
5,1.53116,1.55202,7.03718,0.00492169,0.0882016,0.0896479,7.66537,5.97807e-05,0.275456,0.296312,5.50136,0.00241359,0.0486456,0.0500919,0.751535,3.43122e-07,, , 0.173011,0.307138,0.0916197,6.2831,1.66068,5.50136,0.00241359,0.116473,0.0687185,0.024022,0.00599706,0.017688,0.0855392,0.751535,3.43122e-07,6.90454
6,2.44671,2.49074,8.43938,0.0235156,0.151271,0.154455,15.3127,0.000120201,0.449985,0.494013,5.50201,0.0184994,0.0972619,0.100446,1.4853,2.0117e-06,, , 0.353479,0.409594,0.180924,11.9572,2.76674,5.50201,0.0184994,0.232886,0.139011,0.0467762,0.0119206,0.0313899,0.125166,1.4853,2.0117e-06,13.8055
7,0.470064,0.471206,9.57563,0.0260608,0.0297835,0.0300816,49.3697,0.000218844,0.385827,0.386969,0.0131387,0.00897624,0.0164578,0.0167559,0.206947,1.61925e-06,, , 0.0100124,0.757676,0.00510665,12.0326,0.287429,0.0131387,0.00897624,0.827824,0.0136981,0.0183357,0.00117989,0.107445,0.0520212,0.206947,1.61925e-06,49.0734
8,0.0286254,0.0287619,0.0180793,7.63042e-05,0.000539397,0.00054535,0.0602488,2.80492e-07,0.00198935,0.00212585,0.00210841,5.54491e-05,8.75436e-05,9.34967e-05,0.000229628,1.53255e-08,, , 0.00128148,0.00218914,0.000644581,0.0803593,0.0212412,0.00210841,5.54491e-05,0.00101147,7.37967e-05,8.89254e-05,1.83181e-05,0.000321226,0.00074128,0.000229628,1.53255e-08,0.0599602
Total,37.9467,30.1906,53.2752,0.0747564,1.29982,1.24001,84.6076,0.000467356,6.90904,6.99835,34.7034,0.047925,0.56605,0.560692,8.56384,8.22303e-06,, , 1.83623,11.0806,0.990543,66.3248,24.208,34.7034,0.047925,1.2825,0.722657,0.339823,0.0642622,0.186405,1.4432,8.56384,8.22303e-06,76.0265


TOPS/W,FPS,TOPS,Peak TOPS/W,Peak FPS,Peak TOPS,
2.11578,0.00823132,1.51803,19.031,0.0205513,3.7901
