Total Area(m^2), Total CIM (FW+AG) Area (m^2), Routing Area(m^2), ADC Area(m^2), Accumulation Area(m^2), Other Logic&Storage Area(m^2), Weight Gradient Area(m^2),
9.52136e-05,3.65072e-07,1.19663e-05,5.4022e-05,9.68277e-06,9.56223e-06,9.61522e-06


layer_number, latency_FW(s), latency_AG(s), latency_WG(s), latency_WU(s), energy_FW(J), energy_AG(J), energy_WG(J), energy_WU(J),Peak_latency_FW(s), Peak_latency_AG(s), Peak_latency_WG(s), Peak_latency_WU(s), Peak_energy_FW(J), Peak_energy_AG(J), Peak_energy_WG(J), Peak_energy_WU(J),, , ADC_latency(s), Accumulation_latency(s), Synaptic Array w/o ADC_latency(s), Buffer_latency(s), IC_latency(s), Weight_gradient_latency(s), Weight_update(s), DRAM_latency(s), ADC_energy(J), Accumulation_energy(J), Synaptic Array w/o ADC_energy(J), Buffer_energy(J), IC_energy(J), Weight_gradient_energy(J), Weight_update_energy(J), DRAM_energy(J)
1,7.96141,0,1.81752,0.00102654,0.0727782,0,0.111504,6.45789e-06,0.115966,0,1.23285,0.0010195,0.0183323,0,0.0876581,6.3684e-06,, , 0.0678632,0.00733546,0.0407669,6.87397,1.56697,1.23285,0.0010195,0.000987789,0.0134996,0.00348139,0.00135132,0.00162304,0.0500789,0.0876581,6.3684e-06,0.0585562
2,15.1258,15.1833,11.3423,0.0107768,0.501539,0.505174,3.50292,0.0017861,3.68508,3.74259,9.6158,0.0104633,0.175713,0.179348,2.63447,0.00011117,, , 0.535053,6.59864,0.293982,15.1163,9.97854,9.6158,0.0104633,0.0155217,0.206935,0.129148,0.0189791,0.00853657,0.640836,2.63447,0.00011117,0.920125
3,4.20531,4.23042,7.27588,0.0220911,0.174136,0.175516,2.87845,0.000493042,0.891127,0.916231,6.41772,0.0214641,0.0704938,0.0718735,1.14892,5.97836e-05,, , 0.229554,1.44982,0.127988,5.23262,3.22802,6.41772,0.0214641,0.0293457,0.0922885,0.0417726,0.00830623,0.00755516,0.204585,1.14892,5.97836e-05,1.73961
4,6.18163,6.23831,7.7665,0.0425144,0.280317,0.284268,5.58613,0.000977211,1.10764,1.16432,6.41568,0.0412603,0.137807,0.141757,2.12811,0.000236916,, , 0.474224,1.54823,0.249511,8.74862,4.69842,6.41568,0.0412603,0.0584488,0.187041,0.0761984,0.0163255,0.0118465,0.284231,2.12811,0.000236916,3.46485
5,1.53281,1.55366,7.03687,0.0861796,0.0883415,0.0898626,7.65649,0.00130908,0.277103,0.297959,5.50105,0.0836715,0.0487855,0.0503067,0.742655,0.000624995,, , 0.176304,0.307138,0.0916197,6.2831,1.66068,5.50105,0.0836715,0.116473,0.0690886,0.024022,0.00598157,0.017688,0.0855392,0.742655,0.000624995,6.90454
6,2.44755,2.49157,8.43905,0.170907,0.151497,0.154843,15.2949,0.00157556,0.450817,0.494845,5.50168,0.165891,0.0974878,0.100834,1.46753,0.00145737,, , 0.355143,0.409594,0.180924,11.9572,2.76674,5.50168,0.165891,0.232886,0.139658,0.0467762,0.0118872,0.0313899,0.125166,1.46753,0.00145737,13.8055
7,0.47015,0.471292,9.57551,0.181495,0.0297984,0.030126,49.3627,0.000234908,0.385913,0.387055,0.0130193,0.164411,0.0164727,0.0168003,0.199939,1.76835e-05,, , 0.0101844,0.757676,0.00510665,12.0326,0.287429,0.0130193,0.164411,0.827824,0.0137635,0.0183357,0.00117378,0.107445,0.0520212,0.199939,1.76835e-05,49.0734
8,0.0286168,0.0287533,0.0180711,0.000783925,0.000539292,0.000545277,0.0602488,3.53999e-07,0.00198078,0.00211728,0.00210017,0.00076307,8.74387e-05,9.34236e-05,0.000229628,8.88326e-08,, , 0.00126435,0.00218914,0.000644581,0.0803593,0.0212412,0.00210017,0.00076307,0.00101147,7.36254e-05,8.89254e-05,1.83115e-05,0.000321226,0.00074128,0.000229628,8.88326e-08,0.0599602
Total,37.9533,30.1973,53.2717,0.515775,1.29895,1.24033,84.4533,0.00638272,6.91563,7.00511,34.6999,0.488943,0.56518,0.561013,8.40951,0.00251438,, , 1.84959,11.0806,0.990543,66.3248,24.208,34.6999,0.488943,1.2825,0.722347,0.339823,0.0640231,0.186405,1.4432,8.40951,0.00251438,76.0265


TOPS/W,FPS,TOPS,Peak TOPS/W,Peak FPS,Peak TOPS,
2.1194,0.00820088,1.51242,19.335,0.0203626,3.7553
