Total Area(m^2), Total CIM (FW+AG) Area (m^2), Routing Area(m^2), ADC Area(m^2), Accumulation Area(m^2), Other Logic&Storage Area(m^2), Weight Gradient Area(m^2),
9.52136e-05,3.65072e-07,1.19663e-05,5.4022e-05,9.68277e-06,9.56223e-06,9.61522e-06


layer_number, latency_FW(s), latency_AG(s), latency_WG(s), latency_WU(s), energy_FW(J), energy_AG(J), energy_WG(J), energy_WU(J),Peak_latency_FW(s), Peak_latency_AG(s), Peak_latency_WG(s), Peak_latency_WU(s), Peak_energy_FW(J), Peak_energy_AG(J), Peak_energy_WG(J), Peak_energy_WU(J),, , ADC_latency(s), Accumulation_latency(s), Synaptic Array w/o ADC_latency(s), Buffer_latency(s), IC_latency(s), Weight_gradient_latency(s), Weight_update(s), DRAM_latency(s), ADC_energy(J), Accumulation_energy(J), Synaptic Array w/o ADC_energy(J), Buffer_energy(J), IC_energy(J), Weight_gradient_energy(J), Weight_update_energy(J), DRAM_energy(J)
1,7.96134,0,1.81752,0.00102654,0.072765,0,0.111504,8.14948e-06,0.115896,0,1.23285,0.0010195,0.0183191,0,0.0876581,8.05999e-06,, , 0.0677941,0.00733546,0.0407669,6.87397,1.56697,1.23285,0.0010195,0.000987789,0.0134864,0.00348139,0.00135132,0.00162304,0.0500789,0.0876581,8.05999e-06,0.0585562
2,15.1235,15.181,11.3421,0.0109783,0.500128,0.503849,3.47523,0.000425838,3.68281,3.74031,9.61562,0.0106647,0.174302,0.178023,2.60678,2.61532e-05,, , 0.530505,6.59864,0.293982,15.1163,9.97854,9.61562,0.0106647,0.0155217,0.204216,0.129148,0.0189613,0.00853657,0.640836,2.60678,2.61532e-05,0.920125
3,4.20635,4.23145,7.27497,0.0216812,0.174018,0.175624,2.84225,0.000771019,0.892163,0.917268,6.4168,0.0210541,0.0703752,0.0719813,1.11272,9.45306e-05,, , 0.231626,1.44982,0.127988,5.23262,3.22802,6.4168,0.0210541,0.0293457,0.0923245,0.0417726,0.0082594,0.00755516,0.204585,1.11272,9.45306e-05,1.73961
4,6.18183,6.2385,7.76657,0.0403303,0.279579,0.283492,5.58613,0.000660149,1.10784,1.16451,6.41575,0.0390763,0.137069,0.140981,2.12812,0.00015765,, , 0.47461,1.54823,0.249511,8.74862,4.69842,6.41575,0.0390763,0.0584488,0.185518,0.0761984,0.0163333,0.0118465,0.284231,2.12812,0.00015765,3.46485
5,1.53078,1.55164,7.03747,0.0864039,0.0880673,0.0894418,7.67425,0.000870407,0.275081,0.295937,5.50165,0.0838958,0.0485113,0.0498859,0.760413,0.000405656,, , 0.17226,0.307138,0.0916197,6.2831,1.66068,5.50165,0.0838958,0.116473,0.0683632,0.024022,0.0060119,0.017688,0.0855392,0.760413,0.000405656,6.90454
6,2.44635,2.49038,8.43971,0.125855,0.150855,0.153875,15.3304,0.000175368,0.449621,0.493648,5.50234,0.120839,0.0968461,0.0998663,1.50306,5.71791e-05,, , 0.35275,0.409594,0.180924,11.9572,2.76674,5.50234,0.120839,0.232886,0.137982,0.0467762,0.0119546,0.0313899,0.125166,1.50306,5.71791e-05,13.8055
7,0.470098,0.47124,9.57545,0.383872,0.0297316,0.0300746,49.3609,0.000295087,0.38586,0.387002,0.0129571,0.366787,0.0164059,0.0167489,0.198185,7.78629e-05,, , 0.0100798,0.757676,0.00510665,12.0326,0.287429,0.0129571,0.366787,0.827824,0.0136484,0.0183357,0.0011706,0.107445,0.0520212,0.198185,7.78629e-05,49.0734
8,0.0286154,0.0287519,0.0180754,0.000896685,0.000539318,0.000545286,0.0602488,3.65261e-07,0.00197936,0.00211586,0.00210456,0.00087583,8.74651e-05,9.3433e-05,0.000229628,1.00095e-07,, , 0.0012615,0.00218914,0.000644581,0.0803593,0.0212412,0.00210456,0.00087583,0.00101147,7.36576e-05,8.89254e-05,1.83151e-05,0.000321226,0.00074128,0.000229628,1.00095e-07,0.0599602
Total,37.9489,30.193,53.2719,0.671043,1.29568,1.2369,84.441,0.00320638,6.91125,7.0008,34.7001,0.644212,0.561916,0.557581,8.39716,0.000827193,, , 1.84089,11.0806,0.990543,66.3248,24.208,34.7001,0.644212,1.2825,0.715613,0.339823,0.0640607,0.186405,1.4432,8.39716,0.000827193,76.0265


TOPS/W,FPS,TOPS,Peak TOPS/W,Peak FPS,Peak TOPS,
2.11994,0.00819102,1.5106,19.3771,0.020302,3.74412
