Total Area(m^2), Total CIM (FW+AG) Area (m^2), Routing Area(m^2), ADC Area(m^2), Accumulation Area(m^2), Other Logic&Storage Area(m^2), Weight Gradient Area(m^2),
9.52136e-05,3.65072e-07,1.19663e-05,5.4022e-05,9.68277e-06,9.56223e-06,9.61522e-06


layer_number, latency_FW(s), latency_AG(s), latency_WG(s), latency_WU(s), energy_FW(J), energy_AG(J), energy_WG(J), energy_WU(J),Peak_latency_FW(s), Peak_latency_AG(s), Peak_latency_WG(s), Peak_latency_WU(s), Peak_energy_FW(J), Peak_energy_AG(J), Peak_energy_WG(J), Peak_energy_WU(J),, , ADC_latency(s), Accumulation_latency(s), Synaptic Array w/o ADC_latency(s), Buffer_latency(s), IC_latency(s), Weight_gradient_latency(s), Weight_update(s), DRAM_latency(s), ADC_energy(J), Accumulation_energy(J), Synaptic Array w/o ADC_energy(J), Buffer_energy(J), IC_energy(J), Weight_gradient_energy(J), Weight_update_energy(J), DRAM_energy(J)
1,7.96139,0,1.81752,0.00103279,0.0727746,0,0.111504,7.15071e-06,0.115946,0,1.23285,0.00102575,0.0183287,0,0.0876581,7.06121e-06,, , 0.0678436,0.00733546,0.0407669,6.87397,1.56697,1.23285,0.00102575,0.000987789,0.0134959,0.00348139,0.00135132,0.00162304,0.0500789,0.0876581,7.06121e-06,0.0585562
2,15.124,15.1815,11.3422,0.0109663,0.500149,0.503827,3.50291,0.00079534,3.68328,3.74079,9.61571,0.0106528,0.174324,0.178001,2.63447,4.92471e-05,, , 0.531452,6.59864,0.293982,15.1163,9.97854,9.61571,0.0106528,0.0155217,0.204206,0.129148,0.0189704,0.00853657,0.640836,2.63447,4.92471e-05,0.920125
3,4.20634,4.23144,7.27511,0.0216156,0.17416,0.175732,2.85431,0.000851972,0.892151,0.917255,6.41694,0.0209886,0.0705172,0.072089,1.12478,0.00010465,, , 0.231602,1.44982,0.127988,5.23262,3.22802,6.41694,0.0209886,0.0293457,0.0925671,0.0417726,0.0082665,0.00755516,0.204585,1.12478,0.00010465,1.73961
4,6.1835,6.24017,7.76636,0.0406073,0.279747,0.283767,5.56198,0.000618392,1.10951,1.16618,6.41554,0.0393532,0.137237,0.141257,2.10397,0.000147211,, , 0.477956,1.54823,0.249511,8.74862,4.69842,6.41554,0.0393532,0.0584488,0.185985,0.0761984,0.0163111,0.0118465,0.284231,2.10397,0.000147211,3.46485
5,1.53202,1.55288,7.03735,0.085901,0.0881537,0.0895583,7.67425,0.00160114,0.27632,0.297177,5.50152,0.0833929,0.0485978,0.0500023,0.76041,0.000771023,, , 0.174739,0.307138,0.0916197,6.2831,1.66068,5.50152,0.0833929,0.116473,0.0685724,0.024022,0.00600569,0.017688,0.0855392,0.76041,0.000771023,6.90454
6,2.44585,2.48988,8.4395,0.161875,0.151144,0.154268,15.3127,0.000861815,0.449122,0.49315,5.50213,0.156858,0.0971353,0.100259,1.4853,0.000743626,, , 0.351754,0.409594,0.180924,11.9572,2.76674,5.50213,0.156858,0.232886,0.138685,0.0467762,0.0119332,0.0313899,0.125166,1.4853,0.000743626,13.8055
7,0.470073,0.471215,9.5755,0.389969,0.0297879,0.0301184,49.3627,0.000298219,0.385835,0.386978,0.0130074,0.372885,0.0164622,0.0167927,0.199939,8.09947e-05,, , 0.0100301,0.757676,0.00510665,12.0326,0.287429,0.0130074,0.372885,0.827824,0.013746,0.0183357,0.00117318,0.107445,0.0520212,0.199939,8.09947e-05,49.0734
8,0.0286185,0.028755,0.0180513,0.000439401,0.000539285,0.000545347,0.0602466,3.18439e-07,0.00198245,0.00211895,0.0020804,0.000418546,8.74322e-05,9.34934e-05,0.000227484,5.3272e-08,, , 0.00126769,0.00218914,0.000644581,0.0803593,0.0212412,0.0020804,0.000418546,0.00101147,7.37044e-05,8.89254e-05,1.82958e-05,0.000321226,0.00074128,0.000227484,5.3272e-08,0.0599602
Total,37.9518,30.1959,53.2716,0.712406,1.29646,1.23782,84.4406,0.00503435,6.91415,7.00365,34.6998,0.685575,0.56269,0.558495,8.39675,0.00190387,, , 1.84664,11.0806,0.990543,66.3248,24.208,34.6998,0.685575,1.2825,0.717331,0.339823,0.0640297,0.186405,1.4432,8.39675,0.00190387,76.0265


TOPS/W,FPS,TOPS,Peak TOPS/W,Peak FPS,Peak TOPS,
2.11987,0.00818788,1.51002,19.3723,0.0202827,3.74056
