Total Area(m^2), Total CIM (FW+AG) Area (m^2), Routing Area(m^2), ADC Area(m^2), Accumulation Area(m^2), Other Logic&Storage Area(m^2), Weight Gradient Area(m^2),
9.52136e-05,3.65072e-07,1.19663e-05,5.4022e-05,9.68277e-06,9.56223e-06,9.61522e-06


layer_number, latency_FW(s), latency_AG(s), latency_WG(s), latency_WU(s), energy_FW(J), energy_AG(J), energy_WG(J), energy_WU(J),Peak_latency_FW(s), Peak_latency_AG(s), Peak_latency_WG(s), Peak_latency_WU(s), Peak_energy_FW(J), Peak_energy_AG(J), Peak_energy_WG(J), Peak_energy_WU(J),, , ADC_latency(s), Accumulation_latency(s), Synaptic Array w/o ADC_latency(s), Buffer_latency(s), IC_latency(s), Weight_gradient_latency(s), Weight_update(s), DRAM_latency(s), ADC_energy(J), Accumulation_energy(J), Synaptic Array w/o ADC_energy(J), Buffer_energy(J), IC_energy(J), Weight_gradient_energy(J), Weight_update_energy(J), DRAM_energy(J)
1,7.96158,0,1.81752,0.000782788,0.0728117,0,0.111504,2.62559e-06,0.116129,0,1.23285,0.000775749,0.0183658,0,0.0876581,2.5361e-06,, , 0.0680265,0.00733546,0.0407669,6.87397,1.56697,1.23285,0.000775749,0.000987789,0.0135331,0.00348139,0.00135132,0.00162304,0.0500789,0.0876581,2.5361e-06,0.0585562
2,15.1249,15.1824,11.3424,0.0015359,0.502442,0.506031,3.50293,9.49694e-06,3.6842,3.74171,9.61589,0.00122239,0.176617,0.180206,2.63448,1.31883e-07,, , 0.533294,6.59864,0.293982,15.1163,9.97854,9.61589,0.00122239,0.0155217,0.208686,0.129148,0.0189886,0.00853657,0.640836,2.63448,1.31883e-07,0.920125
3,4.20467,4.22977,7.27768,0.00880304,0.174426,0.175362,2.95081,2.24305e-05,0.890481,0.915586,6.41951,0.00817601,0.0707835,0.0717196,1.22127,9.57104e-07,, , 0.228263,1.44982,0.127988,5.23262,3.22802,6.41951,0.00817601,0.0293457,0.0923325,0.0417726,0.00839798,0.00755516,0.204585,1.22127,9.57104e-07,1.73961
4,6.17903,6.2357,7.7672,0.00571991,0.280215,0.283817,5.63443,3.14653e-05,1.10504,1.16171,6.41638,0.00446586,0.137705,0.141307,2.17641,4.79525e-07,, , 0.469011,1.54823,0.249511,8.74862,4.69842,6.41638,0.00446586,0.0584488,0.186416,0.0761984,0.0163976,0.0118465,0.284231,2.17641,4.79525e-07,3.46485
5,1.53123,1.55209,7.03706,0.00828966,0.0882493,0.0897247,7.66537,6.0424e-05,0.275527,0.296384,5.50124,0.00578156,0.0486934,0.0501687,0.751532,6.64757e-07,, , 0.173153,0.307138,0.0916197,6.2831,1.66068,5.50124,0.00578156,0.116473,0.068849,0.024022,0.00599105,0.017688,0.0855392,0.751532,6.64757e-07,6.90454
6,2.4466,2.49063,8.43931,0.0122902,0.151318,0.154534,15.2949,0.00011911,0.449869,0.493897,5.50194,0.00727399,0.097309,0.100525,1.46754,9.21374e-07,, , 0.353247,0.409594,0.180924,11.9572,2.76674,5.50194,0.00727399,0.232886,0.139144,0.0467762,0.0119141,0.0313899,0.125166,1.46754,9.21374e-07,13.8055
7,0.470055,0.471197,9.57564,0.0198132,0.0297716,0.0300679,49.3697,0.000218117,0.385817,0.386959,0.013146,0.00272861,0.0164458,0.0167422,0.206947,8.92914e-07,, , 0.00999272,0.757676,0.00510665,12.0326,0.287429,0.013146,0.00272861,0.827824,0.0136721,0.0183357,0.00118026,0.107445,0.0520212,0.206947,8.92914e-07,49.0734
8,0.0286209,0.0287574,0.0180749,7.48678e-05,0.000539355,0.000545325,0.0602488,2.80367e-07,0.00198486,0.00212136,0.00210401,5.40126e-05,8.75022e-05,9.34722e-05,0.000229628,1.52005e-08,, , 0.0012725,0.00218914,0.000644581,0.0803593,0.0212412,0.00210401,5.40126e-05,0.00101147,7.37343e-05,8.89254e-05,1.83146e-05,0.000321226,0.00074128,0.000229628,1.52005e-08,0.0599602
Total,37.9467,30.1906,53.2749,0.0573095,1.29977,1.24008,84.5899,0.00046395,6.90905,6.99837,34.7031,0.0304782,0.566007,0.560762,8.54608,6.59886e-06,, , 1.83626,11.0806,0.990543,66.3248,24.208,34.7031,0.0304782,1.2825,0.722706,0.339823,0.0642392,0.186405,1.4432,8.54608,6.59886e-06,76.0265


TOPS/W,FPS,TOPS,Peak TOPS/W,Peak FPS,Peak TOPS,
2.11621,0.00823252,1.51825,19.0659,0.0205588,3.79148
