Total Area(m^2), Total CIM (FW+AG) Area (m^2), Routing Area(m^2), ADC Area(m^2), Accumulation Area(m^2), Other Logic&Storage Area(m^2), Weight Gradient Area(m^2),
9.52136e-05,3.65072e-07,1.19663e-05,5.4022e-05,9.68277e-06,9.56223e-06,9.61522e-06


layer_number, latency_FW(s), latency_AG(s), latency_WG(s), latency_WU(s), energy_FW(J), energy_AG(J), energy_WG(J), energy_WU(J),Peak_latency_FW(s), Peak_latency_AG(s), Peak_latency_WG(s), Peak_latency_WU(s), Peak_energy_FW(J), Peak_energy_AG(J), Peak_energy_WG(J), Peak_energy_WU(J),, , ADC_latency(s), Accumulation_latency(s), Synaptic Array w/o ADC_latency(s), Buffer_latency(s), IC_latency(s), Weight_gradient_latency(s), Weight_update(s), DRAM_latency(s), ADC_energy(J), Accumulation_energy(J), Synaptic Array w/o ADC_energy(J), Buffer_energy(J), IC_energy(J), Weight_gradient_energy(J), Weight_update_energy(J), DRAM_energy(J)
1,7.96137,0,1.81752,0.00103904,0.07277,0,0.111504,7.83645e-06,0.115922,0,1.23285,0.001032,0.0183241,0,0.0876581,7.74696e-06,, , 0.0678197,0.00733546,0.0407669,6.87397,1.56697,1.23285,0.001032,0.000987789,0.0134914,0.00348139,0.00135132,0.00162304,0.0500789,0.0876581,7.74696e-06,0.0585562
2,15.1252,15.1827,11.3421,0.010796,0.501114,0.504873,3.47522,0.000881191,3.68449,3.742,9.61555,0.0104825,0.175288,0.179047,2.60678,5.46128e-05,, , 0.533868,6.59864,0.293982,15.1163,9.97854,9.61555,0.0104825,0.0155217,0.206234,0.129148,0.0189536,0.00853657,0.640836,2.60678,5.46128e-05,0.920125
3,4.20568,4.23079,7.27556,0.0219278,0.174134,0.175593,2.86638,0.000685691,0.891495,0.9166,6.41739,0.0213007,0.0704912,0.0719508,1.13685,8.38646e-05,, , 0.23029,1.44982,0.127988,5.23262,3.22802,6.41739,0.0213007,0.0293457,0.0923797,0.0417726,0.00828971,0.00755516,0.204585,1.13685,8.38646e-05,1.73961
4,6.18421,6.24088,7.76631,0.0411443,0.280293,0.284336,5.56198,0.000792386,1.11022,1.16689,6.41549,0.0398903,0.137783,0.141826,2.10397,0.00019071,, , 0.479367,1.54823,0.249511,8.74862,4.69842,6.41549,0.0398903,0.0584488,0.187104,0.0761984,0.0163064,0.0118465,0.284231,2.10397,0.00019071,3.46485
5,1.5323,1.55316,7.0367,0.0857091,0.0884247,0.0899883,7.65649,0.00126456,0.276599,0.297455,5.50088,0.083201,0.0488687,0.0504323,0.742651,0.000602734,, , 0.175296,0.307138,0.0916197,6.2831,1.66068,5.50088,0.083201,0.116473,0.0693062,0.024022,0.0059728,0.017688,0.0855392,0.742651,0.000602734,6.90454
6,2.44922,2.49325,8.43881,0.167781,0.151525,0.154989,15.2771,0.00121021,0.452489,0.496517,5.50144,0.162765,0.0975162,0.10098,1.44976,0.00109202,, , 0.358488,0.409594,0.180924,11.9572,2.76674,5.50144,0.162765,0.232886,0.139858,0.0467762,0.0118628,0.0313899,0.125166,1.44976,0.00109202,13.8055
7,0.470105,0.471248,9.57547,0.343296,0.0295819,0.0299199,49.3609,0.000269452,0.385868,0.38701,0.0129772,0.326211,0.0162562,0.0165942,0.198186,5.22273e-05,, , 0.0100945,0.757676,0.00510665,12.0326,0.287429,0.0129772,0.326211,0.827824,0.0133431,0.0183357,0.00117163,0.107445,0.0520212,0.198186,5.22273e-05,49.0734
8,0.0286198,0.0287563,0.0180831,0.000677538,0.000539337,0.000545275,0.0602488,3.3857e-07,0.00198376,0.00212026,0.00211225,0.000656683,8.74835e-05,9.34218e-05,0.000229628,7.3403e-08,, , 0.0012703,0.00218914,0.000644581,0.0803593,0.0212412,0.00211225,0.000656683,0.00101147,7.36587e-05,8.89254e-05,1.83212e-05,0.000321226,0.00074128,0.000229628,7.3403e-08,0.0599602
Total,37.9567,30.2008,53.2705,0.67237,1.29838,1.24024,84.3699,0.00511166,6.91906,7.00859,34.6987,0.645539,0.564615,0.560924,8.32608,0.00208399,, , 1.85649,11.0806,0.990543,66.3248,24.208,34.6987,0.645539,1.2825,0.721789,0.339823,0.0639266,0.186405,1.4432,8.32608,0.00208399,76.0265


TOPS/W,FPS,TOPS,Peak TOPS/W,Peak FPS,Peak TOPS,
2.12148,0.00818998,1.51041,19.5078,0.0202956,3.74293
