Total Area(m^2), Total CIM (FW+AG) Area (m^2), Routing Area(m^2), ADC Area(m^2), Accumulation Area(m^2), Other Logic&Storage Area(m^2), Weight Gradient Area(m^2),
9.52136e-05,3.65072e-07,1.19663e-05,5.4022e-05,9.68277e-06,9.56223e-06,9.61522e-06


layer_number, latency_FW(s), latency_AG(s), latency_WG(s), latency_WU(s), energy_FW(J), energy_AG(J), energy_WG(J), energy_WU(J),Peak_latency_FW(s), Peak_latency_AG(s), Peak_latency_WG(s), Peak_latency_WU(s), Peak_energy_FW(J), Peak_energy_AG(J), Peak_energy_WG(J), Peak_energy_WU(J),, , ADC_latency(s), Accumulation_latency(s), Synaptic Array w/o ADC_latency(s), Buffer_latency(s), IC_latency(s), Weight_gradient_latency(s), Weight_update(s), DRAM_latency(s), ADC_energy(J), Accumulation_energy(J), Synaptic Array w/o ADC_energy(J), Buffer_energy(J), IC_energy(J), Weight_gradient_energy(J), Weight_update_energy(J), DRAM_energy(J)
1,7.96139,0,1.81752,0.00102654,0.0727749,0,0.111504,5.77436e-06,0.115946,0,1.23285,0.0010195,0.018329,0,0.0876581,5.68487e-06,, , 0.0678437,0.00733546,0.0407669,6.87397,1.56697,1.23285,0.0010195,0.000987789,0.0134962,0.00348139,0.00135132,0.00162304,0.0500789,0.0876581,5.68487e-06,0.0585562
2,15.1247,15.1822,11.3422,0.0105806,0.500889,0.504597,3.50291,0.000867758,3.68402,3.74153,9.61565,0.0102671,0.175063,0.178771,2.63446,5.37732e-05,, , 0.53293,6.59864,0.293982,15.1163,9.97854,9.61565,0.0102671,0.0155217,0.205722,0.129148,0.0189641,0.00853657,0.640836,2.63446,5.37732e-05,0.920125
3,4.20581,4.23092,7.27557,0.0221679,0.174148,0.175605,2.86638,5.51733e-05,0.891628,0.916732,6.4174,0.0215409,0.0705058,0.0719624,1.13685,5.04996e-06,, , 0.230556,1.44982,0.127988,5.23262,3.22802,6.4174,0.0215409,0.0293457,0.0924053,0.0417726,0.00829032,0.00755516,0.204585,1.13685,5.04996e-06,1.73961
4,6.18391,6.24058,7.76614,0.0423873,0.280197,0.284325,5.56197,0.00118567,1.10992,1.16659,6.41532,0.0411332,0.137687,0.141815,2.10395,0.000289029,, , 0.478775,1.54823,0.249511,8.74862,4.69842,6.41532,0.0411332,0.0584488,0.187015,0.0761984,0.0162887,0.0118465,0.284231,2.10395,0.000289029,3.46485
5,1.53309,1.55395,7.03643,0.0786324,0.0886425,0.0902729,7.64761,0.000376168,0.277389,0.298246,5.50061,0.0761243,0.0490865,0.050717,0.733769,0.000158537,, , 0.176877,0.307138,0.0916197,6.2831,1.66068,5.50061,0.0761243,0.116473,0.0698225,0.024022,0.00595897,0.017688,0.0855392,0.733769,0.000158537,6.90454
6,2.44853,2.49256,8.43888,0.151099,0.15145,0.154882,15.2771,0.000279803,0.451806,0.495833,5.50151,0.146083,0.0974416,0.100873,1.44977,0.000161614,, , 0.35712,0.409594,0.180924,11.9572,2.76674,5.50151,0.146083,0.232886,0.139669,0.0467762,0.0118695,0.0313899,0.125166,1.44977,0.000161614,13.8055
7,0.470114,0.471256,9.57547,0.245772,0.0295992,0.0299367,49.3609,0.000244377,0.385877,0.387019,0.0129793,0.228687,0.0162735,0.016611,0.198186,2.71527e-05,, , 0.0101121,0.757676,0.00510665,12.0326,0.287429,0.0129793,0.228687,0.827824,0.0133771,0.0183357,0.00117174,0.107445,0.0520212,0.198186,2.71527e-05,49.0734
8,0.0286147,0.0287512,0.0180716,0.000451906,0.000539297,0.00054528,0.0602488,3.18867e-07,0.00197865,0.00211515,0.00210072,0.000431051,8.74443e-05,9.34271e-05,0.000229628,5.37008e-08,, , 0.00126009,0.00218914,0.000644581,0.0803593,0.0212412,0.00210072,0.000431051,0.00101147,7.3634e-05,8.89254e-05,1.8312e-05,0.000321226,0.00074128,0.000229628,5.37008e-08,0.0599602
Total,37.9562,30.2003,53.2703,0.552118,1.29824,1.24016,84.3887,0.00301504,6.91856,7.00807,34.6984,0.525286,0.564474,0.560843,8.34488,0.000700894,, , 1.85547,11.0806,0.990543,66.3248,24.208,34.6984,0.525286,1.2825,0.721581,0.339823,0.0639129,0.186405,1.4432,8.34488,0.000700894,76.0265


TOPS/W,FPS,TOPS,Peak TOPS/W,Peak FPS,Peak TOPS,
2.12108,0.00819814,1.51191,19.4724,0.0203457,3.75219
