Total Area(m^2), Total CIM (FW+AG) Area (m^2), Routing Area(m^2), ADC Area(m^2), Accumulation Area(m^2), Other Logic&Storage Area(m^2), Weight Gradient Area(m^2),
9.52136e-05,3.65072e-07,1.19663e-05,5.4022e-05,9.68277e-06,9.56223e-06,9.61522e-06


layer_number, latency_FW(s), latency_AG(s), latency_WG(s), latency_WU(s), energy_FW(J), energy_AG(J), energy_WG(J), energy_WU(J),Peak_latency_FW(s), Peak_latency_AG(s), Peak_latency_WG(s), Peak_latency_WU(s), Peak_energy_FW(J), Peak_energy_AG(J), Peak_energy_WG(J), Peak_energy_WU(J),, , ADC_latency(s), Accumulation_latency(s), Synaptic Array w/o ADC_latency(s), Buffer_latency(s), IC_latency(s), Weight_gradient_latency(s), Weight_update(s), DRAM_latency(s), ADC_energy(J), Accumulation_energy(J), Synaptic Array w/o ADC_energy(J), Buffer_energy(J), IC_energy(J), Weight_gradient_energy(J), Weight_update_energy(J), DRAM_energy(J)
1,7.96152,0,1.81752,0.000807528,0.0728013,0,0.111504,2.54765e-06,0.116075,0,1.23285,0.00080049,0.0183554,0,0.0876581,2.45816e-06,, , 0.0679728,0.00733546,0.0407669,6.87397,1.56697,1.23285,0.00080049,0.000987789,0.0135227,0.00348139,0.00135132,0.00162304,0.0500789,0.0876581,2.45816e-06,0.0585562
2,15.1249,15.1824,11.3423,0.00535687,0.502551,0.506213,3.50291,2.09736e-05,3.68416,3.74167,9.61574,0.00504336,0.176725,0.180387,2.63447,8.49175e-07,, , 0.533214,6.59864,0.293982,15.1163,9.97854,9.61574,0.00504336,0.0155217,0.208991,0.129148,0.0189735,0.00853657,0.640836,2.63447,8.49175e-07,0.920125
3,4.20475,4.22986,7.27746,0.00406125,0.174396,0.175386,2.93875,1.7589e-05,0.890567,0.915672,6.41929,0.00343422,0.0707531,0.0717437,1.20922,3.51928e-07,, , 0.228434,1.44982,0.127988,5.23262,3.22802,6.41929,0.00343422,0.0293457,0.0923376,0.0417726,0.0083867,0.00755516,0.204585,1.20922,3.51928e-07,1.73961
4,6.18066,6.23734,7.76708,0.00791044,0.280341,0.284003,5.63442,3.22769e-05,1.10667,1.16335,6.41626,0.00665639,0.137831,0.141493,2.1764,6.8241e-07,, , 0.472278,1.54823,0.249511,8.74862,4.69842,6.41626,0.00665639,0.0584488,0.186741,0.0761984,0.0163851,0.0118465,0.284231,2.1764,6.8241e-07,3.46485
5,1.53159,1.55244,7.03695,0.0252351,0.0883004,0.0898034,7.66537,6.39305e-05,0.275884,0.296741,5.50113,0.022727,0.0487445,0.0502475,0.751529,2.41803e-06,, , 0.173867,0.307138,0.0916197,6.2831,1.66068,5.50113,0.022727,0.116473,0.0689846,0.024022,0.00598533,0.017688,0.0855392,0.751529,2.41803e-06,6.90454
6,2.44768,2.49171,8.43913,0.0260089,0.151358,0.154664,15.2949,0.000120411,0.450949,0.494977,5.50176,0.0209927,0.0973486,0.100655,1.46754,2.22181e-06,, , 0.355407,0.409594,0.180924,11.9572,2.76674,5.50176,0.0209927,0.232886,0.139332,0.0467762,0.0118954,0.0313899,0.125166,1.46754,2.22181e-06,13.8055
7,0.470084,0.471226,9.57559,0.0202634,0.0297423,0.030052,49.3662,0.000218183,0.385846,0.386988,0.0130919,0.00317887,0.0164166,0.0167262,0.203444,9.58398e-07,, , 0.0100513,0.757676,0.00510665,12.0326,0.287429,0.0130919,0.00317887,0.827824,0.0136297,0.0183357,0.0011775,0.107445,0.0520212,0.203444,9.58398e-07,49.0734
8,0.0286187,0.0287552,0.0180793,4.32365e-05,0.000539358,0.000545311,0.0602488,2.75784e-07,0.00198272,0.00211922,0.00210841,2.23813e-05,8.75048e-05,9.34579e-05,0.000229628,1.06174e-08,, , 0.00126822,0.00218914,0.000644581,0.0803593,0.0212412,0.00210841,2.23813e-05,0.00101147,7.37192e-05,8.89254e-05,1.83181e-05,0.000321226,0.00074128,0.000229628,1.06174e-08,0.0599602
Total,37.9498,30.1937,53.2741,0.0896867,1.30003,1.24067,84.5743,0.000476187,6.91214,7.00151,34.7022,0.0628553,0.566262,0.561346,8.53049,9.95052e-06,, , 1.84249,11.0806,0.990543,66.3248,24.208,34.7022,0.0628553,1.2825,0.723612,0.339823,0.0641732,0.186405,1.4432,8.53049,9.95052e-06,76.0265


TOPS/W,FPS,TOPS,Peak TOPS/W,Peak FPS,Peak TOPS,
2.11657,0.00822996,1.51778,19.095,0.0205429,3.78854
