Total Area(m^2), Total CIM (FW+AG) Area (m^2), Routing Area(m^2), ADC Area(m^2), Accumulation Area(m^2), Other Logic&Storage Area(m^2), Weight Gradient Area(m^2),
9.52136e-05,3.65072e-07,1.19663e-05,5.4022e-05,9.68277e-06,9.56223e-06,9.61522e-06


layer_number, latency_FW(s), latency_AG(s), latency_WG(s), latency_WU(s), energy_FW(J), energy_AG(J), energy_WG(J), energy_WU(J),Peak_latency_FW(s), Peak_latency_AG(s), Peak_latency_WG(s), Peak_latency_WU(s), Peak_energy_FW(J), Peak_energy_AG(J), Peak_energy_WG(J), Peak_energy_WU(J),, , ADC_latency(s), Accumulation_latency(s), Synaptic Array w/o ADC_latency(s), Buffer_latency(s), IC_latency(s), Weight_gradient_latency(s), Weight_update(s), DRAM_latency(s), ADC_energy(J), Accumulation_energy(J), Synaptic Array w/o ADC_energy(J), Buffer_energy(J), IC_energy(J), Weight_gradient_energy(J), Weight_update_energy(J), DRAM_energy(J)
1,7.96139,0,1.81752,0.00102029,0.0727745,0,0.111504,5.73022e-06,0.115946,0,1.23285,0.00101325,0.0183286,0,0.0876581,5.64073e-06,, , 0.0678441,0.00733546,0.0407669,6.87397,1.56697,1.23285,0.00101325,0.000987789,0.0134959,0.00348139,0.00135132,0.00162304,0.0500789,0.0876581,5.64073e-06,0.0585562
2,15.125,15.1825,11.3423,0.0108323,0.501284,0.504916,3.50292,0.00108589,3.68425,3.74176,9.6158,0.0105188,0.175459,0.179091,2.63447,6.74063e-05,, , 0.533387,6.59864,0.293982,15.1163,9.97854,9.6158,0.0105188,0.0155217,0.206422,0.129148,0.0189797,0.00853657,0.640836,2.63447,6.74063e-05,0.920125
3,4.20602,4.23113,7.27597,0.0212267,0.17414,0.1755,2.87845,0.0011294,0.891837,0.916942,6.4178,0.0205997,0.0704979,0.071857,1.14892,0.000139328,, , 0.230974,1.44982,0.127988,5.23262,3.22802,6.4178,0.0205997,0.0293457,0.0922718,0.0417726,0.0083105,0.00755516,0.204585,1.14892,0.000139328,1.73961
4,6.18352,6.2402,7.76632,0.0432743,0.280654,0.28469,5.56198,0.000985505,1.10953,1.16621,6.41551,0.0420203,0.138143,0.142179,2.10397,0.000238989,, , 0.478004,1.54823,0.249511,8.74862,4.69842,6.41551,0.0420203,0.0584488,0.187817,0.0761984,0.0163078,0.0118465,0.284231,2.10397,0.000238989,3.46485
5,1.53252,1.55338,7.0367,0.0820655,0.0884917,0.090056,7.65649,0.000758181,0.276817,0.297673,5.50088,0.0795574,0.0489357,0.0505,0.742651,0.000349543,, , 0.175733,0.307138,0.0916197,6.2831,1.66068,5.50088,0.0795574,0.116473,0.0694411,0.024022,0.00597265,0.017688,0.0855392,0.742651,0.000349543,6.90454
6,2.44932,2.49335,8.4388,0.156352,0.151582,0.155051,15.2771,0.000487383,0.452589,0.496617,5.50143,0.151336,0.0975732,0.101042,1.44976,0.000369194,, , 0.358687,0.409594,0.180924,11.9572,2.76674,5.50143,0.151336,0.232886,0.139977,0.0467762,0.0118618,0.0313899,0.125166,1.44976,0.000369194,13.8055
7,0.470115,0.471257,9.57555,0.232191,0.0296626,0.0299823,49.3644,0.000241948,0.385878,0.38702,0.0130512,0.215107,0.0163368,0.0166566,0.201692,2.47236e-05,, , 0.0101141,0.757676,0.00510665,12.0326,0.287429,0.0130512,0.215107,0.827824,0.0134823,0.0183357,0.00117541,0.107445,0.0520212,0.201692,2.47236e-05,49.0734
8,0.0286137,0.0287503,0.0180908,0.000909294,0.000539337,0.000545245,0.0602488,3.77577e-07,0.00197773,0.00211423,0.00211994,0.000888439,8.74838e-05,9.33924e-05,0.000229629,1.12411e-07,, , 0.00125825,0.00218914,0.000644581,0.0803593,0.0212412,0.00211994,0.000888439,0.00101147,7.36234e-05,8.89254e-05,1.83273e-05,0.000321226,0.00074128,0.000229629,1.12411e-07,0.0599602
Total,37.9565,30.2005,53.2713,0.547872,1.29913,1.24074,84.4132,0.00469441,6.91883,7.00833,34.6994,0.521041,0.565362,0.561419,8.36935,0.00119494,, , 1.856,11.0806,0.990543,66.3248,24.208,34.6994,0.521041,1.2825,0.722981,0.339823,0.0639775,0.186405,1.4432,8.36935,0.00119494,76.0265


TOPS/W,FPS,TOPS,Peak TOPS/W,Peak FPS,Peak TOPS,
2.12041,0.00819832,1.51195,19.4182,0.0203469,3.7524
