Total Area(m^2), Total CIM (FW+AG) Area (m^2), Routing Area(m^2), ADC Area(m^2), Accumulation Area(m^2), Other Logic&Storage Area(m^2), Weight Gradient Area(m^2),
9.52136e-05,3.65072e-07,1.19663e-05,5.4022e-05,9.68277e-06,9.56223e-06,9.61522e-06


layer_number, latency_FW(s), latency_AG(s), latency_WG(s), latency_WU(s), energy_FW(J), energy_AG(J), energy_WG(J), energy_WU(J),Peak_latency_FW(s), Peak_latency_AG(s), Peak_latency_WG(s), Peak_latency_WU(s), Peak_energy_FW(J), Peak_energy_AG(J), Peak_energy_WG(J), Peak_energy_WU(J),, , ADC_latency(s), Accumulation_latency(s), Synaptic Array w/o ADC_latency(s), Buffer_latency(s), IC_latency(s), Weight_gradient_latency(s), Weight_update(s), DRAM_latency(s), ADC_energy(J), Accumulation_energy(J), Synaptic Array w/o ADC_energy(J), Buffer_energy(J), IC_energy(J), Weight_gradient_energy(J), Weight_update_energy(J), DRAM_energy(J)
1,7.96134,0,1.81752,0.00102654,0.0727656,0,0.111504,7.47341e-06,0.115895,0,1.23285,0.0010195,0.0183196,0,0.0876581,7.38391e-06,, , 0.0677923,0.00733546,0.0407669,6.87397,1.56697,1.23285,0.0010195,0.000987789,0.0134869,0.00348139,0.00135132,0.00162304,0.0500789,0.0876581,7.38391e-06,0.0585562
2,15.1258,15.1834,11.3418,0.0110183,0.500657,0.504557,3.44752,0.000887032,3.68513,3.74264,9.61526,0.0107047,0.174831,0.178732,2.57908,5.49778e-05,, , 0.535154,6.59864,0.293982,15.1163,9.97854,9.61526,0.0107047,0.0155217,0.205491,0.129148,0.0189242,0.00853657,0.640836,2.57908,5.49778e-05,0.920125
3,4.20596,4.23107,7.27554,0.0210811,0.173992,0.175456,2.86638,0.000866942,0.891775,0.91688,6.41737,0.020454,0.0703493,0.0718133,1.13685,0.000106521,, , 0.230851,1.44982,0.127988,5.23262,3.22802,6.41737,0.020454,0.0293457,0.0921012,0.0417726,0.00828879,0.00755516,0.204585,1.13685,0.000106521,1.73961
4,6.18339,6.24006,7.76623,0.0405727,0.280107,0.284187,5.56198,0.000627657,1.1094,1.16607,6.41542,0.0393186,0.137596,0.141677,2.10396,0.000149527,, , 0.477727,1.54823,0.249511,8.74862,4.69842,6.41542,0.0393186,0.0584488,0.186776,0.0761984,0.0162986,0.0118465,0.284231,2.10396,0.000149527,3.46485
5,1.53338,1.55424,7.03633,0.0735266,0.088678,0.0903332,7.6476,0.000190667,0.277681,0.298538,5.50051,0.0710185,0.0491221,0.0507773,0.733767,6.57861e-05,, , 0.177461,0.307138,0.0916197,6.2831,1.66068,5.50051,0.0710185,0.116473,0.0699234,0.024022,0.00595385,0.017688,0.0855392,0.733767,6.57861e-05,6.90454
6,2.4482,2.49222,8.43871,0.155079,0.150626,0.15414,15.2594,0.0003546,0.451468,0.495496,5.50134,0.150063,0.0966174,0.100131,1.432,0.000236411,, , 0.356445,0.409594,0.180924,11.9572,2.76674,5.50134,0.150063,0.232886,0.138119,0.0467762,0.0118526,0.0313899,0.125166,1.432,0.000236411,13.8055
7,0.470065,0.471207,9.57556,0.24197,0.0296284,0.0299455,49.3662,0.000243475,0.385828,0.38697,0.013062,0.224886,0.0163027,0.0166198,0.203443,2.62506e-05,, , 0.0100144,0.757676,0.00510665,12.0326,0.287429,0.013062,0.224886,0.827824,0.0134108,0.0183357,0.00117597,0.107445,0.0520212,0.203443,2.62506e-05,49.0734
8,0.0286204,0.0287569,0.0180815,0.000516119,0.000539334,0.000545279,0.0602488,3.26465e-07,0.00198435,0.00212085,0.0021106,0.000495264,8.74811e-05,9.34257e-05,0.000229628,6.12983e-08,, , 0.00127148,0.00218914,0.000644581,0.0803593,0.0212412,0.0021106,0.000495264,0.00101147,7.36614e-05,8.89254e-05,1.83199e-05,0.000321226,0.00074128,0.000229628,6.12983e-08,0.0599602
Total,37.9568,30.2009,53.2698,0.54479,1.29699,1.23916,84.3208,0.00317817,6.91916,7.00871,34.6979,0.517959,0.563226,0.559843,8.27698,0.000646919,, , 1.85672,11.0806,0.990543,66.3248,24.208,34.6979,0.517959,1.2825,0.719382,0.339823,0.0638637,0.186405,1.4432,8.27698,0.000646919,76.0265


TOPS/W,FPS,TOPS,Peak TOPS/W,Peak FPS,Peak TOPS,
2.12279,0.00819858,1.51199,19.6178,0.0203485,3.75269
