Total Area(m^2), Total CIM (FW+AG) Area (m^2), Routing Area(m^2), ADC Area(m^2), Accumulation Area(m^2), Other Logic&Storage Area(m^2), Weight Gradient Area(m^2),
9.52136e-05,3.65072e-07,1.19663e-05,5.4022e-05,9.68277e-06,9.56223e-06,9.61522e-06


layer_number, latency_FW(s), latency_AG(s), latency_WG(s), latency_WU(s), energy_FW(J), energy_AG(J), energy_WG(J), energy_WU(J),Peak_latency_FW(s), Peak_latency_AG(s), Peak_latency_WG(s), Peak_latency_WU(s), Peak_energy_FW(J), Peak_energy_AG(J), Peak_energy_WG(J), Peak_energy_WU(J),, , ADC_latency(s), Accumulation_latency(s), Synaptic Array w/o ADC_latency(s), Buffer_latency(s), IC_latency(s), Weight_gradient_latency(s), Weight_update(s), DRAM_latency(s), ADC_energy(J), Accumulation_energy(J), Synaptic Array w/o ADC_energy(J), Buffer_energy(J), IC_energy(J), Weight_gradient_energy(J), Weight_update_energy(J), DRAM_energy(J)
1,7.96137,0,1.81752,0.00108279,0.0727708,0,0.111504,8.91839e-06,0.115925,0,1.23285,0.00107575,0.0183249,0,0.0876581,8.8289e-06,, , 0.0678231,0.00733546,0.0407669,6.87397,1.56697,1.23285,0.00107575,0.000987789,0.0134922,0.00348139,0.00135132,0.00162304,0.0500789,0.0876581,8.8289e-06,0.0585562
2,15.1248,15.1823,11.3421,0.0106665,0.501127,0.50485,3.47523,0.00112898,3.68406,3.74157,9.61562,0.010353,0.175301,0.179025,2.60678,7.00996e-05,, , 0.533016,6.59864,0.293982,15.1163,9.97854,9.61562,0.010353,0.0155217,0.206217,0.129148,0.0189609,0.00853657,0.640836,2.60678,7.00996e-05,0.920125
3,4.20607,4.23117,7.27554,0.0210591,0.174138,0.175602,2.86638,0.00130287,0.891881,0.916985,6.41737,0.020432,0.0704956,0.0719596,1.13685,0.000161012,, , 0.231062,1.44982,0.127988,5.23262,3.22802,6.41737,0.020432,0.0293457,0.0923938,0.0417726,0.00828879,0.00755516,0.204585,1.13685,0.000161012,1.73961
4,6.18253,6.23921,7.76623,0.0430667,0.280183,0.284264,5.56198,0.00133951,1.10854,1.16522,6.41541,0.0418127,0.137673,0.141754,2.10396,0.00032749,, , 0.476024,1.54823,0.249511,8.74862,4.69842,6.41541,0.0418127,0.0584488,0.186929,0.0761984,0.0162985,0.0118465,0.284231,2.10396,0.00032749,3.46485
5,1.53275,1.55361,7.0366,0.0615376,0.0885217,0.0901109,7.64761,0.00010005,0.27705,0.297906,5.50078,0.0590295,0.0489657,0.050555,0.733773,2.04776e-05,, , 0.176198,0.307138,0.0916197,6.2831,1.66068,5.50078,0.0590295,0.116473,0.0695312,0.024022,0.0059675,0.017688,0.0855392,0.733773,2.04776e-05,6.90454
6,2.44976,2.49379,8.43878,0.169964,0.151472,0.154951,15.2771,0.00141234,0.453033,0.497061,5.50141,0.164948,0.0974629,0.100942,1.44976,0.00129416,, , 0.359576,0.409594,0.180924,11.9572,2.76674,5.50141,0.164948,0.232886,0.139769,0.0467762,0.0118596,0.0313899,0.125166,1.44976,0.00129416,13.8055
7,0.470139,0.471281,9.57553,0.224572,0.0297227,0.0300476,49.3644,0.000240673,0.385901,0.387043,0.0130304,0.207487,0.016397,0.0167219,0.201691,2.34489e-05,, , 0.010161,0.757676,0.00510665,12.0326,0.287429,0.0130304,0.207487,0.827824,0.0136089,0.0183357,0.00117435,0.107445,0.0520212,0.201691,2.34489e-05,49.0734
8,0.0286213,0.0287578,0.0180716,0.000654033,0.000539307,0.00054529,0.0602488,3.35738e-07,0.00198526,0.00212176,0.00210072,0.000633177,8.74543e-05,9.3437e-05,0.000229628,7.05719e-08,, , 0.0012733,0.00218914,0.000644581,0.0803593,0.0212412,0.00210072,0.000633177,0.00101147,7.36539e-05,8.89254e-05,1.8312e-05,0.000321226,0.00074128,0.000229628,7.05719e-08,0.0599602
Total,37.956,30.2001,53.2704,0.532603,1.29847,1.24037,84.3645,0.00553368,6.91838,7.00791,34.6986,0.505771,0.564708,0.56105,8.32071,0.00190558,, , 1.85513,11.0806,0.990543,66.3248,24.208,34.6986,0.505771,1.2825,0.722016,0.339823,0.0639192,0.186405,1.4432,8.32071,0.00190558,76.0265


TOPS/W,FPS,TOPS,Peak TOPS/W,Peak FPS,Peak TOPS,
2.1216,0.00819947,1.51216,19.5188,0.0203539,3.75369
