1_mean,2_mean,3_mean,4_mean,5_mean,6_mean,7_mean,8_mean,1_std,2_std,3_std,4_std,5_std,6_std,7_std,8_std
0.002857,-0.001170,-0.000106,-0.000277,-0.000179,-0.000083,0.000003,-0.000067,0.028067,0.017827,0.016756,0.017640,0.016785,0.017149,0.005063,0.009098
0.000597,-0.000292,0.000416,-0.000087,0.000152,0.000073,0.000013,-0.000122,0.024907,0.021628,0.013519,0.019170,0.017243,0.016582,0.004819,0.007714
0.001049,-0.000295,-0.000261,-0.000093,0.000083,0.000202,0.000064,-0.000055,0.037609,0.024802,0.017867,0.016891,0.020143,0.017509,0.006788,0.007837
-0.001989,0.001714,0.000475,0.000159,0.000013,0.000287,0.000015,-0.000153,0.031227,0.024995,0.024462,0.017467,0.013457,0.016984,0.004739,0.006904
-0.002297,-0.000081,0.000157,-0.000330,0.000114,-0.000109,0.000039,0.000067,0.033831,0.019437,0.019070,0.016105,0.012750,0.018509,0.005357,0.009785
-0.002315,-0.001149,-0.000333,-0.000265,-0.000151,0.000033,0.000021,0.000519,0.032726,0.019971,0.024073,0.017860,0.016493,0.015069,0.006062,0.010414
-0.003906,0.000696,-0.000071,0.000117,0.000099,0.000020,-0.000007,-0.000403,0.026272,0.021983,0.014850,0.012854,0.013696,0.011520,0.005325,0.011970
-0.001157,0.000094,0.000551,0.000179,0.000082,0.000302,0.000006,0.000201,0.025626,0.020829,0.018706,0.018867,0.012186,0.017681,0.005359,0.008353
-0.010326,-0.000501,0.000345,0.000051,0.000195,-0.000004,-0.000009,-0.000024,0.034334,0.022828,0.021748,0.018603,0.019606,0.016691,0.006140,0.009727
-0.007921,0.001607,0.000598,-0.000170,-0.000120,0.000011,0.000011,0.000208,0.030046,0.022432,0.019248,0.019288,0.013970,0.017864,0.005055,0.010908
0.001519,-0.001853,-0.000182,-0.000293,0.000045,0.000210,-0.000008,0.000092,0.029734,0.024067,0.021776,0.017366,0.019104,0.018284,0.005994,0.010680
0.001121,-0.000247,0.000194,0.000137,0.000057,0.000198,0.000018,-0.000049,0.032056,0.020286,0.019347,0.016588,0.017837,0.015894,0.005254,0.010910
-0.003273,0.001042,-0.000244,0.000032,-0.000080,-0.000162,-0.000008,-0.000269,0.031498,0.020796,0.017508,0.018200,0.016586,0.014611,0.006885,0.011386
0.002604,-0.000872,0.000590,-0.000102,0.000316,0.000181,0.000011,-0.000122,0.031793,0.019189,0.017465,0.016173,0.018449,0.016460,0.004903,0.006051
0.000723,-0.000973,0.000125,-0.000142,0.000171,0.000155,0.000027,0.000153,0.030699,0.024688,0.018635,0.017709,0.020003,0.018424,0.005208,0.009977
0.000326,0.000862,0.000116,-0.000101,0.000017,0.000177,0.000000,0.000287,0.029998,0.020726,0.019905,0.014711,0.016401,0.014268,0.005077,0.012303
-0.003743,-0.002053,-0.000137,-0.000338,0.000031,-0.000117,0.000007,0.000183,0.031910,0.018926,0.024297,0.017796,0.012940,0.017520,0.004670,0.010371
-0.000760,0.000559,-0.000240,0.000376,-0.000016,0.000075,-0.000013,0.000153,0.023716,0.021157,0.019492,0.017261,0.017009,0.014820,0.004880,0.009097
-0.000597,-0.000346,0.000162,0.000170,-0.000182,-0.000268,-0.000001,0.000098,0.033602,0.015554,0.021492,0.018139,0.020550,0.016573,0.005211,0.009407
-0.000850,-0.000217,0.000006,0.000011,-0.000422,-0.000262,-0.000004,0.000250,0.028180,0.020985,0.018070,0.017620,0.018410,0.017413,0.005153,0.013317
0.001754,-0.000713,-0.000263,-0.000442,-0.000068,-0.000122,-0.000017,-0.000018,0.026863,0.024220,0.016077,0.017214,0.019012,0.017465,0.006448,0.010858
0.000452,-0.000655,-0.000255,-0.000067,-0.000193,-0.000043,0.000032,-0.000146,0.026706,0.021822,0.025560,0.017590,0.020280,0.015492,0.006087,0.007812
0.000000,-0.001638,-0.000032,-0.000161,-0.000405,0.000035,-0.000028,0.000275,0.037231,0.021580,0.020841,0.019715,0.019459,0.018219,0.006131,0.010497
0.002912,-0.000444,-0.001037,-0.000021,-0.000104,-0.000208,-0.000004,0.000049,0.030698,0.019796,0.024091,0.017668,0.017062,0.018794,0.005760,0.012384
0.003581,-0.001254,0.000374,-0.000405,-0.000012,-0.000327,-0.000023,-0.000092,0.034889,0.019653,0.019415,0.017362,0.018270,0.015455,0.006070,0.009707
0.000090,-0.000286,-0.000064,0.000047,0.000060,0.000002,-0.000003,0.000165,0.027213,0.018518,0.023516,0.018023,0.020592,0.018674,0.004980,0.007638
0.001302,-0.000070,0.000165,0.000020,0.000316,0.000229,0.000069,0.000110,0.029971,0.019079,0.017254,0.018249,0.019798,0.015389,0.006024,0.009285
0.001827,-0.001587,-0.000181,-0.000093,-0.000021,-0.000156,0.000006,-0.000049,0.026133,0.024510,0.019484,0.017973,0.019226,0.016812,0.005430,0.009035
0.004883,-0.000422,0.000293,-0.000230,0.000472,0.000074,-0.000000,-0.000323,0.032581,0.016591,0.021721,0.016162,0.019484,0.016972,0.006922,0.010200
0.000723,-0.001092,0.000725,-0.000447,-0.000089,-0.000165,0.000019,-0.000012,0.027840,0.018929,0.019013,0.017750,0.017765,0.015281,0.006723,0.008993
-0.002261,-0.000362,0.000236,-0.000173,0.000092,0.000103,0.000051,-0.000116,0.034463,0.024485,0.015574,0.012840,0.014145,0.013129,0.006107,0.011767
0.002044,0.000570,0.000059,0.000242,-0.000046,-0.000204,0.000017,-0.000031,0.032761,0.018445,0.026609,0.015720,0.013861,0.017376,0.005342,0.009668
0.000723,-0.000439,0.000141,-0.000418,0.000243,0.000037,0.000016,-0.000079,0.035514,0.019786,0.017829,0.017798,0.017408,0.017903,0.004719,0.008929
-0.000904,-0.000844,0.000049,-0.000537,-0.000403,-0.000618,0.000017,0.000647,0.027631,0.027581,0.024209,0.015889,0.017152,0.014314,0.006520,0.013028
-0.000506,0.000425,0.000041,-0.000062,0.000435,-0.000069,0.000030,-0.000317,0.033889,0.024757,0.019297,0.016954,0.019937,0.017688,0.004359,0.010586
0.002423,-0.001208,-0.000417,-0.000022,-0.000174,0.000063,-0.000019,0.000220,0.030869,0.018152,0.022685,0.017279,0.012143,0.018131,0.005254,0.009803
-0.003707,-0.000671,0.000547,0.000226,0.000114,0.000356,0.000050,0.000043,0.027785,0.020664,0.018486,0.019697,0.015141,0.019389,0.006432,0.011833
-0.000977,-0.001046,-0.000081,-0.000273,0.000058,0.000156,0.000049,-0.000293,0.030875,0.024151,0.017191,0.015870,0.013214,0.014313,0.006203,0.007758
-0.003400,0.002349,-0.000304,-0.000190,-0.000128,-0.000078,-0.000003,-0.000354,0.033078,0.025039,0.018330,0.017110,0.016952,0.017537,0.004373,0.009915
0.000145,-0.000075,0.000039,-0.000005,0.000008,0.000014,0.000000,0.000018,0.006198,0.005304,0.007548,0.002044,0.003655,0.003875,0.000324,0.002048
0.000362,0.000057,-0.000021,-0.000006,-0.000007,-0.000002,0.000000,0.000018,0.008889,0.006522,0.005859,0.002523,0.004378,0.001444,0.000566,0.002392
-0.000561,0.000031,0.000008,-0.000000,0.000009,-0.000020,0.000001,0.000024,0.007268,0.001699,0.006946,0.002145,0.004773,0.003797,0.000992,0.002311
-0.000036,0.000038,-0.000027,-0.000020,-0.000017,-0.000015,0.000000,0.000006,0.012760,0.004020,0.005805,0.003583,0.004054,0.004498,0.000268,0.002830
0.000470,0.000097,0.000015,0.000009,0.000019,0.000014,0.000004,0.000000,0.008884,0.003631,0.003164,0.003384,0.003765,0.002900,0.000790,0.002897
0.000326,-0.000219,-0.000041,0.000017,-0.000007,-0.000004,0.000000,-0.000049,0.011147,0.008142,0.003154,0.002692,0.004594,0.002556,0.000572,0.003706
0.000181,-0.000048,0.000038,-0.000008,0.000059,0.000014,0.000001,-0.000171,0.009509,0.003355,0.002858,0.003000,0.005308,0.001977,0.000912,0.004451
-0.000398,0.000028,0.000031,-0.000092,-0.000018,-0.000002,0.000001,-0.000018,0.010519,0.004046,0.008047,0.005236,0.006972,0.003461,0.000998,0.002227
-0.000398,-0.000288,0.000008,-0.000001,0.000014,0.000022,0.000002,0.000012,0.011445,0.007705,0.003695,0.003703,0.005005,0.003264,0.000636,0.001513
-0.000470,-0.000017,0.000036,-0.000014,-0.000023,-0.000006,0.000003,-0.000024,0.009734,0.003765,0.006829,0.003022,0.005077,0.002965,0.001341,0.001747
0.000072,0.000133,-0.000015,0.000017,0.000012,0.000009,0.000001,-0.000073,0.009022,0.004741,0.007465,0.002716,0.004720,0.003971,0.000512,0.002310
-0.000597,-0.000175,0.000033,0.000003,-0.000007,0.000000,-0.000001,0.000031,0.009785,0.005584,0.007758,0.003386,0.005261,0.001828,0.000642,0.001853
-0.000362,0.000010,-0.000045,-0.000009,-0.000002,0.000009,0.000003,-0.000012,0.010192,0.004902,0.007523,0.003062,0.004700,0.003583,0.001086,0.001747
0.000615,0.000194,0.000002,0.000023,0.000001,0.000017,0.000001,-0.000006,0.008747,0.005804,0.002798,0.003718,0.003996,0.003936,0.000637,0.002392
0.000289,0.000078,-0.000010,-0.000011,-0.000028,0.000007,-0.000003,0.000085,0.012213,0.002608,0.003881,0.003761,0.004796,0.004571,0.001166,0.002619
-0.000054,0.000106,-0.000004,-0.000007,0.000004,-0.000003,0.000001,0.000024,0.007885,0.007951,0.006558,0.003237,0.003064,0.002029,0.000720,0.001953
0.000217,-0.000100,-0.000103,0.000021,0.000027,-0.000011,-0.000000,-0.000012,0.008636,0.004465,0.009040,0.003164,0.002904,0.003819,0.000536,0.001747
-0.000072,0.000098,0.000049,0.000015,0.000009,-0.000009,-0.000007,0.000018,0.007211,0.003146,0.006469,0.002814,0.004342,0.002640,0.001201,0.001070
0.000289,-0.000134,-0.000102,-0.000022,-0.000011,-0.000011,0.000002,-0.000012,0.009856,0.005067,0.008551,0.004268,0.004887,0.003048,0.000989,0.001235
-0.000669,0.000002,-0.000038,0.000028,0.000017,0.000014,0.000001,-0.000006,0.011774,0.003308,0.006313,0.002968,0.002377,0.001865,0.000586,0.002227
0.000235,0.000365,0.000015,0.000030,0.000005,0.000009,-0.000001,-0.000049,0.010028,0.006048,0.003073,0.003322,0.005452,0.001811,0.000320,0.001953
0.000524,-0.000022,-0.000073,0.000002,0.000010,-0.000028,0.000000,-0.000037,0.011190,0.004153,0.008052,0.003002,0.004280,0.004291,0.000444,0.003494
-0.000181,-0.000201,0.000008,-0.000016,-0.000026,-0.000010,-0.000002,0.000079,0.009145,0.004360,0.002697,0.003781,0.004973,0.003645,0.001123,0.003653
-0.000380,-0.000112,-0.000013,-0.000012,0.000012,-0.000005,-0.000002,0.000012,0.011495,0.003710,0.003257,0.003270,0.003320,0.004229,0.000818,0.002140
0.000307,-0.000155,-0.000090,-0.000010,-0.000030,-0.000009,-0.000000,0.000006,0.009682,0.008365,0.008150,0.003318,0.004693,0.002894,0.000364,0.003955
-0.000289,0.000135,0.000039,0.000011,-0.000006,0.000004,-0.000000,-0.000006,0.009624,0.005340,0.003836,0.003143,0.005509,0.004900,0.000686,0.001634
0.000127,0.000030,-0.000004,-0.000012,-0.000020,-0.000018,-0.000001,0.000012,0.010253,0.007755,0.006871,0.003618,0.005474,0.004878,0.000529,0.002311
-0.000036,0.000085,0.000038,0.000020,0.000020,0.000013,0.000000,0.000031,0.008638,0.004457,0.004176,0.003874,0.005199,0.003629,0.000322,0.002547
0.000127,-0.000078,-0.000028,0.000024,-0.000007,-0.000021,-0.000003,-0.000024,0.007592,0.004212,0.006247,0.003937,0.001495,0.003056,0.001081,0.002311
-0.000181,0.000011,0.000035,-0.000016,0.000025,-0.000008,-0.000000,-0.000104,0.009268,0.004059,0.002992,0.003624,0.004852,0.005473,0.000806,0.003437
-0.000289,-0.000159,0.000060,-0.000002,0.000020,-0.000009,-0.000000,-0.000061,0.010840,0.005459,0.003534,0.003284,0.005375,0.003227,0.000806,0.002310
0.000072,-0.000048,-0.000166,-0.000036,0.000006,0.000018,-0.000002,-0.000031,0.013280,0.003202,0.006786,0.004906,0.005288,0.005087,0.000588,0.001634
0.000163,0.000068,-0.000034,-0.000005,-0.000022,-0.000021,-0.000000,0.000012,0.013740,0.004026,0.004140,0.003529,0.003812,0.004207,0.000861,0.001235
0.000904,-0.000111,-0.000014,-0.000005,0.000013,0.000044,0.000001,0.000012,0.011217,0.006017,0.004462,0.002426,0.001822,0.003860,0.001532,0.002311
-0.000181,0.000181,-0.000001,0.000040,-0.000001,0.000012,-0.000001,0.000006,0.008504,0.004666,0.002162,0.003777,0.001028,0.002328,0.000362,0.002962
-0.000145,-0.000107,0.000034,0.000009,0.000005,0.000002,-0.000000,-0.000006,0.008097,0.005253,0.005957,0.004319,0.001526,0.002307,0.000644,0.000618
-0.000524,-0.000122,-0.000125,0.000002,0.000002,-0.000023,-0.000001,-0.000006,0.008557,0.003826,0.006820,0.002655,0.001044,0.004353,0.000906,0.003439
0.000163,0.000083,-0.000012,0.000024,-0.000001,-0.000021,-0.000003,0.000024,0.011401,0.003771,0.003458,0.003458,0.002516,0.003259,0.001207,0.002140
-0.000995,0.000089,-0.000021,0.000023,-0.000005,-0.000016,0.000001,0.000000,0.010425,0.003386,0.003334,0.003642,0.005734,0.003411,0.000602,0.001747
0.000072,0.000200,-0.000083,0.000008,-0.000000,-0.000021,0.000000,-0.000055,0.010947,0.006407,0.005494,0.003285,0.003132,0.005088,0.000314,0.002226
-0.000253,0.000170,0.000019,-0.000041,-0.000015,-0.000003,-0.000000,0.000006,0.010841,0.005624,0.003612,0.003625,0.005601,0.001291,0.000641,0.001853
-0.000090,0.000222,0.000046,0.000003,-0.000006,-0.000002,-0.000000,0.000012,0.010895,0.004584,0.007285,0.003535,0.005474,0.001199,0.000471,0.002620
-0.000163,-0.000053,0.000015,-0.000034,-0.000017,-0.000001,0.000000,0.000031,0.010253,0.004800,0.003453,0.003611,0.004202,0.002363,0.000668,0.001634
-0.000163,0.000035,0.000005,-0.000004,-0.000011,-0.000001,-0.000000,-0.000012,0.009802,0.002255,0.005382,0.003167,0.004393,0.003840,0.000300,0.002140
0.000398,-0.000034,0.000009,0.000051,0.000008,0.000028,0.000005,-0.000055,0.011346,0.002718,0.002988,0.004387,0.001359,0.004552,0.001241,0.003209
-0.000488,-0.000104,-0.000100,0.000010,0.000012,0.000004,-0.000000,-0.000067,0.011491,0.003116,0.006018,0.002621,0.004072,0.002546,0.000773,0.004580
0.000199,-0.000007,0.000012,-0.000034,-0.000014,-0.000020,-0.000001,-0.000049,0.009206,0.007020,0.001447,0.004291,0.002589,0.004600,0.000494,0.001746
0.000741,0.000047,0.000000,-0.000044,0.000036,0.000000,0.000000,-0.000031,0.011673,0.004621,0.004059,0.004252,0.004081,0.004539,0.000420,0.001634
0.000109,0.000086,0.000001,0.000020,-0.000002,0.000015,0.000001,0.000006,0.012400,0.003802,0.003349,0.003251,0.005612,0.004348,0.000955,0.002049
0.000868,-0.000020,-0.000103,-0.000027,-0.000001,0.000003,0.000000,0.000000,0.011320,0.003603,0.007372,0.003136,0.004524,0.004175,0.000497,0.001235
0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000031,0.000000
0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000031,0.000000
0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000115,0.000000,0.000000,0.000000,0.000000,0.000000
0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000058,0.000000,0.000000,0.000000
0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,-0.000000,0.000000,0.000000,0.000000,0.000115,0.000000,0.000000,0.000000,0.000022,0.000000
